"id_maquina","n_intervalo","tiempo_entre","evento","antiguedad_ini","proceso","criticidad","fabricante","carga","plan_mantenimiento","intervalo_mant"
"M075",6,94.31,0,8.522,"Corte","Critica","B",0.748,"Preventivo",120
"M076",1,387.2,1,4.507,"Acabado","Auxiliar","A",0.771,"Preventivo",60
"M076",2,408.9,1,5.568,"Acabado","Auxiliar","A",0.771,"Preventivo",60
"M076",3,663.9,0,6.688,"Acabado","Auxiliar","A",0.771,"Preventivo",60
"M077",1,448.8,1,0,"Acabado","Auxiliar","B",0.608,"Preventivo",90
"M077",2,865.2,0,1.23,"Acabado","Auxiliar","B",0.608,"Preventivo",90
"M078",1,1360.78,1,0.584,"Corte","Auxiliar","B",0.662,"Correctivo",NA
"M078",2,99.22,0,4.312,"Corte","Auxiliar","B",0.662,"Correctivo",NA
"M079",1,1460,0,2.718,"Acabado","Auxiliar","B",0.75,"Preventivo",90
"M080",1,535.77,1,6.975,"Lijado","Importante","A",0.707,"Preventivo",60
"M080",2,924.23,0,8.443,"Lijado","Importante","A",0.707,"Preventivo",60
"M081",1,1044.57,1,0,"Acabado","Auxiliar","B",0.65,"Correctivo",NA
"M081",2,287.43,0,2.862,"Acabado","Auxiliar","B",0.65,"Correctivo",NA
"M082",1,306.19,1,1.247,"Mecanizado","Importante","A",0.732,"Correctivo",NA
"M082",2,97.66,1,2.085,"Mecanizado","Importante","A",0.732,"Correctivo",NA
"M082",3,527.31,1,2.353,"Mecanizado","Importante","A",0.732,"Correctivo",NA
"M082",4,74.74,1,3.798,"Mecanizado","Importante","A",0.732,"Correctivo",NA
"M082",5,12.97,1,4.002,"Mecanizado","Importante","A",0.732,"Correctivo",NA
"M082",6,441.13,0,4.038,"Mecanizado","Importante","A",0.732,"Correctivo",NA
"M083",1,313.96,1,0,"Lijado","Importante","A",0.52,"Correctivo",NA
"M083",2,9.02,1,0.86,"Lijado","Importante","A",0.52,"Correctivo",NA
"M083",3,391.02,0,0.885,"Lijado","Importante","A",0.52,"Correctivo",NA
"M084",1,16.87,1,6.611,"Acabado","Importante","C",0.811,"Preventivo",90
"M084",2,433.87,1,6.657,"Acabado","Importante","C",0.811,"Preventivo",90
"M084",3,34.26,1,7.846,"Acabado","Importante","C",0.811,"Preventivo",90
"M084",4,428.46,1,7.94,"Acabado","Importante","C",0.811,"Preventivo",90
"M084",5,88.86,1,9.114,"Acabado","Importante","C",0.811,"Preventivo",90
"M084",6,179.28,1,9.357,"Acabado","Importante","C",0.811,"Preventivo",90
"M084",7,34.55,1,9.848,"Acabado","Importante","C",0.811,"Preventivo",90
"M084",8,14.93,1,9.943,"Acabado","Importante","C",0.811,"Preventivo",90
"M084",9,228.91,0,9.984,"Acabado","Importante","C",0.811,"Preventivo",90
"M085",1,1278,0,0,"Acabado","Auxiliar","A",0.674,"Preventivo",60
"M086",1,628,0,0,"Lijado","Importante","B",0.63,"Preventivo",60
"M087",1,132.77,1,7.751,"Acabado","Importante","B",0.663,"Correctivo",NA
"M087",2,963.12,1,8.114,"Acabado","Importante","B",0.663,"Correctivo",NA
"M087",3,31.67,1,10.753,"Acabado","Importante","B",0.663,"Correctivo",NA
"M087",4,332.45,0,10.84,"Acabado","Importante","B",0.663,"Correctivo",NA
"M088",1,1249.75,1,0,"Lijado","Importante","A",0.385,"Preventivo",60
"M088",2,36.25,0,3.424,"Lijado","Importante","A",0.385,"Preventivo",60
"M089",1,467.56,1,2.225,"Mecanizado","Importante","B",0.711,"Correctivo",NA
"M089",2,547.52,1,3.506,"Mecanizado","Importante","B",0.711,"Correctivo",NA
"M089",3,32.54,1,5.006,"Mecanizado","Importante","B",0.711,"Correctivo",NA
"M089",4,97.8,1,5.095,"Mecanizado","Importante","B",0.711,"Correctivo",NA
"M089",5,314.57,0,5.363,"Mecanizado","Importante","B",0.711,"Correctivo",NA
"M090",1,521.24,1,0,"Lijado","Auxiliar","A",0.569,"Correctivo",NA
"M090",2,18.8,1,1.428,"Lijado","Auxiliar","A",0.569,"Correctivo",NA
"M090",3,291.06,1,1.48,"Lijado","Auxiliar","A",0.569,"Correctivo",NA
"M090",4,399.06,1,2.277,"Lijado","Auxiliar","A",0.569,"Correctivo",NA
"M090",5,169.83,0,3.37,"Lijado","Auxiliar","A",0.569,"Correctivo",NA
"M091",1,476.32,1,7.386,"Mecanizado","Auxiliar","A",0.435,"Preventivo",120
"M091",2,600.38,1,8.691,"Mecanizado","Auxiliar","A",0.435,"Preventivo",120
"M091",3,383.3,0,10.336,"Mecanizado","Auxiliar","A",0.435,"Preventivo",120
"M092",1,1460,0,5.581,"Acabado","Importante","B",0.838,"Preventivo",90
"M093",1,158.56,1,5.455,"Mecanizado","Auxiliar","C",0.893,"Preventivo",90
"M093",2,233.09,1,5.889,"Mecanizado","Auxiliar","C",0.893,"Preventivo",90
"M093",3,975.01,1,6.528,"Mecanizado","Auxiliar","C",0.893,"Preventivo",90
"M093",4,93.34,0,9.199,"Mecanizado","Auxiliar","C",0.893,"Preventivo",90
"M094",1,343.31,1,2.54,"Acabado","Auxiliar","B",0.73,"Preventivo",120
"M094",2,646.23,1,3.48,"Acabado","Auxiliar","B",0.73,"Preventivo",120
"M094",3,470.46,0,5.251,"Acabado","Auxiliar","B",0.73,"Preventivo",120
"M095",1,125.64,1,6.551,"Lijado","Critica","C",0.774,"Correctivo",NA
"M095",2,1029.34,1,6.895,"Lijado","Critica","C",0.774,"Correctivo",NA
"M095",3,98.07,1,9.715,"Lijado","Critica","C",0.774,"Correctivo",NA
"M095",4,206.96,0,9.984,"Lijado","Critica","C",0.774,"Correctivo",NA
"M096",1,271.27,1,6.874,"Mecanizado","Auxiliar","B",0.667,"Preventivo",120
"M096",2,218.91,1,7.617,"Mecanizado","Auxiliar","B",0.667,"Preventivo",120
"M096",3,269.07,1,8.217,"Mecanizado","Auxiliar","B",0.667,"Preventivo",120
"M096",4,166.71,1,8.954,"Mecanizado","Auxiliar","B",0.667,"Preventivo",120
"M096",5,27.59,1,9.411,"Mecanizado","Auxiliar","B",0.667,"Preventivo",120
"M096",6,311.84,1,9.486,"Mecanizado","Auxiliar","B",0.667,"Preventivo",120
"M096",7,194.62,0,10.341,"Mecanizado","Auxiliar","B",0.667,"Preventivo",120
"M097",1,456.12,1,0,"Lijado","Auxiliar","C",0.565,"Correctivo",NA
"M097",2,792.88,0,1.25,"Lijado","Auxiliar","C",0.565,"Correctivo",NA
"M098",1,417.41,1,0,"Lijado","Auxiliar","B",0.835,"Correctivo",NA
"M098",2,731.36,1,1.144,"Lijado","Auxiliar","B",0.835,"Correctivo",NA
"M098",3,2.93,1,3.147,"Lijado","Auxiliar","B",0.835,"Correctivo",NA
"M098",4,14.31,0,3.155,"Lijado","Auxiliar","B",0.835,"Correctivo",NA
"M099",1,485.3,1,2.622,"Corte","Auxiliar","B",0.975,"Preventivo",120
"M099",2,974.7,0,3.952,"Corte","Auxiliar","B",0.975,"Preventivo",120
"M100",1,0.46,1,2.822,"Lijado","Critica","C",0.871,"Correctivo",NA
"M100",2,1459.54,0,2.823,"Lijado","Critica","C",0.871,"Correctivo",NA
"M101",1,21.21,1,7.8,"Lijado","Auxiliar","B",0.747,"Correctivo",NA
"M101",2,627.8,1,7.858,"Lijado","Auxiliar","B",0.747,"Correctivo",NA
"M101",3,233.3,1,9.578,"Lijado","Auxiliar","B",0.747,"Correctivo",NA
"M101",4,577.69,0,10.217,"Lijado","Auxiliar","B",0.747,"Correctivo",NA
"M102",1,427.07,1,6.468,"Corte","Auxiliar","A",0.798,"Correctivo",NA
"M102",2,63.26,1,7.639,"Corte","Auxiliar","A",0.798,"Correctivo",NA
"M102",3,209.51,1,7.812,"Corte","Auxiliar","A",0.798,"Correctivo",NA
"M102",4,29.05,1,8.386,"Corte","Auxiliar","A",0.798,"Correctivo",NA
"M102",5,9.88,1,8.465,"Corte","Auxiliar","A",0.798,"Correctivo",NA
"M102",6,305.2,1,8.493,"Corte","Auxiliar","A",0.798,"Correctivo",NA
"M102",7,141.32,1,9.329,"Corte","Auxiliar","A",0.798,"Correctivo",NA
"M102",8,264.12,1,9.716,"Corte","Auxiliar","A",0.798,"Correctivo",NA
"M102",9,10.58,0,10.439,"Corte","Auxiliar","A",0.798,"Correctivo",NA
"M103",1,55.97,1,7.937,"Acabado","Auxiliar","A",0.866,"Correctivo",NA
"M103",2,81.67,1,8.09,"Acabado","Auxiliar","A",0.866,"Correctivo",NA
"M103",3,9.22,1,8.314,"Acabado","Auxiliar","A",0.866,"Correctivo",NA
"M103",4,52.86,1,8.339,"Acabado","Auxiliar","A",0.866,"Correctivo",NA
"M103",5,160.31,1,8.484,"Acabado","Auxiliar","A",0.866,"Correctivo",NA
"M103",6,71.13,1,8.923,"Acabado","Auxiliar","A",0.866,"Correctivo",NA
"M103",7,58.24,1,9.118,"Acabado","Auxiliar","A",0.866,"Correctivo",NA
"M103",8,221.94,1,9.278,"Acabado","Auxiliar","A",0.866,"Correctivo",NA
"M103",9,6.64,1,9.886,"Acabado","Auxiliar","A",0.866,"Correctivo",NA
"M103",10,79.53,1,9.904,"Acabado","Auxiliar","A",0.866,"Correctivo",NA
"M103",11,53.37,1,10.122,"Acabado","Auxiliar","A",0.866,"Correctivo",NA
"M103",12,372.55,1,10.268,"Acabado","Auxiliar","A",0.866,"Correctivo",NA
"M103",13,12.09,1,11.289,"Acabado","Auxiliar","A",0.866,"Correctivo",NA
"M103",14,28.53,1,11.322,"Acabado","Auxiliar","A",0.866,"Correctivo",NA
"M103",15,84.76,1,11.4,"Acabado","Auxiliar","A",0.866,"Correctivo",NA
"M103",16,30.88,1,11.632,"Acabado","Auxiliar","A",0.866,"Correctivo",NA
"M103",17,80.29,0,11.717,"Acabado","Auxiliar","A",0.866,"Correctivo",NA
"M104",1,405.51,1,0,"Ensamblaje","Auxiliar","C",0.702,"Correctivo",NA
"M104",2,351.78,1,1.111,"Ensamblaje","Auxiliar","C",0.702,"Correctivo",NA
"M104",3,74.72,0,2.075,"Ensamblaje","Auxiliar","C",0.702,"Correctivo",NA
"M105",1,785,0,0,"Acabado","Importante","B",0.858,"Preventivo",120
"M106",1,56.36,1,0,"Mecanizado","Auxiliar","A",0.771,"Correctivo",NA
"M106",2,1165.33,1,0.154,"Mecanizado","Auxiliar","A",0.771,"Correctivo",NA
"M106",3,72.31,0,3.347,"Mecanizado","Auxiliar","A",0.771,"Correctivo",NA
"M107",1,724,0,0,"Acabado","Importante","A",0.852,"Correctivo",NA
"M108",1,703.48,1,1.581,"Lijado","Auxiliar","A",0.808,"Correctivo",NA
"M108",2,446.99,1,3.508,"Lijado","Auxiliar","A",0.808,"Correctivo",NA
"M108",3,227.03,1,4.733,"Lijado","Auxiliar","A",0.808,"Correctivo",NA
"M108",4,82.5,0,5.355,"Lijado","Auxiliar","A",0.808,"Correctivo",NA
"M109",1,505.93,1,1.641,"Corte","Auxiliar","C",0.414,"Correctivo",NA
"M109",2,954.07,0,3.027,"Corte","Auxiliar","C",0.414,"Correctivo",NA
"M110",1,490.19,1,6.304,"Mecanizado","Importante","C",0.884,"Preventivo",120
"M110",2,401.73,1,7.647,"Mecanizado","Importante","C",0.884,"Preventivo",120
"M110",3,568.07,0,8.748,"Mecanizado","Importante","C",0.884,"Preventivo",120
"M111",1,551.72,1,6.712,"Lijado","Importante","A",0.846,"Correctivo",NA
"M111",2,347.76,1,8.224,"Lijado","Importante","A",0.846,"Correctivo",NA
"M111",3,560.52,0,9.177,"Lijado","Importante","A",0.846,"Correctivo",NA
"M112",1,853.63,1,6.69,"Corte","Critica","C",0.564,"Preventivo",120
"M112",2,15.79,1,9.029,"Corte","Critica","C",0.564,"Preventivo",120
"M112",3,210.2,1,9.072,"Corte","Critica","C",0.564,"Preventivo",120
"M112",4,380.37,0,9.648,"Corte","Critica","C",0.564,"Preventivo",120
"M113",1,982.95,1,2.129,"Lijado","Auxiliar","A",0.937,"Correctivo",NA
"M113",2,72.89,1,4.822,"Lijado","Auxiliar","A",0.937,"Correctivo",NA
"M113",3,404.16,0,5.021,"Lijado","Auxiliar","A",0.937,"Correctivo",NA
"M114",1,617.58,1,6.438,"Mecanizado","Auxiliar","C",0.88,"Correctivo",NA
"M114",2,382.4,1,8.13,"Mecanizado","Auxiliar","C",0.88,"Correctivo",NA
"M114",3,32.58,1,9.178,"Mecanizado","Auxiliar","C",0.88,"Correctivo",NA
"M114",4,427.44,0,9.267,"Mecanizado","Auxiliar","C",0.88,"Correctivo",NA
"M115",1,207.78,1,1.425,"Corte","Critica","B",0.657,"Preventivo",90
"M115",2,1121.45,1,1.994,"Corte","Critica","B",0.657,"Preventivo",90
"M115",3,130.77,0,5.066,"Corte","Critica","B",0.657,"Preventivo",90
"M116",1,166.71,1,0.293,"Lijado","Auxiliar","A",0.442,"Correctivo",NA
"M116",2,908.49,1,0.75,"Lijado","Auxiliar","A",0.442,"Correctivo",NA
"M116",3,384.8,0,3.239,"Lijado","Auxiliar","A",0.442,"Correctivo",NA
"M117",1,370.45,1,3.271,"Acabado","Importante","C",0.65,"Correctivo",NA
"M117",2,5.61,1,4.286,"Acabado","Importante","C",0.65,"Correctivo",NA
"M117",3,90.35,1,4.302,"Acabado","Importante","C",0.65,"Correctivo",NA
"M117",4,106.59,1,4.549,"Acabado","Importante","C",0.65,"Correctivo",NA
"M117",5,194.83,1,4.841,"Acabado","Importante","C",0.65,"Correctivo",NA
"M117",6,692.17,0,5.375,"Acabado","Importante","C",0.65,"Correctivo",NA
"M118",1,793.12,1,0.123,"Mecanizado","Critica","C",0.659,"Preventivo",60
"M118",2,666.88,0,2.296,"Mecanizado","Critica","C",0.659,"Preventivo",60
"M119",1,80.31,1,7.712,"Ensamblaje","Importante","C",0.685,"Preventivo",120
"M119",2,87.12,1,7.932,"Ensamblaje","Importante","C",0.685,"Preventivo",120
"M119",3,118.22,1,8.171,"Ensamblaje","Importante","C",0.685,"Preventivo",120
"M119",4,416.08,1,8.495,"Ensamblaje","Importante","C",0.685,"Preventivo",120
"M119",5,34.46,1,9.635,"Ensamblaje","Importante","C",0.685,"Preventivo",120
"M119",6,1.36,1,9.729,"Ensamblaje","Importante","C",0.685,"Preventivo",120
"M119",7,613.33,1,9.733,"Ensamblaje","Importante","C",0.685,"Preventivo",120
"M119",8,109.12,0,11.413,"Ensamblaje","Importante","C",0.685,"Preventivo",120
"M120",1,1424.54,1,7.258,"Mecanizado","Critica","A",0.549,"Preventivo",60
"M120",2,35.46,0,11.16,"Mecanizado","Critica","A",0.549,"Preventivo",60
"M121",1,656.68,1,6.699,"Mecanizado","Auxiliar","B",0.743,"Correctivo",NA
"M121",2,125.47,1,8.498,"Mecanizado","Auxiliar","B",0.743,"Correctivo",NA
"M121",3,118.49,1,8.841,"Mecanizado","Auxiliar","B",0.743,"Correctivo",NA
"M121",4,217.04,1,9.166,"Mecanizado","Auxiliar","B",0.743,"Correctivo",NA
"M121",5,16.63,1,9.761,"Mecanizado","Auxiliar","B",0.743,"Correctivo",NA
"M121",6,289.11,1,9.806,"Mecanizado","Auxiliar","B",0.743,"Correctivo",NA
"M121",7,36.59,0,10.598,"Mecanizado","Auxiliar","B",0.743,"Correctivo",NA
"M122",1,1029.19,1,0.655,"Corte","Critica","B",0.656,"Correctivo",NA
"M122",2,80.96,1,3.474,"Corte","Critica","B",0.656,"Correctivo",NA
"M122",3,349.84,0,3.696,"Corte","Critica","B",0.656,"Correctivo",NA
"M123",1,207.88,1,0.556,"Lijado","Auxiliar","C",0.866,"Correctivo",NA
"M123",2,286.52,1,1.126,"Lijado","Auxiliar","C",0.866,"Correctivo",NA
"M123",3,449.76,1,1.911,"Lijado","Auxiliar","C",0.866,"Correctivo",NA
"M123",4,515.84,0,3.143,"Lijado","Auxiliar","C",0.866,"Correctivo",NA
"M124",1,638.32,1,3.252,"Mecanizado","Importante","C",0.54,"Correctivo",NA
"M124",2,367.06,1,5.001,"Mecanizado","Importante","C",0.54,"Correctivo",NA
"M124",3,67.77,1,6.007,"Mecanizado","Importante","C",0.54,"Correctivo",NA
"M124",4,386.85,0,6.192,"Mecanizado","Importante","C",0.54,"Correctivo",NA
"M125",1,1180.81,1,3.658,"Ensamblaje","Critica","A",0.562,"Preventivo",120
"M125",2,279.19,0,6.893,"Ensamblaje","Critica","A",0.562,"Preventivo",120
"M126",1,300.95,1,0.386,"Ensamblaje","Importante","A",0.707,"Correctivo",NA
"M126",2,3.43,1,1.211,"Ensamblaje","Importante","A",0.707,"Correctivo",NA
"M126",3,39.17,1,1.22,"Ensamblaje","Importante","A",0.707,"Correctivo",NA
"M126",4,525.2,1,1.328,"Ensamblaje","Importante","A",0.707,"Correctivo",NA
"M126",5,13.69,1,2.766,"Ensamblaje","Importante","A",0.707,"Correctivo",NA
"M126",6,178.3,1,2.804,"Ensamblaje","Importante","A",0.707,"Correctivo",NA
"M126",7,121.66,1,3.292,"Ensamblaje","Importante","A",0.707,"Correctivo",NA
"M126",8,274.06,1,3.626,"Ensamblaje","Importante","A",0.707,"Correctivo",NA
"M126",9,3.53,0,4.377,"Ensamblaje","Importante","A",0.707,"Correctivo",NA
"M127",1,127.32,1,6.041,"Ensamblaje","Auxiliar","B",0.879,"Preventivo",120
"M127",2,341.37,1,6.39,"Ensamblaje","Auxiliar","B",0.879,"Preventivo",120
"M127",3,433.77,1,7.325,"Ensamblaje","Auxiliar","B",0.879,"Preventivo",120
"M127",4,557.54,0,8.514,"Ensamblaje","Auxiliar","B",0.879,"Preventivo",120
"M128",1,329.74,1,0,"Ensamblaje","Critica","B",0.689,"Correctivo",NA
"M128",2,833.26,0,0.903,"Ensamblaje","Critica","B",0.689,"Correctivo",NA
"M129",1,182.95,1,7.66,"Acabado","Critica","B",0.731,"Correctivo",NA
"M129",2,210.44,1,8.161,"Acabado","Critica","B",0.731,"Correctivo",NA
"M129",3,242.8,1,8.738,"Acabado","Critica","B",0.731,"Correctivo",NA
"M129",4,823.81,0,9.403,"Acabado","Critica","B",0.731,"Correctivo",NA
"M130",1,540.58,1,5.595,"Mecanizado","Critica","B",0.556,"Preventivo",90
"M130",2,71.04,1,7.076,"Mecanizado","Critica","B",0.556,"Preventivo",90
"M130",3,216.24,1,7.27,"Mecanizado","Critica","B",0.556,"Preventivo",90
"M130",4,632.15,0,7.863,"Mecanizado","Critica","B",0.556,"Preventivo",90
"M131",1,920.29,1,1.545,"Ensamblaje","Importante","C",0.65,"Correctivo",NA
"M131",2,126.4,1,4.067,"Ensamblaje","Importante","C",0.65,"Correctivo",NA
"M131",3,413.32,0,4.413,"Ensamblaje","Importante","C",0.65,"Correctivo",NA
"M132",1,304.42,1,0,"Corte","Auxiliar","A",0.485,"Correctivo",NA
"M132",2,321.84,1,0.834,"Corte","Auxiliar","A",0.485,"Correctivo",NA
"M132",3,110.23,1,1.716,"Corte","Auxiliar","A",0.485,"Correctivo",NA
"M132",4,517.51,0,2.018,"Corte","Auxiliar","A",0.485,"Correctivo",NA
"M133",1,202.91,1,6.677,"Lijado","Importante","B",0.677,"Preventivo",120
"M133",2,1006.71,1,7.233,"Lijado","Importante","B",0.677,"Preventivo",120
"M133",3,248.07,1,9.991,"Lijado","Importante","B",0.677,"Preventivo",120
"M133",4,2.31,0,10.67,"Lijado","Importante","B",0.677,"Preventivo",120
"M134",1,173.8,1,1.003,"Mecanizado","Importante","B",0.753,"Correctivo",NA
"M134",2,447.58,1,1.479,"Mecanizado","Importante","B",0.753,"Correctivo",NA
"M134",3,253.85,1,2.705,"Mecanizado","Importante","B",0.753,"Correctivo",NA
"M134",4,252.7,1,3.401,"Mecanizado","Importante","B",0.753,"Correctivo",NA
"M134",5,332.06,0,4.093,"Mecanizado","Importante","B",0.753,"Correctivo",NA
"M135",1,791.08,1,5.178,"Ensamblaje","Auxiliar","A",0.889,"Correctivo",NA
"M135",2,621.28,1,7.345,"Ensamblaje","Auxiliar","A",0.889,"Correctivo",NA
"M135",3,47.64,0,9.048,"Ensamblaje","Auxiliar","A",0.889,"Correctivo",NA
"M136",1,849.48,1,0.611,"Corte","Critica","A",0.847,"Correctivo",NA
"M136",2,6.6,1,2.938,"Corte","Critica","A",0.847,"Correctivo",NA
"M136",3,360.81,1,2.956,"Corte","Critica","A",0.847,"Correctivo",NA
"M136",4,13.48,1,3.945,"Corte","Critica","A",0.847,"Correctivo",NA
"M136",5,229.63,0,3.982,"Corte","Critica","A",0.847,"Correctivo",NA
"M137",1,369.07,1,0,"Corte","Importante","C",0.751,"Correctivo",NA
"M137",2,655.49,1,1.011,"Corte","Importante","C",0.751,"Correctivo",NA
"M137",3,159.39,1,2.807,"Corte","Importante","C",0.751,"Correctivo",NA
"M137",4,233.05,0,3.244,"Corte","Importante","C",0.751,"Correctivo",NA
"M138",1,73.92,1,0,"Mecanizado","Auxiliar","A",0.781,"Correctivo",NA
"M138",2,50.41,1,0.203,"Mecanizado","Auxiliar","A",0.781,"Correctivo",NA
"M138",3,750.66,0,0.341,"Mecanizado","Auxiliar","A",0.781,"Correctivo",NA
"M139",1,1069.13,1,2.266,"Ensamblaje","Critica","A",0.539,"Preventivo",60
"M139",2,390.87,0,5.195,"Ensamblaje","Critica","A",0.539,"Preventivo",60
"M140",1,879.37,1,0,"Lijado","Importante","C",0.887,"Correctivo",NA
"M140",2,230.63,0,2.409,"Lijado","Importante","C",0.887,"Correctivo",NA
"M141",1,1016.57,1,2.175,"Ensamblaje","Importante","A",0.702,"Preventivo",60
"M141",2,367.72,1,4.96,"Ensamblaje","Importante","A",0.702,"Preventivo",60
"M141",3,75.71,0,5.968,"Ensamblaje","Importante","A",0.702,"Preventivo",60
"M142",1,267.39,1,0,"Corte","Importante","A",0.772,"Preventivo",90
"M142",2,702.61,0,0.733,"Corte","Importante","A",0.772,"Preventivo",90
"M143",1,1460,0,3.474,"Corte","Auxiliar","A",0.262,"Correctivo",NA
"M144",1,536.88,1,0,"Acabado","Importante","B",0.571,"Correctivo",NA
"M144",2,74.18,1,1.471,"Acabado","Importante","B",0.571,"Correctivo",NA
"M144",3,210.94,0,1.674,"Acabado","Importante","B",0.571,"Correctivo",NA
"M145",1,148.64,1,5.827,"Ensamblaje","Importante","B",0.676,"Correctivo",NA
"M145",2,64.42,1,6.235,"Ensamblaje","Importante","B",0.676,"Correctivo",NA
"M145",3,200.8,1,6.411,"Ensamblaje","Importante","B",0.676,"Correctivo",NA
"M145",4,180.54,1,6.961,"Ensamblaje","Importante","B",0.676,"Correctivo",NA
"M145",5,69.42,1,7.456,"Ensamblaje","Importante","B",0.676,"Correctivo",NA
"M145",6,24.27,1,7.646,"Ensamblaje","Importante","B",0.676,"Correctivo",NA
"M145",7,609.57,1,7.713,"Ensamblaje","Importante","B",0.676,"Correctivo",NA
"M145",8,134.61,1,9.383,"Ensamblaje","Importante","B",0.676,"Correctivo",NA
"M145",9,27.73,0,9.751,"Ensamblaje","Importante","B",0.676,"Correctivo",NA
"M146",1,646.14,1,0,"Lijado","Critica","A",0.667,"Correctivo",NA
"M146",2,206.86,0,1.77,"Lijado","Critica","A",0.667,"Correctivo",NA
"M147",1,556.4,1,1.595,"Ensamblaje","Importante","B",0.516,"Correctivo",NA
"M147",2,193.94,1,3.119,"Ensamblaje","Importante","B",0.516,"Correctivo",NA
"M147",3,38.92,1,3.65,"Ensamblaje","Importante","B",0.516,"Correctivo",NA
"M147",4,670.73,0,3.757,"Ensamblaje","Importante","B",0.516,"Correctivo",NA
"M148",1,23.31,1,6.644,"Corte","Critica","C",0.817,"Preventivo",90
"M148",2,55.57,1,6.708,"Corte","Critica","C",0.817,"Preventivo",90
"M148",3,546.16,1,6.86,"Corte","Critica","C",0.817,"Preventivo",90
"M148",4,834.97,0,8.356,"Corte","Critica","C",0.817,"Preventivo",90
"M149",1,537.08,1,4.049,"Lijado","Auxiliar","A",0.854,"Correctivo",NA
"M149",2,70.55,1,5.521,"Lijado","Auxiliar","A",0.854,"Correctivo",NA
"M149",3,852.37,0,5.714,"Lijado","Auxiliar","A",0.854,"Correctivo",NA
"M150",1,541.69,1,0.981,"Ensamblaje","Importante","C",0.462,"Correctivo",NA
"M150",2,93.71,1,2.465,"Ensamblaje","Importante","C",0.462,"Correctivo",NA
"M150",3,641.42,1,2.722,"Ensamblaje","Importante","C",0.462,"Correctivo",NA
"M150",4,1.51,1,4.479,"Ensamblaje","Importante","C",0.462,"Correctivo",NA
"M150",5,181.67,0,4.483,"Ensamblaje","Importante","C",0.462,"Correctivo",NA
"M151",1,88.89,1,5.233,"Corte","Auxiliar","B",0.656,"Correctivo",NA
"M151",2,283.43,1,5.476,"Corte","Auxiliar","B",0.656,"Correctivo",NA
"M151",3,149.06,1,6.253,"Corte","Auxiliar","B",0.656,"Correctivo",NA
"M151",4,24.41,1,6.661,"Corte","Auxiliar","B",0.656,"Correctivo",NA
"M151",5,301.92,1,6.728,"Corte","Auxiliar","B",0.656,"Correctivo",NA
"M151",6,262.32,1,7.555,"Corte","Auxiliar","B",0.656,"Correctivo",NA
"M151",7,55.72,1,8.274,"Corte","Auxiliar","B",0.656,"Correctivo",NA
"M151",8,294.24,0,8.427,"Corte","Auxiliar","B",0.656,"Correctivo",NA
"M152",1,684,0,0,"Ensamblaje","Critica","A",0.733,"Preventivo",60
"M153",1,110.27,1,7.732,"Corte","Critica","C",0.724,"Preventivo",90
"M153",2,371.3,1,8.034,"Corte","Critica","C",0.724,"Preventivo",90
"M153",3,934.77,1,9.051,"Corte","Critica","C",0.724,"Preventivo",90
"M153",4,43.65,0,11.612,"Corte","Critica","C",0.724,"Preventivo",90
"M154",1,1033.67,1,1.767,"Acabado","Importante","B",0.611,"Preventivo",120
"M154",2,426.33,0,4.599,"Acabado","Importante","B",0.611,"Preventivo",120
"M155",1,687.51,1,1.534,"Lijado","Auxiliar","A",0.855,"Preventivo",90
"M155",2,772.49,0,3.418,"Lijado","Auxiliar","A",0.855,"Preventivo",90
"M156",1,1391,0,0,"Acabado","Auxiliar","B",0.833,"Preventivo",60
"M157",1,381.01,1,7.104,"Mecanizado","Auxiliar","B",0.574,"Preventivo",90
"M157",2,132.85,1,8.148,"Mecanizado","Auxiliar","B",0.574,"Preventivo",90
"M157",3,231.8,1,8.512,"Mecanizado","Auxiliar","B",0.574,"Preventivo",90
"M157",4,54.82,1,9.147,"Mecanizado","Auxiliar","B",0.574,"Preventivo",90
"M157",5,571.55,1,9.297,"Mecanizado","Auxiliar","B",0.574,"Preventivo",90
"M157",6,87.96,0,10.863,"Mecanizado","Auxiliar","B",0.574,"Preventivo",90
"M158",1,1460,0,4.844,"Mecanizado","Auxiliar","B",0.838,"Preventivo",90
"M159",1,61.91,1,0.477,"Ensamblaje","Auxiliar","C",0.408,"Preventivo",60
"M159",2,1398.09,0,0.646,"Ensamblaje","Auxiliar","C",0.408,"Preventivo",60
"M160",1,383.56,1,2.868,"Corte","Auxiliar","C",0.839,"Correctivo",NA
"M160",2,516.04,1,3.919,"Corte","Auxiliar","C",0.839,"Correctivo",NA
"M160",3,486.57,1,5.333,"Corte","Auxiliar","C",0.839,"Correctivo",NA
"M160",4,73.82,0,6.666,"Corte","Auxiliar","C",0.839,"Correctivo",NA
"M161",1,443.11,1,0,"Corte","Critica","A",0.816,"Preventivo",90
"M161",2,297.89,0,1.214,"Corte","Critica","A",0.816,"Preventivo",90
"M162",1,678.65,1,0,"Acabado","Auxiliar","C",0.892,"Preventivo",60
"M162",2,484.35,0,1.859,"Acabado","Auxiliar","C",0.892,"Preventivo",60
"M163",1,50.7,1,7.915,"Ensamblaje","Critica","B",0.561,"Preventivo",120
"M163",2,957.74,1,8.054,"Ensamblaje","Critica","B",0.561,"Preventivo",120
"M163",3,451.57,0,10.678,"Ensamblaje","Critica","B",0.561,"Preventivo",120
