"id_maquina","mes","tstart","tstop","exposicion","n_fallos","fallo","antiguedad","dias_desde_mant","mant_reciente","proceso","criticidad","fabricante","carga","plan_mantenimiento","intervalo_mant"
"M040",30,870,900,30,0,0,10.37,5,1,"Mecanizado","Auxiliar","C",0.69,"Preventivo",90
"M040",31,900,930,30,0,0,10.452,35,1,"Mecanizado","Auxiliar","C",0.69,"Preventivo",90
"M040",32,930,960,30,1,1,10.534,65,0,"Mecanizado","Auxiliar","C",0.69,"Preventivo",90
"M040",33,960,990,30,0,0,10.616,5,1,"Mecanizado","Auxiliar","C",0.69,"Preventivo",90
"M040",34,990,1020,30,0,0,10.699,35,1,"Mecanizado","Auxiliar","C",0.69,"Preventivo",90
"M040",35,1020,1050,30,0,0,10.781,65,0,"Mecanizado","Auxiliar","C",0.69,"Preventivo",90
"M040",36,1050,1080,30,0,0,10.863,5,1,"Mecanizado","Auxiliar","C",0.69,"Preventivo",90
"M040",37,1080,1110,30,0,0,10.945,35,1,"Mecanizado","Auxiliar","C",0.69,"Preventivo",90
"M040",38,1110,1140,30,0,0,11.027,65,0,"Mecanizado","Auxiliar","C",0.69,"Preventivo",90
"M040",39,1140,1170,30,0,0,11.11,5,1,"Mecanizado","Auxiliar","C",0.69,"Preventivo",90
"M040",40,1170,1200,30,0,0,11.192,35,1,"Mecanizado","Auxiliar","C",0.69,"Preventivo",90
"M040",41,1200,1230,30,0,0,11.274,65,0,"Mecanizado","Auxiliar","C",0.69,"Preventivo",90
"M040",42,1230,1260,30,0,0,11.356,5,1,"Mecanizado","Auxiliar","C",0.69,"Preventivo",90
"M040",43,1260,1290,30,0,0,11.438,35,1,"Mecanizado","Auxiliar","C",0.69,"Preventivo",90
"M040",44,1290,1320,30,0,0,11.521,65,0,"Mecanizado","Auxiliar","C",0.69,"Preventivo",90
"M040",45,1320,1350,30,1,1,11.603,5,1,"Mecanizado","Auxiliar","C",0.69,"Preventivo",90
"M040",46,1350,1380,30,0,0,11.685,35,1,"Mecanizado","Auxiliar","C",0.69,"Preventivo",90
"M040",47,1380,1410,30,0,0,11.767,65,0,"Mecanizado","Auxiliar","C",0.69,"Preventivo",90
"M040",48,1410,1440,30,0,0,11.849,5,1,"Mecanizado","Auxiliar","C",0.69,"Preventivo",90
"M040",49,1440,1460,20,0,0,11.918,30,1,"Mecanizado","Auxiliar","C",0.69,"Preventivo",90
"M041",1,0,30,30,0,0,2.841,47,0,"Acabado","Auxiliar","C",0.328,"Preventivo",90
"M041",2,30,60,30,0,0,2.923,77,0,"Acabado","Auxiliar","C",0.328,"Preventivo",90
"M041",3,60,90,30,0,0,3.005,17,1,"Acabado","Auxiliar","C",0.328,"Preventivo",90
"M041",4,90,120,30,0,0,3.088,47,0,"Acabado","Auxiliar","C",0.328,"Preventivo",90
"M041",5,120,150,30,0,0,3.17,77,0,"Acabado","Auxiliar","C",0.328,"Preventivo",90
"M041",6,150,180,30,0,0,3.252,17,1,"Acabado","Auxiliar","C",0.328,"Preventivo",90
"M041",7,180,210,30,0,0,3.334,47,0,"Acabado","Auxiliar","C",0.328,"Preventivo",90
"M041",8,210,240,30,0,0,3.416,77,0,"Acabado","Auxiliar","C",0.328,"Preventivo",90
"M041",9,240,270,30,0,0,3.499,17,1,"Acabado","Auxiliar","C",0.328,"Preventivo",90
"M041",10,270,300,30,0,0,3.581,47,0,"Acabado","Auxiliar","C",0.328,"Preventivo",90
"M041",11,300,330,30,0,0,3.663,77,0,"Acabado","Auxiliar","C",0.328,"Preventivo",90
"M041",12,330,360,30,0,0,3.745,17,1,"Acabado","Auxiliar","C",0.328,"Preventivo",90
"M041",13,360,390,30,0,0,3.827,47,0,"Acabado","Auxiliar","C",0.328,"Preventivo",90
"M041",14,390,420,30,0,0,3.91,77,0,"Acabado","Auxiliar","C",0.328,"Preventivo",90
"M041",15,420,450,30,0,0,3.992,17,1,"Acabado","Auxiliar","C",0.328,"Preventivo",90
"M041",16,450,480,30,0,0,4.074,47,0,"Acabado","Auxiliar","C",0.328,"Preventivo",90
"M041",17,480,510,30,0,0,4.156,77,0,"Acabado","Auxiliar","C",0.328,"Preventivo",90
"M041",18,510,540,30,0,0,4.238,17,1,"Acabado","Auxiliar","C",0.328,"Preventivo",90
"M041",19,540,570,30,0,0,4.321,47,0,"Acabado","Auxiliar","C",0.328,"Preventivo",90
"M041",20,570,600,30,0,0,4.403,77,0,"Acabado","Auxiliar","C",0.328,"Preventivo",90
"M041",21,600,630,30,1,1,4.485,17,1,"Acabado","Auxiliar","C",0.328,"Preventivo",90
"M041",22,630,660,30,0,0,4.567,47,0,"Acabado","Auxiliar","C",0.328,"Preventivo",90
"M041",23,660,690,30,0,0,4.649,77,0,"Acabado","Auxiliar","C",0.328,"Preventivo",90
"M041",24,690,720,30,0,0,4.732,17,1,"Acabado","Auxiliar","C",0.328,"Preventivo",90
"M041",25,720,750,30,0,0,4.814,47,0,"Acabado","Auxiliar","C",0.328,"Preventivo",90
"M041",26,750,780,30,0,0,4.896,77,0,"Acabado","Auxiliar","C",0.328,"Preventivo",90
"M041",27,780,810,30,0,0,4.978,17,1,"Acabado","Auxiliar","C",0.328,"Preventivo",90
"M041",28,810,840,30,0,0,5.06,47,0,"Acabado","Auxiliar","C",0.328,"Preventivo",90
"M041",29,840,870,30,0,0,5.142,77,0,"Acabado","Auxiliar","C",0.328,"Preventivo",90
"M041",30,870,900,30,0,0,5.225,17,1,"Acabado","Auxiliar","C",0.328,"Preventivo",90
"M041",31,900,930,30,0,0,5.307,47,0,"Acabado","Auxiliar","C",0.328,"Preventivo",90
"M041",32,930,960,30,0,0,5.389,77,0,"Acabado","Auxiliar","C",0.328,"Preventivo",90
"M041",33,960,990,30,0,0,5.471,17,1,"Acabado","Auxiliar","C",0.328,"Preventivo",90
"M041",34,990,1020,30,0,0,5.553,47,0,"Acabado","Auxiliar","C",0.328,"Preventivo",90
"M041",35,1020,1050,30,0,0,5.636,77,0,"Acabado","Auxiliar","C",0.328,"Preventivo",90
"M041",36,1050,1080,30,0,0,5.718,17,1,"Acabado","Auxiliar","C",0.328,"Preventivo",90
"M041",37,1080,1110,30,0,0,5.8,47,0,"Acabado","Auxiliar","C",0.328,"Preventivo",90
"M041",38,1110,1140,30,0,0,5.882,77,0,"Acabado","Auxiliar","C",0.328,"Preventivo",90
"M041",39,1140,1170,30,0,0,5.964,17,1,"Acabado","Auxiliar","C",0.328,"Preventivo",90
"M041",40,1170,1200,30,0,0,6.047,47,0,"Acabado","Auxiliar","C",0.328,"Preventivo",90
"M041",41,1200,1230,30,0,0,6.129,77,0,"Acabado","Auxiliar","C",0.328,"Preventivo",90
"M041",42,1230,1260,30,0,0,6.211,17,1,"Acabado","Auxiliar","C",0.328,"Preventivo",90
"M041",43,1260,1290,30,0,0,6.293,47,0,"Acabado","Auxiliar","C",0.328,"Preventivo",90
"M041",44,1290,1320,30,0,0,6.375,77,0,"Acabado","Auxiliar","C",0.328,"Preventivo",90
"M041",45,1320,1350,30,0,0,6.458,17,1,"Acabado","Auxiliar","C",0.328,"Preventivo",90
"M041",46,1350,1380,30,0,0,6.54,47,0,"Acabado","Auxiliar","C",0.328,"Preventivo",90
"M041",47,1380,1410,30,0,0,6.622,77,0,"Acabado","Auxiliar","C",0.328,"Preventivo",90
"M041",48,1410,1440,30,0,0,6.704,17,1,"Acabado","Auxiliar","C",0.328,"Preventivo",90
"M041",49,1440,1460,20,0,0,6.773,42,1,"Acabado","Auxiliar","C",0.328,"Preventivo",90
"M042",1,0,30,30,0,0,3.888,NA,0,"Ensamblaje","Auxiliar","B",0.889,"Correctivo",NA
"M042",2,30,60,30,0,0,3.97,NA,0,"Ensamblaje","Auxiliar","B",0.889,"Correctivo",NA
"M042",3,60,90,30,0,0,4.052,NA,0,"Ensamblaje","Auxiliar","B",0.889,"Correctivo",NA
"M042",4,90,120,30,1,1,4.134,NA,0,"Ensamblaje","Auxiliar","B",0.889,"Correctivo",NA
"M042",5,120,150,30,1,1,4.216,NA,0,"Ensamblaje","Auxiliar","B",0.889,"Correctivo",NA
"M042",6,150,180,30,0,0,4.299,NA,0,"Ensamblaje","Auxiliar","B",0.889,"Correctivo",NA
"M042",7,180,210,30,0,0,4.381,NA,0,"Ensamblaje","Auxiliar","B",0.889,"Correctivo",NA
"M042",8,210,240,30,0,0,4.463,NA,0,"Ensamblaje","Auxiliar","B",0.889,"Correctivo",NA
"M042",9,240,270,30,0,0,4.545,NA,0,"Ensamblaje","Auxiliar","B",0.889,"Correctivo",NA
"M042",10,270,300,30,0,0,4.627,NA,0,"Ensamblaje","Auxiliar","B",0.889,"Correctivo",NA
"M042",11,300,330,30,0,0,4.71,NA,0,"Ensamblaje","Auxiliar","B",0.889,"Correctivo",NA
"M042",12,330,360,30,1,1,4.792,NA,0,"Ensamblaje","Auxiliar","B",0.889,"Correctivo",NA
"M042",13,360,390,30,0,0,4.874,NA,0,"Ensamblaje","Auxiliar","B",0.889,"Correctivo",NA
"M042",14,390,420,30,0,0,4.956,NA,0,"Ensamblaje","Auxiliar","B",0.889,"Correctivo",NA
"M042",15,420,450,30,0,0,5.038,NA,0,"Ensamblaje","Auxiliar","B",0.889,"Correctivo",NA
"M042",16,450,480,30,0,0,5.121,NA,0,"Ensamblaje","Auxiliar","B",0.889,"Correctivo",NA
"M042",17,480,510,30,0,0,5.203,NA,0,"Ensamblaje","Auxiliar","B",0.889,"Correctivo",NA
"M042",18,510,540,30,0,0,5.285,NA,0,"Ensamblaje","Auxiliar","B",0.889,"Correctivo",NA
"M042",19,540,570,30,0,0,5.367,NA,0,"Ensamblaje","Auxiliar","B",0.889,"Correctivo",NA
"M042",20,570,600,30,0,0,5.449,NA,0,"Ensamblaje","Auxiliar","B",0.889,"Correctivo",NA
"M042",21,600,630,30,0,0,5.532,NA,0,"Ensamblaje","Auxiliar","B",0.889,"Correctivo",NA
"M042",22,630,660,30,0,0,5.614,NA,0,"Ensamblaje","Auxiliar","B",0.889,"Correctivo",NA
"M042",23,660,690,30,1,1,5.696,NA,0,"Ensamblaje","Auxiliar","B",0.889,"Correctivo",NA
"M042",24,690,720,30,0,0,5.778,NA,0,"Ensamblaje","Auxiliar","B",0.889,"Correctivo",NA
"M042",25,720,750,30,0,0,5.86,NA,0,"Ensamblaje","Auxiliar","B",0.889,"Correctivo",NA
"M042",26,750,780,30,0,0,5.942,NA,0,"Ensamblaje","Auxiliar","B",0.889,"Correctivo",NA
"M042",27,780,810,30,0,0,6.025,NA,0,"Ensamblaje","Auxiliar","B",0.889,"Correctivo",NA
"M042",28,810,840,30,0,0,6.107,NA,0,"Ensamblaje","Auxiliar","B",0.889,"Correctivo",NA
"M042",29,840,870,30,0,0,6.189,NA,0,"Ensamblaje","Auxiliar","B",0.889,"Correctivo",NA
"M042",30,870,900,30,0,0,6.271,NA,0,"Ensamblaje","Auxiliar","B",0.889,"Correctivo",NA
"M042",31,900,930,30,0,0,6.353,NA,0,"Ensamblaje","Auxiliar","B",0.889,"Correctivo",NA
"M042",32,930,960,30,0,0,6.436,NA,0,"Ensamblaje","Auxiliar","B",0.889,"Correctivo",NA
"M042",33,960,990,30,0,0,6.518,NA,0,"Ensamblaje","Auxiliar","B",0.889,"Correctivo",NA
"M042",34,990,1020,30,0,0,6.6,NA,0,"Ensamblaje","Auxiliar","B",0.889,"Correctivo",NA
"M042",35,1020,1050,30,1,1,6.682,NA,0,"Ensamblaje","Auxiliar","B",0.889,"Correctivo",NA
"M042",36,1050,1080,30,0,0,6.764,NA,0,"Ensamblaje","Auxiliar","B",0.889,"Correctivo",NA
"M042",37,1080,1110,30,0,0,6.847,NA,0,"Ensamblaje","Auxiliar","B",0.889,"Correctivo",NA
"M042",38,1110,1140,30,0,0,6.929,NA,0,"Ensamblaje","Auxiliar","B",0.889,"Correctivo",NA
"M042",39,1140,1170,30,1,1,7.011,NA,0,"Ensamblaje","Auxiliar","B",0.889,"Correctivo",NA
"M042",40,1170,1200,30,2,1,7.093,NA,0,"Ensamblaje","Auxiliar","B",0.889,"Correctivo",NA
"M042",41,1200,1230,30,0,0,7.175,NA,0,"Ensamblaje","Auxiliar","B",0.889,"Correctivo",NA
"M042",42,1230,1260,30,0,0,7.258,NA,0,"Ensamblaje","Auxiliar","B",0.889,"Correctivo",NA
"M042",43,1260,1290,30,0,0,7.34,NA,0,"Ensamblaje","Auxiliar","B",0.889,"Correctivo",NA
"M042",44,1290,1320,30,0,0,7.422,NA,0,"Ensamblaje","Auxiliar","B",0.889,"Correctivo",NA
"M042",45,1320,1350,30,0,0,7.504,NA,0,"Ensamblaje","Auxiliar","B",0.889,"Correctivo",NA
"M042",46,1350,1380,30,0,0,7.586,NA,0,"Ensamblaje","Auxiliar","B",0.889,"Correctivo",NA
"M042",47,1380,1410,30,0,0,7.668,NA,0,"Ensamblaje","Auxiliar","B",0.889,"Correctivo",NA
"M042",48,1410,1440,30,0,0,7.751,NA,0,"Ensamblaje","Auxiliar","B",0.889,"Correctivo",NA
"M042",49,1440,1460,20,0,0,7.819,NA,0,"Ensamblaje","Auxiliar","B",0.889,"Correctivo",NA
"M043",1,762,792,30,1,1,0.041,15,1,"Lijado","Auxiliar","B",0.87,"Preventivo",90
"M043",2,792,822,30,0,0,0.123,45,1,"Lijado","Auxiliar","B",0.87,"Preventivo",90
"M043",3,822,852,30,0,0,0.205,75,0,"Lijado","Auxiliar","B",0.87,"Preventivo",90
"M043",4,852,882,30,0,0,0.288,15,1,"Lijado","Auxiliar","B",0.87,"Preventivo",90
"M043",5,882,912,30,0,0,0.37,45,1,"Lijado","Auxiliar","B",0.87,"Preventivo",90
"M043",6,912,942,30,0,0,0.452,75,0,"Lijado","Auxiliar","B",0.87,"Preventivo",90
"M043",7,942,972,30,0,0,0.534,15,1,"Lijado","Auxiliar","B",0.87,"Preventivo",90
"M043",8,972,1002,30,0,0,0.616,45,1,"Lijado","Auxiliar","B",0.87,"Preventivo",90
"M043",9,1002,1032,30,0,0,0.699,75,0,"Lijado","Auxiliar","B",0.87,"Preventivo",90
"M043",10,1032,1062,30,0,0,0.781,15,1,"Lijado","Auxiliar","B",0.87,"Preventivo",90
"M043",11,1062,1092,30,0,0,0.863,45,1,"Lijado","Auxiliar","B",0.87,"Preventivo",90
"M043",12,1092,1122,30,0,0,0.945,75,0,"Lijado","Auxiliar","B",0.87,"Preventivo",90
"M043",13,1122,1152,30,0,0,1.027,15,1,"Lijado","Auxiliar","B",0.87,"Preventivo",90
"M043",14,1152,1182,30,0,0,1.11,45,1,"Lijado","Auxiliar","B",0.87,"Preventivo",90
"M043",15,1182,1212,30,1,1,1.192,75,0,"Lijado","Auxiliar","B",0.87,"Preventivo",90
"M043",16,1212,1242,30,0,0,1.274,15,1,"Lijado","Auxiliar","B",0.87,"Preventivo",90
"M043",17,1242,1272,30,0,0,1.356,45,1,"Lijado","Auxiliar","B",0.87,"Preventivo",90
"M043",18,1272,1302,30,0,0,1.438,75,0,"Lijado","Auxiliar","B",0.87,"Preventivo",90
"M043",19,1302,1332,30,0,0,1.521,15,1,"Lijado","Auxiliar","B",0.87,"Preventivo",90
"M043",20,1332,1362,30,0,0,1.603,45,1,"Lijado","Auxiliar","B",0.87,"Preventivo",90
"M043",21,1362,1392,30,0,0,1.685,75,0,"Lijado","Auxiliar","B",0.87,"Preventivo",90
"M043",22,1392,1422,30,0,0,1.767,15,1,"Lijado","Auxiliar","B",0.87,"Preventivo",90
"M043",23,1422,1452,30,0,0,1.849,45,1,"Lijado","Auxiliar","B",0.87,"Preventivo",90
"M043",24,1452,1460,8,0,0,1.901,64,0,"Lijado","Auxiliar","B",0.87,"Preventivo",90
"M044",1,0,30,30,0,0,2.37,NA,0,"Mecanizado","Critica","A",0.873,"Correctivo",NA
"M044",2,30,60,30,0,0,2.452,NA,0,"Mecanizado","Critica","A",0.873,"Correctivo",NA
"M044",3,60,90,30,0,0,2.534,NA,0,"Mecanizado","Critica","A",0.873,"Correctivo",NA
"M044",4,90,120,30,0,0,2.616,NA,0,"Mecanizado","Critica","A",0.873,"Correctivo",NA
"M044",5,120,150,30,0,0,2.699,NA,0,"Mecanizado","Critica","A",0.873,"Correctivo",NA
"M044",6,150,180,30,0,0,2.781,NA,0,"Mecanizado","Critica","A",0.873,"Correctivo",NA
"M044",7,180,210,30,0,0,2.863,NA,0,"Mecanizado","Critica","A",0.873,"Correctivo",NA
"M044",8,210,240,30,0,0,2.945,NA,0,"Mecanizado","Critica","A",0.873,"Correctivo",NA
"M044",9,240,270,30,0,0,3.027,NA,0,"Mecanizado","Critica","A",0.873,"Correctivo",NA
"M044",10,270,300,30,0,0,3.11,NA,0,"Mecanizado","Critica","A",0.873,"Correctivo",NA
"M044",11,300,330,30,0,0,3.192,NA,0,"Mecanizado","Critica","A",0.873,"Correctivo",NA
"M044",12,330,360,30,1,1,3.274,NA,0,"Mecanizado","Critica","A",0.873,"Correctivo",NA
"M044",13,360,390,30,0,0,3.356,NA,0,"Mecanizado","Critica","A",0.873,"Correctivo",NA
"M044",14,390,420,30,0,0,3.438,NA,0,"Mecanizado","Critica","A",0.873,"Correctivo",NA
"M044",15,420,450,30,0,0,3.521,NA,0,"Mecanizado","Critica","A",0.873,"Correctivo",NA
"M044",16,450,480,30,1,1,3.603,NA,0,"Mecanizado","Critica","A",0.873,"Correctivo",NA
"M044",17,480,510,30,0,0,3.685,NA,0,"Mecanizado","Critica","A",0.873,"Correctivo",NA
"M044",18,510,540,30,0,0,3.767,NA,0,"Mecanizado","Critica","A",0.873,"Correctivo",NA
"M044",19,540,570,30,1,1,3.849,NA,0,"Mecanizado","Critica","A",0.873,"Correctivo",NA
"M044",20,570,600,30,0,0,3.932,NA,0,"Mecanizado","Critica","A",0.873,"Correctivo",NA
"M044",21,600,630,30,0,0,4.014,NA,0,"Mecanizado","Critica","A",0.873,"Correctivo",NA
"M044",22,630,660,30,0,0,4.096,NA,0,"Mecanizado","Critica","A",0.873,"Correctivo",NA
"M044",23,660,690,30,0,0,4.178,NA,0,"Mecanizado","Critica","A",0.873,"Correctivo",NA
"M044",24,690,720,30,0,0,4.26,NA,0,"Mecanizado","Critica","A",0.873,"Correctivo",NA
"M044",25,720,750,30,0,0,4.342,NA,0,"Mecanizado","Critica","A",0.873,"Correctivo",NA
"M044",26,750,780,30,0,0,4.425,NA,0,"Mecanizado","Critica","A",0.873,"Correctivo",NA
"M044",27,780,810,30,0,0,4.507,NA,0,"Mecanizado","Critica","A",0.873,"Correctivo",NA
"M044",28,810,840,30,0,0,4.589,NA,0,"Mecanizado","Critica","A",0.873,"Correctivo",NA
"M044",29,840,870,30,0,0,4.671,NA,0,"Mecanizado","Critica","A",0.873,"Correctivo",NA
"M044",30,870,900,30,0,0,4.753,NA,0,"Mecanizado","Critica","A",0.873,"Correctivo",NA
"M044",31,900,930,30,1,1,4.836,NA,0,"Mecanizado","Critica","A",0.873,"Correctivo",NA
"M044",32,930,960,30,0,0,4.918,NA,0,"Mecanizado","Critica","A",0.873,"Correctivo",NA
"M044",33,960,990,30,0,0,5,NA,0,"Mecanizado","Critica","A",0.873,"Correctivo",NA
"M044",34,990,1020,30,0,0,5.082,NA,0,"Mecanizado","Critica","A",0.873,"Correctivo",NA
"M044",35,1020,1050,30,0,0,5.164,NA,0,"Mecanizado","Critica","A",0.873,"Correctivo",NA
"M044",36,1050,1080,30,0,0,5.247,NA,0,"Mecanizado","Critica","A",0.873,"Correctivo",NA
"M044",37,1080,1110,30,0,0,5.329,NA,0,"Mecanizado","Critica","A",0.873,"Correctivo",NA
"M044",38,1110,1140,30,0,0,5.411,NA,0,"Mecanizado","Critica","A",0.873,"Correctivo",NA
"M044",39,1140,1170,30,0,0,5.493,NA,0,"Mecanizado","Critica","A",0.873,"Correctivo",NA
"M044",40,1170,1200,30,0,0,5.575,NA,0,"Mecanizado","Critica","A",0.873,"Correctivo",NA
"M044",41,1200,1230,30,0,0,5.658,NA,0,"Mecanizado","Critica","A",0.873,"Correctivo",NA
"M044",42,1230,1260,30,0,0,5.74,NA,0,"Mecanizado","Critica","A",0.873,"Correctivo",NA
"M044",43,1260,1290,30,0,0,5.822,NA,0,"Mecanizado","Critica","A",0.873,"Correctivo",NA
"M044",44,1290,1320,30,0,0,5.904,NA,0,"Mecanizado","Critica","A",0.873,"Correctivo",NA
"M044",45,1320,1350,30,0,0,5.986,NA,0,"Mecanizado","Critica","A",0.873,"Correctivo",NA
"M044",46,1350,1380,30,0,0,6.068,NA,0,"Mecanizado","Critica","A",0.873,"Correctivo",NA
"M044",47,1380,1410,30,0,0,6.151,NA,0,"Mecanizado","Critica","A",0.873,"Correctivo",NA
"M044",48,1410,1440,30,1,1,6.233,NA,0,"Mecanizado","Critica","A",0.873,"Correctivo",NA
"M044",49,1440,1460,20,0,0,6.301,NA,0,"Mecanizado","Critica","A",0.873,"Correctivo",NA
"M045",1,0,30,30,0,0,6.729,NA,0,"Ensamblaje","Auxiliar","A",0.734,"Correctivo",NA
"M045",2,30,60,30,0,0,6.811,NA,0,"Ensamblaje","Auxiliar","A",0.734,"Correctivo",NA
"M045",3,60,90,30,0,0,6.893,NA,0,"Ensamblaje","Auxiliar","A",0.734,"Correctivo",NA
"M045",4,90,120,30,0,0,6.975,NA,0,"Ensamblaje","Auxiliar","A",0.734,"Correctivo",NA
"M045",5,120,150,30,0,0,7.058,NA,0,"Ensamblaje","Auxiliar","A",0.734,"Correctivo",NA
"M045",6,150,180,30,0,0,7.14,NA,0,"Ensamblaje","Auxiliar","A",0.734,"Correctivo",NA
"M045",7,180,210,30,0,0,7.222,NA,0,"Ensamblaje","Auxiliar","A",0.734,"Correctivo",NA
"M045",8,210,240,30,0,0,7.304,NA,0,"Ensamblaje","Auxiliar","A",0.734,"Correctivo",NA
"M045",9,240,270,30,0,0,7.386,NA,0,"Ensamblaje","Auxiliar","A",0.734,"Correctivo",NA
"M045",10,270,300,30,0,0,7.468,NA,0,"Ensamblaje","Auxiliar","A",0.734,"Correctivo",NA
"M045",11,300,330,30,0,0,7.551,NA,0,"Ensamblaje","Auxiliar","A",0.734,"Correctivo",NA
"M045",12,330,360,30,0,0,7.633,NA,0,"Ensamblaje","Auxiliar","A",0.734,"Correctivo",NA
"M045",13,360,390,30,0,0,7.715,NA,0,"Ensamblaje","Auxiliar","A",0.734,"Correctivo",NA
"M045",14,390,420,30,1,1,7.797,NA,0,"Ensamblaje","Auxiliar","A",0.734,"Correctivo",NA
"M045",15,420,450,30,0,0,7.879,NA,0,"Ensamblaje","Auxiliar","A",0.734,"Correctivo",NA
"M045",16,450,480,30,0,0,7.962,NA,0,"Ensamblaje","Auxiliar","A",0.734,"Correctivo",NA
"M045",17,480,510,30,0,0,8.044,NA,0,"Ensamblaje","Auxiliar","A",0.734,"Correctivo",NA
"M045",18,510,540,30,0,0,8.126,NA,0,"Ensamblaje","Auxiliar","A",0.734,"Correctivo",NA
"M045",19,540,570,30,0,0,8.208,NA,0,"Ensamblaje","Auxiliar","A",0.734,"Correctivo",NA
"M045",20,570,600,30,0,0,8.29,NA,0,"Ensamblaje","Auxiliar","A",0.734,"Correctivo",NA
"M045",21,600,630,30,0,0,8.373,NA,0,"Ensamblaje","Auxiliar","A",0.734,"Correctivo",NA
"M045",22,630,660,30,1,1,8.455,NA,0,"Ensamblaje","Auxiliar","A",0.734,"Correctivo",NA
"M045",23,660,690,30,0,0,8.537,NA,0,"Ensamblaje","Auxiliar","A",0.734,"Correctivo",NA
"M045",24,690,720,30,0,0,8.619,NA,0,"Ensamblaje","Auxiliar","A",0.734,"Correctivo",NA
"M045",25,720,750,30,0,0,8.701,NA,0,"Ensamblaje","Auxiliar","A",0.734,"Correctivo",NA
"M045",26,750,780,30,0,0,8.784,NA,0,"Ensamblaje","Auxiliar","A",0.734,"Correctivo",NA
"M045",27,780,810,30,0,0,8.866,NA,0,"Ensamblaje","Auxiliar","A",0.734,"Correctivo",NA
"M045",28,810,840,30,0,0,8.948,NA,0,"Ensamblaje","Auxiliar","A",0.734,"Correctivo",NA
"M045",29,840,870,30,2,1,9.03,NA,0,"Ensamblaje","Auxiliar","A",0.734,"Correctivo",NA
"M045",30,870,900,30,1,1,9.112,NA,0,"Ensamblaje","Auxiliar","A",0.734,"Correctivo",NA
"M045",31,900,930,30,0,0,9.195,NA,0,"Ensamblaje","Auxiliar","A",0.734,"Correctivo",NA
"M045",32,930,960,30,0,0,9.277,NA,0,"Ensamblaje","Auxiliar","A",0.734,"Correctivo",NA
"M045",33,960,990,30,0,0,9.359,NA,0,"Ensamblaje","Auxiliar","A",0.734,"Correctivo",NA
"M045",34,990,1020,30,0,0,9.441,NA,0,"Ensamblaje","Auxiliar","A",0.734,"Correctivo",NA
"M045",35,1020,1050,30,0,0,9.523,NA,0,"Ensamblaje","Auxiliar","A",0.734,"Correctivo",NA
"M045",36,1050,1080,30,1,1,9.605,NA,0,"Ensamblaje","Auxiliar","A",0.734,"Correctivo",NA
"M045",37,1080,1110,30,1,1,9.688,NA,0,"Ensamblaje","Auxiliar","A",0.734,"Correctivo",NA
"M045",38,1110,1140,30,0,0,9.77,NA,0,"Ensamblaje","Auxiliar","A",0.734,"Correctivo",NA
"M045",39,1140,1170,30,0,0,9.852,NA,0,"Ensamblaje","Auxiliar","A",0.734,"Correctivo",NA
"M045",40,1170,1200,30,0,0,9.934,NA,0,"Ensamblaje","Auxiliar","A",0.734,"Correctivo",NA
"M045",41,1200,1230,30,0,0,10.016,NA,0,"Ensamblaje","Auxiliar","A",0.734,"Correctivo",NA
"M045",42,1230,1260,30,0,0,10.099,NA,0,"Ensamblaje","Auxiliar","A",0.734,"Correctivo",NA
"M045",43,1260,1290,30,1,1,10.181,NA,0,"Ensamblaje","Auxiliar","A",0.734,"Correctivo",NA
"M045",44,1290,1320,30,1,1,10.263,NA,0,"Ensamblaje","Auxiliar","A",0.734,"Correctivo",NA
"M045",45,1320,1350,30,0,0,10.345,NA,0,"Ensamblaje","Auxiliar","A",0.734,"Correctivo",NA
"M045",46,1350,1380,30,0,0,10.427,NA,0,"Ensamblaje","Auxiliar","A",0.734,"Correctivo",NA
"M045",47,1380,1410,30,1,1,10.51,NA,0,"Ensamblaje","Auxiliar","A",0.734,"Correctivo",NA
"M045",48,1410,1440,30,0,0,10.592,NA,0,"Ensamblaje","Auxiliar","A",0.734,"Correctivo",NA
"M045",49,1440,1460,20,0,0,10.66,NA,0,"Ensamblaje","Auxiliar","A",0.734,"Correctivo",NA
"M046",1,0,30,30,0,0,3.384,35,1,"Mecanizado","Critica","A",0.656,"Preventivo",60
"M046",2,30,60,30,0,0,3.466,5,1,"Mecanizado","Critica","A",0.656,"Preventivo",60
"M046",3,60,90,30,0,0,3.548,35,1,"Mecanizado","Critica","A",0.656,"Preventivo",60
"M046",4,90,120,30,0,0,3.63,5,1,"Mecanizado","Critica","A",0.656,"Preventivo",60
"M046",5,120,150,30,0,0,3.712,35,1,"Mecanizado","Critica","A",0.656,"Preventivo",60
"M046",6,150,180,30,0,0,3.795,5,1,"Mecanizado","Critica","A",0.656,"Preventivo",60
"M046",7,180,210,30,0,0,3.877,35,1,"Mecanizado","Critica","A",0.656,"Preventivo",60
"M046",8,210,240,30,0,0,3.959,5,1,"Mecanizado","Critica","A",0.656,"Preventivo",60
"M046",9,240,270,30,0,0,4.041,35,1,"Mecanizado","Critica","A",0.656,"Preventivo",60
"M046",10,270,300,30,0,0,4.123,5,1,"Mecanizado","Critica","A",0.656,"Preventivo",60
"M046",11,300,330,30,0,0,4.205,35,1,"Mecanizado","Critica","A",0.656,"Preventivo",60
"M046",12,330,360,30,0,0,4.288,5,1,"Mecanizado","Critica","A",0.656,"Preventivo",60
"M046",13,360,390,30,0,0,4.37,35,1,"Mecanizado","Critica","A",0.656,"Preventivo",60
