"id_maquina","anio","coste_total","n_averias","exposicion","proceso","criticidad","fabricante","carga","plan_mantenimiento","intervalo_mant"
"M091",1,0,0,1,"Mecanizado","Auxiliar","A",0.435,"Preventivo",120
"M091",2,938.8,1,1,"Mecanizado","Auxiliar","A",0.435,"Preventivo",120
"M091",3,889.74,1,1,"Mecanizado","Auxiliar","A",0.435,"Preventivo",120
"M091",4,0,0,1,"Mecanizado","Auxiliar","A",0.435,"Preventivo",120
"M092",1,0,0,1,"Acabado","Importante","B",0.838,"Preventivo",90
"M092",2,0,0,1,"Acabado","Importante","B",0.838,"Preventivo",90
"M092",3,0,0,1,"Acabado","Importante","B",0.838,"Preventivo",90
"M092",4,0,0,1,"Acabado","Importante","B",0.838,"Preventivo",90
"M093",1,169.3,1,1,"Mecanizado","Auxiliar","C",0.893,"Preventivo",90
"M093",2,160.18,1,1,"Mecanizado","Auxiliar","C",0.893,"Preventivo",90
"M093",3,0,0,1,"Mecanizado","Auxiliar","C",0.893,"Preventivo",90
"M093",4,308.36,1,1,"Mecanizado","Auxiliar","C",0.893,"Preventivo",90
"M094",1,548.69,1,1,"Acabado","Auxiliar","B",0.73,"Preventivo",120
"M094",2,0,0,1,"Acabado","Auxiliar","B",0.73,"Preventivo",120
"M094",3,593.65,1,1,"Acabado","Auxiliar","B",0.73,"Preventivo",120
"M094",4,0,0,1,"Acabado","Auxiliar","B",0.73,"Preventivo",120
"M095",1,1354.69,1,1,"Lijado","Critica","C",0.774,"Correctivo",NA
"M095",2,0,0,1,"Lijado","Critica","C",0.774,"Correctivo",NA
"M095",3,0,0,1,"Lijado","Critica","C",0.774,"Correctivo",NA
"M095",4,4096.88,2,1,"Lijado","Critica","C",0.774,"Correctivo",NA
"M096",1,1140.99,1,1,"Mecanizado","Auxiliar","B",0.667,"Preventivo",120
"M096",2,1544.33,1,1,"Mecanizado","Auxiliar","B",0.667,"Preventivo",120
"M096",3,5928.51,3,1,"Mecanizado","Auxiliar","B",0.667,"Preventivo",120
"M096",4,523.41,1,1,"Mecanizado","Auxiliar","B",0.667,"Preventivo",120
"M097",1,0,0,0.422,"Lijado","Auxiliar","C",0.565,"Correctivo",NA
"M097",2,357.88,1,1,"Lijado","Auxiliar","C",0.565,"Correctivo",NA
"M097",3,0,0,1,"Lijado","Auxiliar","C",0.565,"Correctivo",NA
"M097",4,0,0,1,"Lijado","Auxiliar","C",0.565,"Correctivo",NA
"M098",1,0,0,0.195,"Lijado","Auxiliar","B",0.835,"Correctivo",NA
"M098",2,1390.67,1,1,"Lijado","Auxiliar","B",0.835,"Correctivo",NA
"M098",3,0,0,1,"Lijado","Auxiliar","B",0.835,"Correctivo",NA
"M098",4,3000.38,2,1,"Lijado","Auxiliar","B",0.835,"Correctivo",NA
"M099",1,0,0,1,"Corte","Auxiliar","B",0.975,"Preventivo",120
"M099",2,816.46,1,1,"Corte","Auxiliar","B",0.975,"Preventivo",120
"M099",3,0,0,1,"Corte","Auxiliar","B",0.975,"Preventivo",120
"M099",4,0,0,1,"Corte","Auxiliar","B",0.975,"Preventivo",120
"M100",1,725.17,1,1,"Lijado","Critica","C",0.871,"Correctivo",NA
"M100",2,0,0,1,"Lijado","Critica","C",0.871,"Correctivo",NA
"M100",3,0,0,1,"Lijado","Critica","C",0.871,"Correctivo",NA
"M100",4,0,0,1,"Lijado","Critica","C",0.871,"Correctivo",NA
"M101",1,190.12,1,1,"Lijado","Auxiliar","B",0.747,"Correctivo",NA
"M101",2,256.61,1,1,"Lijado","Auxiliar","B",0.747,"Correctivo",NA
"M101",3,319.64,1,1,"Lijado","Auxiliar","B",0.747,"Correctivo",NA
"M101",4,0,0,1,"Lijado","Auxiliar","B",0.747,"Correctivo",NA
"M102",1,0,0,1,"Corte","Auxiliar","A",0.798,"Correctivo",NA
"M102",2,5194.88,4,1,"Corte","Auxiliar","A",0.798,"Correctivo",NA
"M102",3,2259.06,2,1,"Corte","Auxiliar","A",0.798,"Correctivo",NA
"M102",4,2569.26,2,1,"Corte","Auxiliar","A",0.798,"Correctivo",NA
"M103",1,6222.8,5,1,"Acabado","Auxiliar","A",0.866,"Correctivo",NA
"M103",2,4386.41,4,1,"Acabado","Auxiliar","A",0.866,"Correctivo",NA
"M103",3,2987.91,2,1,"Acabado","Auxiliar","A",0.866,"Correctivo",NA
"M103",4,3984.87,5,1,"Acabado","Auxiliar","A",0.866,"Correctivo",NA
"M104",2,0,0,0.279,"Ensamblaje","Auxiliar","C",0.702,"Correctivo",NA
"M104",3,742.25,1,1,"Ensamblaje","Auxiliar","C",0.702,"Correctivo",NA
"M104",4,349.66,1,1,"Ensamblaje","Auxiliar","C",0.702,"Correctivo",NA
"M105",2,0,0,0.151,"Acabado","Importante","B",0.858,"Preventivo",120
"M105",3,0,0,1,"Acabado","Importante","B",0.858,"Preventivo",120
"M105",4,0,0,1,"Acabado","Importante","B",0.858,"Preventivo",120
"M106",1,832.62,1,0.545,"Mecanizado","Auxiliar","A",0.771,"Correctivo",NA
"M106",2,0,0,1,"Mecanizado","Auxiliar","A",0.771,"Correctivo",NA
"M106",3,0,0,1,"Mecanizado","Auxiliar","A",0.771,"Correctivo",NA
"M106",4,1021.86,1,1,"Mecanizado","Auxiliar","A",0.771,"Correctivo",NA
"M107",3,0,0,0.984,"Acabado","Importante","A",0.852,"Correctivo",NA
"M107",4,0,0,1,"Acabado","Importante","A",0.852,"Correctivo",NA
"M108",1,0,0,1,"Lijado","Auxiliar","A",0.808,"Correctivo",NA
"M108",2,633.84,1,1,"Lijado","Auxiliar","A",0.808,"Correctivo",NA
"M108",3,0,0,1,"Lijado","Auxiliar","A",0.808,"Correctivo",NA
"M108",4,846.55,2,1,"Lijado","Auxiliar","A",0.808,"Correctivo",NA
"M109",1,0,0,1,"Corte","Auxiliar","C",0.414,"Correctivo",NA
"M109",2,506.1,1,1,"Corte","Auxiliar","C",0.414,"Correctivo",NA
"M109",3,0,0,1,"Corte","Auxiliar","C",0.414,"Correctivo",NA
"M109",4,0,0,1,"Corte","Auxiliar","C",0.414,"Correctivo",NA
"M110",1,0,0,1,"Mecanizado","Importante","C",0.884,"Preventivo",120
"M110",2,778.87,1,1,"Mecanizado","Importante","C",0.884,"Preventivo",120
"M110",3,1503.53,1,1,"Mecanizado","Importante","C",0.884,"Preventivo",120
"M110",4,0,0,1,"Mecanizado","Importante","C",0.884,"Preventivo",120
"M111",1,0,0,1,"Lijado","Importante","A",0.846,"Correctivo",NA
"M111",2,435.61,1,1,"Lijado","Importante","A",0.846,"Correctivo",NA
"M111",3,157.43,1,1,"Lijado","Importante","A",0.846,"Correctivo",NA
"M111",4,0,0,1,"Lijado","Importante","A",0.846,"Correctivo",NA
"M112",1,0,0,1,"Corte","Critica","C",0.564,"Preventivo",120
"M112",2,0,0,1,"Corte","Critica","C",0.564,"Preventivo",120
"M112",3,4486.16,3,1,"Corte","Critica","C",0.564,"Preventivo",120
"M112",4,0,0,1,"Corte","Critica","C",0.564,"Preventivo",120
"M113",1,0,0,1,"Lijado","Auxiliar","A",0.937,"Correctivo",NA
"M113",2,0,0,1,"Lijado","Auxiliar","A",0.937,"Correctivo",NA
"M113",3,990.61,2,1,"Lijado","Auxiliar","A",0.937,"Correctivo",NA
"M113",4,0,0,1,"Lijado","Auxiliar","A",0.937,"Correctivo",NA
"M114",1,0,0,1,"Mecanizado","Auxiliar","C",0.88,"Correctivo",NA
"M114",2,425.02,1,1,"Mecanizado","Auxiliar","C",0.88,"Correctivo",NA
"M114",3,584.59,2,1,"Mecanizado","Auxiliar","C",0.88,"Correctivo",NA
"M114",4,0,0,1,"Mecanizado","Auxiliar","C",0.88,"Correctivo",NA
"M115",1,1204.9,1,1,"Corte","Critica","B",0.657,"Preventivo",90
"M115",2,0,0,1,"Corte","Critica","B",0.657,"Preventivo",90
"M115",3,0,0,1,"Corte","Critica","B",0.657,"Preventivo",90
"M115",4,901.78,1,1,"Corte","Critica","B",0.657,"Preventivo",90
"M116",1,581.49,1,1,"Lijado","Auxiliar","A",0.442,"Correctivo",NA
"M116",2,0,0,1,"Lijado","Auxiliar","A",0.442,"Correctivo",NA
"M116",3,817.28,1,1,"Lijado","Auxiliar","A",0.442,"Correctivo",NA
"M116",4,0,0,1,"Lijado","Auxiliar","A",0.442,"Correctivo",NA
"M117",1,0,0,1,"Acabado","Importante","C",0.65,"Correctivo",NA
"M117",2,7102.08,4,1,"Acabado","Importante","C",0.65,"Correctivo",NA
"M117",3,1113.46,1,1,"Acabado","Importante","C",0.65,"Correctivo",NA
"M117",4,0,0,1,"Acabado","Importante","C",0.65,"Correctivo",NA
"M118",1,0,0,1,"Mecanizado","Critica","C",0.659,"Preventivo",60
"M118",2,0,0,1,"Mecanizado","Critica","C",0.659,"Preventivo",60
"M118",3,542.94,1,1,"Mecanizado","Critica","C",0.659,"Preventivo",60
"M118",4,0,0,1,"Mecanizado","Critica","C",0.659,"Preventivo",60
"M119",1,9499.9,3,1,"Ensamblaje","Importante","C",0.685,"Preventivo",120
"M119",2,4593.65,1,1,"Ensamblaje","Importante","C",0.685,"Preventivo",120
"M119",3,4550.72,2,1,"Ensamblaje","Importante","C",0.685,"Preventivo",120
"M119",4,3105.37,1,1,"Ensamblaje","Importante","C",0.685,"Preventivo",120
"M120",1,0,0,1,"Mecanizado","Critica","A",0.549,"Preventivo",60
"M120",2,0,0,1,"Mecanizado","Critica","A",0.549,"Preventivo",60
"M120",3,0,0,1,"Mecanizado","Critica","A",0.549,"Preventivo",60
"M120",4,1271.5,1,1,"Mecanizado","Critica","A",0.549,"Preventivo",60
"M121",1,0,0,1,"Mecanizado","Auxiliar","B",0.743,"Correctivo",NA
"M121",2,2276.55,1,1,"Mecanizado","Auxiliar","B",0.743,"Correctivo",NA
"M121",3,2989.32,2,1,"Mecanizado","Auxiliar","B",0.743,"Correctivo",NA
"M121",4,5668.81,3,1,"Mecanizado","Auxiliar","B",0.743,"Correctivo",NA
"M122",1,0,0,1,"Corte","Critica","B",0.656,"Correctivo",NA
"M122",2,0,0,1,"Corte","Critica","B",0.656,"Correctivo",NA
"M122",3,580.18,1,1,"Corte","Critica","B",0.656,"Correctivo",NA
"M122",4,528.98,1,1,"Corte","Critica","B",0.656,"Correctivo",NA
"M123",1,647.9,1,1,"Lijado","Auxiliar","C",0.866,"Correctivo",NA
"M123",2,628.45,1,1,"Lijado","Auxiliar","C",0.866,"Correctivo",NA
"M123",3,756.03,1,1,"Lijado","Auxiliar","C",0.866,"Correctivo",NA
"M123",4,0,0,1,"Lijado","Auxiliar","C",0.866,"Correctivo",NA
"M124",1,0,0,1,"Mecanizado","Importante","C",0.54,"Correctivo",NA
"M124",2,918.13,1,1,"Mecanizado","Importante","C",0.54,"Correctivo",NA
"M124",3,2221.57,2,1,"Mecanizado","Importante","C",0.54,"Correctivo",NA
"M124",4,0,0,1,"Mecanizado","Importante","C",0.54,"Correctivo",NA
"M125",1,0,0,1,"Ensamblaje","Critica","A",0.562,"Preventivo",120
"M125",2,0,0,1,"Ensamblaje","Critica","A",0.562,"Preventivo",120
"M125",3,0,0,1,"Ensamblaje","Critica","A",0.562,"Preventivo",120
"M125",4,1408.6,1,1,"Ensamblaje","Critica","A",0.562,"Preventivo",120
"M126",1,6229.64,3,1,"Ensamblaje","Importante","A",0.707,"Correctivo",NA
"M126",2,0,0,1,"Ensamblaje","Importante","A",0.707,"Correctivo",NA
"M126",3,5520.49,3,1,"Ensamblaje","Importante","A",0.707,"Correctivo",NA
"M126",4,2327.49,2,1,"Ensamblaje","Importante","A",0.707,"Correctivo",NA
"M127",1,763.58,1,1,"Ensamblaje","Auxiliar","B",0.879,"Preventivo",120
"M127",2,1262.25,1,1,"Ensamblaje","Auxiliar","B",0.879,"Preventivo",120
"M127",3,1687.7,1,1,"Ensamblaje","Auxiliar","B",0.879,"Preventivo",120
"M127",4,0,0,1,"Ensamblaje","Auxiliar","B",0.879,"Preventivo",120
"M128",1,0,0,0.186,"Ensamblaje","Critica","B",0.689,"Correctivo",NA
"M128",2,1344.79,1,1,"Ensamblaje","Critica","B",0.689,"Correctivo",NA
"M128",3,0,0,1,"Ensamblaje","Critica","B",0.689,"Correctivo",NA
"M128",4,0,0,1,"Ensamblaje","Critica","B",0.689,"Correctivo",NA
"M129",1,668.68,1,1,"Acabado","Critica","B",0.731,"Correctivo",NA
"M129",2,2306.03,2,1,"Acabado","Critica","B",0.731,"Correctivo",NA
"M129",3,0,0,1,"Acabado","Critica","B",0.731,"Correctivo",NA
"M129",4,0,0,1,"Acabado","Critica","B",0.731,"Correctivo",NA
"M130",1,0,0,1,"Mecanizado","Critica","B",0.556,"Preventivo",90
"M130",2,5877.91,2,1,"Mecanizado","Critica","B",0.556,"Preventivo",90
"M130",3,1892.42,1,1,"Mecanizado","Critica","B",0.556,"Preventivo",90
"M130",4,0,0,1,"Mecanizado","Critica","B",0.556,"Preventivo",90
"M131",1,0,0,1,"Ensamblaje","Importante","C",0.65,"Correctivo",NA
"M131",2,0,0,1,"Ensamblaje","Importante","C",0.65,"Correctivo",NA
"M131",3,3213.76,2,1,"Ensamblaje","Importante","C",0.65,"Correctivo",NA
"M131",4,0,0,1,"Ensamblaje","Importante","C",0.65,"Correctivo",NA
"M132",1,0,0,0.436,"Corte","Auxiliar","A",0.485,"Correctivo",NA
"M132",2,662.78,1,1,"Corte","Auxiliar","A",0.485,"Correctivo",NA
"M132",3,1167.89,2,1,"Corte","Auxiliar","A",0.485,"Correctivo",NA
"M132",4,0,0,1,"Corte","Auxiliar","A",0.485,"Correctivo",NA
"M133",1,795.27,1,1,"Lijado","Importante","B",0.677,"Preventivo",120
"M133",2,0,0,1,"Lijado","Importante","B",0.677,"Preventivo",120
"M133",3,0,0,1,"Lijado","Importante","B",0.677,"Preventivo",120
"M133",4,1060.24,2,1,"Lijado","Importante","B",0.677,"Preventivo",120
"M134",1,894.19,1,1,"Mecanizado","Importante","B",0.753,"Correctivo",NA
"M134",2,781.06,1,1,"Mecanizado","Importante","B",0.753,"Correctivo",NA
"M134",3,696.76,1,1,"Mecanizado","Importante","B",0.753,"Correctivo",NA
"M134",4,1074.92,1,1,"Mecanizado","Importante","B",0.753,"Correctivo",NA
"M135",1,0,0,1,"Ensamblaje","Auxiliar","A",0.889,"Correctivo",NA
"M135",2,0,0,1,"Ensamblaje","Auxiliar","A",0.889,"Correctivo",NA
"M135",3,1143.34,1,1,"Ensamblaje","Auxiliar","A",0.889,"Correctivo",NA
"M135",4,2369.87,1,1,"Ensamblaje","Auxiliar","A",0.889,"Correctivo",NA
"M136",1,0,0,1,"Corte","Critica","A",0.847,"Correctivo",NA
"M136",2,0,0,1,"Corte","Critica","A",0.847,"Correctivo",NA
"M136",3,2489.13,2,1,"Corte","Critica","A",0.847,"Correctivo",NA
"M136",4,4266.04,2,1,"Corte","Critica","A",0.847,"Correctivo",NA
"M137",1,0,0,0.882,"Corte","Importante","C",0.751,"Correctivo",NA
"M137",2,971.16,1,1,"Corte","Importante","C",0.751,"Correctivo",NA
"M137",3,1744.44,1,1,"Corte","Importante","C",0.751,"Correctivo",NA
"M137",4,1203.25,1,1,"Corte","Importante","C",0.751,"Correctivo",NA
"M138",2,3146.9,2,0.397,"Mecanizado","Auxiliar","A",0.781,"Correctivo",NA
"M138",3,0,0,1,"Mecanizado","Auxiliar","A",0.781,"Correctivo",NA
"M138",4,0,0,1,"Mecanizado","Auxiliar","A",0.781,"Correctivo",NA
"M139",1,0,0,1,"Ensamblaje","Critica","A",0.539,"Preventivo",60
"M139",2,0,0,1,"Ensamblaje","Critica","A",0.539,"Preventivo",60
"M139",3,3489.05,1,1,"Ensamblaje","Critica","A",0.539,"Preventivo",60
"M139",4,0,0,1,"Ensamblaje","Critica","A",0.539,"Preventivo",60
"M140",1,0,0,0.041,"Lijado","Importante","C",0.887,"Correctivo",NA
"M140",2,0,0,1,"Lijado","Importante","C",0.887,"Correctivo",NA
"M140",3,0,0,1,"Lijado","Importante","C",0.887,"Correctivo",NA
"M140",4,542.63,1,1,"Lijado","Importante","C",0.887,"Correctivo",NA
"M141",1,0,0,1,"Ensamblaje","Importante","A",0.702,"Preventivo",60
"M141",2,0,0,1,"Ensamblaje","Importante","A",0.702,"Preventivo",60
"M141",3,202.81,1,1,"Ensamblaje","Importante","A",0.702,"Preventivo",60
"M141",4,662.98,1,1,"Ensamblaje","Importante","A",0.702,"Preventivo",60
"M142",2,0,0,0.658,"Corte","Importante","A",0.772,"Preventivo",90
"M142",3,627.03,1,1,"Corte","Importante","A",0.772,"Preventivo",90
"M142",4,0,0,1,"Corte","Importante","A",0.772,"Preventivo",90
"M143",1,0,0,1,"Corte","Auxiliar","A",0.262,"Correctivo",NA
"M143",2,0,0,1,"Corte","Auxiliar","A",0.262,"Correctivo",NA
"M143",3,0,0,1,"Corte","Auxiliar","A",0.262,"Correctivo",NA
"M143",4,0,0,1,"Corte","Auxiliar","A",0.262,"Correctivo",NA
"M144",2,0,0,0.252,"Acabado","Importante","B",0.571,"Correctivo",NA
"M144",3,0,0,1,"Acabado","Importante","B",0.571,"Correctivo",NA
"M144",4,2902.1,2,1,"Acabado","Importante","B",0.571,"Correctivo",NA
"M145",1,3624.65,2,1,"Ensamblaje","Importante","B",0.676,"Correctivo",NA
"M145",2,8964.34,4,1,"Ensamblaje","Importante","B",0.676,"Correctivo",NA
"M145",3,0,0,1,"Ensamblaje","Importante","B",0.676,"Correctivo",NA
"M145",4,3603.76,2,1,"Ensamblaje","Importante","B",0.676,"Correctivo",NA
"M146",2,0,0,0.337,"Lijado","Critica","A",0.667,"Correctivo",NA
"M146",3,0,0,1,"Lijado","Critica","A",0.667,"Correctivo",NA
"M146",4,1180.74,1,1,"Lijado","Critica","A",0.667,"Correctivo",NA
"M147",1,0,0,1,"Ensamblaje","Importante","B",0.516,"Correctivo",NA
"M147",2,1095.56,1,1,"Ensamblaje","Importante","B",0.516,"Correctivo",NA
"M147",3,2178.34,2,1,"Ensamblaje","Importante","B",0.516,"Correctivo",NA
"M147",4,0,0,1,"Ensamblaje","Importante","B",0.516,"Correctivo",NA
"M148",1,3142.4,2,1,"Corte","Critica","C",0.817,"Preventivo",90
"M148",2,2133.88,1,1,"Corte","Critica","C",0.817,"Preventivo",90
"M148",3,0,0,1,"Corte","Critica","C",0.817,"Preventivo",90
"M148",4,0,0,1,"Corte","Critica","C",0.817,"Preventivo",90
"M149",1,0,0,1,"Lijado","Auxiliar","A",0.854,"Correctivo",NA
"M149",2,1290.9,2,1,"Lijado","Auxiliar","A",0.854,"Correctivo",NA
"M149",3,0,0,1,"Lijado","Auxiliar","A",0.854,"Correctivo",NA
"M149",4,0,0,1,"Lijado","Auxiliar","A",0.854,"Correctivo",NA
"M150",1,0,0,1,"Ensamblaje","Importante","C",0.462,"Correctivo",NA
"M150",2,2746.98,2,1,"Ensamblaje","Importante","C",0.462,"Correctivo",NA
"M150",3,0,0,1,"Ensamblaje","Importante","C",0.462,"Correctivo",NA
"M150",4,1781.55,2,1,"Ensamblaje","Importante","C",0.462,"Correctivo",NA
"M151",1,1238.56,1,1,"Corte","Auxiliar","B",0.656,"Correctivo",NA
"M151",2,2988.55,3,1,"Corte","Auxiliar","B",0.656,"Correctivo",NA
"M151",3,1131.47,1,1,"Corte","Auxiliar","B",0.656,"Correctivo",NA
"M151",4,1408.13,2,1,"Corte","Auxiliar","B",0.656,"Correctivo",NA
"M152",3,0,0,0.874,"Ensamblaje","Critica","A",0.733,"Preventivo",60
"M152",4,0,0,1,"Ensamblaje","Critica","A",0.733,"Preventivo",60
"M153",1,380.47,1,1,"Corte","Critica","C",0.724,"Preventivo",90
"M153",2,393.88,1,1,"Corte","Critica","C",0.724,"Preventivo",90
"M153",3,0,0,1,"Corte","Critica","C",0.724,"Preventivo",90
"M153",4,259.67,1,1,"Corte","Critica","C",0.724,"Preventivo",90
"M154",1,0,0,1,"Acabado","Importante","B",0.611,"Preventivo",120
"M154",2,0,0,1,"Acabado","Importante","B",0.611,"Preventivo",120
"M154",3,1045.06,1,1,"Acabado","Importante","B",0.611,"Preventivo",120
"M154",4,0,0,1,"Acabado","Importante","B",0.611,"Preventivo",120
"M155",1,0,0,1,"Lijado","Auxiliar","A",0.855,"Preventivo",90
"M155",2,502.33,1,1,"Lijado","Auxiliar","A",0.855,"Preventivo",90
"M155",3,0,0,1,"Lijado","Auxiliar","A",0.855,"Preventivo",90
"M155",4,0,0,1,"Lijado","Auxiliar","A",0.855,"Preventivo",90
"M156",1,0,0,0.811,"Acabado","Auxiliar","B",0.833,"Preventivo",60
"M156",2,0,0,1,"Acabado","Auxiliar","B",0.833,"Preventivo",60
"M156",3,0,0,1,"Acabado","Auxiliar","B",0.833,"Preventivo",60
"M156",4,0,0,1,"Acabado","Auxiliar","B",0.833,"Preventivo",60
"M157",1,0,0,1,"Mecanizado","Auxiliar","B",0.574,"Preventivo",90
"M157",2,1546.9,2,1,"Mecanizado","Auxiliar","B",0.574,"Preventivo",90
"M157",3,1982.68,2,1,"Mecanizado","Auxiliar","B",0.574,"Preventivo",90
"M157",4,602.59,1,1,"Mecanizado","Auxiliar","B",0.574,"Preventivo",90
"M158",1,0,0,1,"Mecanizado","Auxiliar","B",0.838,"Preventivo",90
"M158",2,0,0,1,"Mecanizado","Auxiliar","B",0.838,"Preventivo",90
"M158",3,0,0,1,"Mecanizado","Auxiliar","B",0.838,"Preventivo",90
"M158",4,0,0,1,"Mecanizado","Auxiliar","B",0.838,"Preventivo",90
"M159",1,452.33,1,1,"Ensamblaje","Auxiliar","C",0.408,"Preventivo",60
"M159",2,0,0,1,"Ensamblaje","Auxiliar","C",0.408,"Preventivo",60
"M159",3,0,0,1,"Ensamblaje","Auxiliar","C",0.408,"Preventivo",60
"M159",4,0,0,1,"Ensamblaje","Auxiliar","C",0.408,"Preventivo",60
"M160",1,0,0,1,"Corte","Auxiliar","C",0.839,"Correctivo",NA
"M160",2,372.92,1,1,"Corte","Auxiliar","C",0.839,"Correctivo",NA
"M160",3,511.06,1,1,"Corte","Auxiliar","C",0.839,"Correctivo",NA
"M160",4,456.7,1,1,"Corte","Auxiliar","C",0.839,"Correctivo",NA
"M161",2,0,0,0.03,"Corte","Critica","A",0.816,"Preventivo",90
"M161",3,0,0,1,"Corte","Critica","A",0.816,"Preventivo",90
"M161",4,600.35,1,1,"Corte","Critica","A",0.816,"Preventivo",90
"M162",1,0,0,0.186,"Acabado","Auxiliar","C",0.892,"Preventivo",60
"M162",2,0,0,1,"Acabado","Auxiliar","C",0.892,"Preventivo",60
"M162",3,1096.19,1,1,"Acabado","Auxiliar","C",0.892,"Preventivo",60
"M162",4,0,0,1,"Acabado","Auxiliar","C",0.892,"Preventivo",60
"M163",1,1387.55,1,1,"Ensamblaje","Critica","B",0.561,"Preventivo",120
"M163",2,0,0,1,"Ensamblaje","Critica","B",0.561,"Preventivo",120
"M163",3,4205.54,1,1,"Ensamblaje","Critica","B",0.561,"Preventivo",120
"M163",4,0,0,1,"Ensamblaje","Critica","B",0.561,"Preventivo",120
"M164",1,0,0,1,"Corte","Importante","A",0.711,"Correctivo",NA
"M164",2,3508.51,2,1,"Corte","Importante","A",0.711,"Correctivo",NA
"M164",3,4998.73,3,1,"Corte","Importante","A",0.711,"Correctivo",NA
"M164",4,6875.42,4,1,"Corte","Importante","A",0.711,"Correctivo",NA
"M165",1,4887.39,1,1,"Ensamblaje","Critica","A",0.767,"Correctivo",NA
"M165",2,0,0,1,"Ensamblaje","Critica","A",0.767,"Correctivo",NA
"M165",3,8524.32,3,1,"Ensamblaje","Critica","A",0.767,"Correctivo",NA
"M165",4,4809.98,2,1,"Ensamblaje","Critica","A",0.767,"Correctivo",NA
"M166",1,0,0,1,"Mecanizado","Critica","A",0.652,"Preventivo",120
"M166",2,919.83,1,1,"Mecanizado","Critica","A",0.652,"Preventivo",120
"M166",3,4823.82,2,1,"Mecanizado","Critica","A",0.652,"Preventivo",120
"M166",4,0,0,1,"Mecanizado","Critica","A",0.652,"Preventivo",120
"M167",1,0,0,1,"Ensamblaje","Importante","A",0.894,"Correctivo",NA
"M167",2,4706.43,2,1,"Ensamblaje","Importante","A",0.894,"Correctivo",NA
"M167",3,8781.87,5,1,"Ensamblaje","Importante","A",0.894,"Correctivo",NA
"M167",4,7402.29,3,1,"Ensamblaje","Importante","A",0.894,"Correctivo",NA
"M168",1,0,0,1,"Corte","Critica","B",0.315,"Preventivo",60
"M168",2,0,0,1,"Corte","Critica","B",0.315,"Preventivo",60
"M168",3,0,0,1,"Corte","Critica","B",0.315,"Preventivo",60
"M168",4,0,0,1,"Corte","Critica","B",0.315,"Preventivo",60
"M169",2,0,0,0.112,"Corte","Auxiliar","A",0.546,"Correctivo",NA
"M169",3,0,0,1,"Corte","Auxiliar","A",0.546,"Correctivo",NA
"M169",4,292.67,1,1,"Corte","Auxiliar","A",0.546,"Correctivo",NA
"M170",1,1874.13,1,1,"Lijado","Importante","A",0.531,"Correctivo",NA
"M170",2,3062.35,2,1,"Lijado","Importante","A",0.531,"Correctivo",NA
"M170",3,508.42,1,1,"Lijado","Importante","A",0.531,"Correctivo",NA
"M170",4,0,0,1,"Lijado","Importante","A",0.531,"Correctivo",NA
"M171",1,539.48,1,1,"Acabado","Importante","A",0.663,"Correctivo",NA
"M171",2,0,0,1,"Acabado","Importante","A",0.663,"Correctivo",NA
"M171",3,514.65,1,1,"Acabado","Importante","A",0.663,"Correctivo",NA
"M171",4,469.68,1,1,"Acabado","Importante","A",0.663,"Correctivo",NA
"M172",1,0,0,1,"Acabado","Critica","A",0.527,"Correctivo",NA
"M172",2,1482.12,1,1,"Acabado","Critica","A",0.527,"Correctivo",NA
"M172",3,0,0,1,"Acabado","Critica","A",0.527,"Correctivo",NA
"M172",4,0,0,1,"Acabado","Critica","A",0.527,"Correctivo",NA
"M173",1,911.44,2,1,"Ensamblaje","Auxiliar","A",0.919,"Correctivo",NA
"M173",2,1000.94,2,1,"Ensamblaje","Auxiliar","A",0.919,"Correctivo",NA
"M173",3,1235.98,3,1,"Ensamblaje","Auxiliar","A",0.919,"Correctivo",NA
"M173",4,1365.81,3,1,"Ensamblaje","Auxiliar","A",0.919,"Correctivo",NA
"M174",1,0,0,1,"Corte","Auxiliar","C",0.633,"Preventivo",90
"M174",2,3157.51,2,1,"Corte","Auxiliar","C",0.633,"Preventivo",90
"M174",3,0,0,1,"Corte","Auxiliar","C",0.633,"Preventivo",90
"M174",4,2111.2,1,1,"Corte","Auxiliar","C",0.633,"Preventivo",90
"M175",2,0,0,0.901,"Acabado","Auxiliar","B",0.485,"Correctivo",NA
"M175",3,0,0,1,"Acabado","Auxiliar","B",0.485,"Correctivo",NA
"M175",4,693.98,1,1,"Acabado","Auxiliar","B",0.485,"Correctivo",NA
"M176",1,5259.69,4,1,"Mecanizado","Auxiliar","B",0.531,"Correctivo",NA
"M176",2,3530.94,3,1,"Mecanizado","Auxiliar","B",0.531,"Correctivo",NA
"M176",3,5199.44,4,1,"Mecanizado","Auxiliar","B",0.531,"Correctivo",NA
"M176",4,1165.54,1,1,"Mecanizado","Auxiliar","B",0.531,"Correctivo",NA
"M177",2,0,0,0.225,"Acabado","Auxiliar","C",0.359,"Correctivo",NA
"M177",3,0,0,1,"Acabado","Auxiliar","C",0.359,"Correctivo",NA
"M177",4,0,0,1,"Acabado","Auxiliar","C",0.359,"Correctivo",NA
"M178",1,0,0,1,"Corte","Critica","C",0.71,"Correctivo",NA
"M178",2,909.75,1,1,"Corte","Critica","C",0.71,"Correctivo",NA
"M178",3,1361.58,2,1,"Corte","Critica","C",0.71,"Correctivo",NA
"M178",4,792.58,1,1,"Corte","Critica","C",0.71,"Correctivo",NA
