"id_maquina","dia","fecha","n_orden","antiguedad_anios","tiempo_desde_anterior","tipo_averia","dias_desde_mant","turno","tiempo_parada","coste_euros","id_averia","proceso","criticidad","fabricante","carga","plan_mantenimiento","intervalo_mant"
"M054",1262.94176437636,2024-06-16,2,11.159,170.7,"Electrica",112,"Mañana",3.03,1048.98,"A00164","Lijado","Importante","B",0.637,"Preventivo",120
"M054",1331.96160966228,2024-08-24,3,11.348,69.02,"Electronica",61,"Mañana",1.39,502.34,"A00165","Lijado","Importante","B",0.637,"Preventivo",120
"M055",590.505131646525,2022-08-14,1,8.347,590.51,"Electronica",46,"Noche",4.64,967.04,"A00166","Mecanizado","Importante","C",0.59,"Preventivo",120
"M055",1430.7879357338,2024-12-01,2,10.649,840.28,"Hidraulica",46,"Mañana",9.56,759.03,"A00167","Mecanizado","Importante","C",0.59,"Preventivo",120
"M056",535.001240384765,2022-06-20,1,8.693,535,"Electronica",23,"Tarde",3.46,1188.38,"A00168","Mecanizado","Importante","A",0.337,"Preventivo",90
"M056",985.713130317396,2023-09-13,2,9.928,450.71,"Electrica",23,"Mañana",3.54,505.59,"A00169","Mecanizado","Importante","A",0.337,"Preventivo",90
"M056",1414.48224738031,2024-11-15,3,11.103,428.77,"Mecanica",2,"Tarde",0.77,740.61,"A00170","Mecanizado","Importante","A",0.337,"Preventivo",90
"M057",125.382653216366,2021-05-06,1,4.108,125.38,"Electronica",NA,"Tarde",2.53,1737.44,"A00171","Lijado","Importante","B",0.84,"Correctivo",NA
"M057",935.212402469944,2023-07-25,2,6.327,809.83,"Electronica",NA,"Mañana",2.16,848.17,"A00172","Lijado","Importante","B",0.84,"Correctivo",NA
"M058",614.32818010496,2022-09-07,1,0.878,320.33,"Mecanica",NA,"Noche",0.06,203.02,"A00173","Corte","Auxiliar","A",0.724,"Correctivo",NA
"M058",828.00427849777,2023-04-09,2,1.463,213.68,"Mecanica",NA,"Mañana",0.51,199.59,"A00174","Corte","Auxiliar","A",0.724,"Correctivo",NA
"M059",280.393354922067,2021-10-08,1,3.708,280.39,"Mecanica",33,"Mañana",2.07,1667.62,"A00175","Mecanizado","Importante","B",0.893,"Preventivo",120
"M059",1279.83270241949,2024-07-03,2,6.446,999.44,"Mecanica",72,"Tarde",6.99,2158.69,"A00176","Mecanizado","Importante","B",0.893,"Preventivo",120
"M059",1420.98671181616,2024-11-21,3,6.833,141.15,"Electronica",93,"Mañana",1.88,5079.54,"A00177","Mecanizado","Importante","B",0.893,"Preventivo",120
"M059",1434.80591406557,2024-12-05,4,6.871,13.82,"Electronica",107,"Mañana",1.22,3372.21,"A00178","Mecanizado","Importante","B",0.893,"Preventivo",120
"M060",884.015869078459,2023-06-04,1,0.093,34.02,"Mecanica",NA,"Tarde",0.47,361,"A00179","Corte","Importante","A",0.603,"Correctivo",NA
"M061",254.218660843791,2021-09-12,1,7.444,254.22,"Electrica",NA,"Mañana",0.13,434.28,"A00180","Mecanizado","Auxiliar","B",0.687,"Correctivo",NA
"M061",348.80971353245,2021-12-15,2,7.704,94.59,"Mecanica",NA,"Mañana",0.56,1007.13,"A00181","Mecanizado","Auxiliar","B",0.687,"Correctivo",NA
"M061",722.305536696687,2022-12-24,3,8.727,373.5,"Hidraulica",NA,"Mañana",0.59,980.41,"A00182","Mecanizado","Auxiliar","B",0.687,"Correctivo",NA
"M061",802.466466919053,2023-03-14,4,8.946,80.16,"Hidraulica",NA,"Mañana",0.74,431.19,"A00183","Mecanizado","Auxiliar","B",0.687,"Correctivo",NA
"M061",897.151876877062,2023-06-17,5,9.206,94.69,"Electronica",NA,"Tarde",0.25,1821.34,"A00184","Mecanizado","Auxiliar","B",0.687,"Correctivo",NA
"M061",963.770390160615,2023-08-22,6,9.388,66.62,"Mecanica",NA,"Noche",0.53,881.31,"A00185","Mecanizado","Auxiliar","B",0.687,"Correctivo",NA
"M061",1220.73555846955,2024-05-05,7,10.092,256.97,"Hidraulica",NA,"Noche",0.38,3450.38,"A00186","Mecanizado","Auxiliar","B",0.687,"Correctivo",NA
"M061",1262.5618586021,2024-06-16,8,10.207,41.83,"Hidraulica",NA,"Mañana",0.32,1430.5,"A00187","Mecanizado","Auxiliar","B",0.687,"Correctivo",NA
"M063",387.371503400616,2022-01-23,1,6.609,387.37,"Electrica",12,"Mañana",0.16,173.13,"A00188","Mecanizado","Auxiliar","A",0.735,"Preventivo",120
"M063",403.731197217712,2022-02-08,2,6.654,16.36,"Mecanica",28,"Tarde",1.01,509,"A00189","Mecanizado","Auxiliar","A",0.735,"Preventivo",120
"M063",552.783966109389,2022-07-07,3,7.062,149.05,"Hidraulica",57,"Mañana",0.53,287.02,"A00190","Mecanizado","Auxiliar","A",0.735,"Preventivo",120
"M063",1041.15198239055,2023-11-08,4,8.4,488.37,"Mecanica",66,"Mañana",0.26,676.91,"A00191","Mecanizado","Auxiliar","A",0.735,"Preventivo",120
"M063",1334.14681284013,2024-08-27,5,9.203,292.99,"Hidraulica",119,"Tarde",0.34,354.53,"A00192","Mecanizado","Auxiliar","A",0.735,"Preventivo",120
"M064",1092.01755481819,2023-12-29,1,4.899,1092.02,"Hidraulica",108,"Mañana",9.6,628.08,"A00193","Lijado","Critica","C",0.729,"Preventivo",120
"M065",3.52656603907235,2021-01-04,1,1.103,3.53,"Mecanica",42,"Tarde",14.78,774.95,"A00194","Mecanizado","Importante","B",0.615,"Preventivo",90
"M065",1339.63045161124,2024-09-01,2,4.763,1336.1,"Hidraulica",28,"Tarde",0.19,286.1,"A00195","Mecanizado","Importante","B",0.615,"Preventivo",90
"M066",39.5378506167326,2021-02-09,1,5.977,39.54,"Electronica",NA,"Tarde",0.44,789.83,"A00196","Mecanizado","Auxiliar","B",0.484,"Correctivo",NA
"M066",1296.64590541343,2024-07-20,2,9.421,1257.11,"Mecanica",NA,"Noche",0.5,161.02,"A00197","Mecanizado","Auxiliar","B",0.484,"Correctivo",NA
"M067",143.897379139205,2021-05-24,1,0.515,143.9,"Hidraulica",NA,"Noche",0.44,716.45,"A00198","Ensamblaje","Auxiliar","A",0.774,"Correctivo",NA
"M067",466.137756847776,2022-04-12,2,1.398,322.24,"Electronica",NA,"Mañana",0.15,804.58,"A00199","Ensamblaje","Auxiliar","A",0.774,"Correctivo",NA
"M067",1313.03204115597,2024-08-06,3,3.718,846.89,"Hidraulica",NA,"Mañana",0.39,396.72,"A00200","Ensamblaje","Auxiliar","A",0.774,"Correctivo",NA
"M068",1427.3480348289,2024-11-28,1,6.404,1427.35,"Mecanica",57,"Noche",3.74,561.5,"A00201","Mecanizado","Importante","A",0.54,"Preventivo",60
"M069",475.239195716567,2022-04-21,1,1.45,475.24,"Mecanica",79,"Mañana",0.35,284.84,"A00202","Acabado","Auxiliar","B",0.811,"Preventivo",90
"M069",511.064832843607,2022-05-27,2,1.548,35.83,"Hidraulica",25,"Tarde",0.39,489.88,"A00203","Acabado","Auxiliar","B",0.811,"Preventivo",90
"M069",773.543482817942,2023-02-13,3,2.267,262.48,"Electrica",17,"Tarde",1.06,534,"A00204","Acabado","Auxiliar","B",0.811,"Preventivo",90
"M069",1006.51092416351,2023-10-04,4,2.906,232.97,"Electrica",70,"Noche",0.27,559.83,"A00205","Acabado","Auxiliar","B",0.811,"Preventivo",90
"M069",1153.60450208047,2024-02-28,5,3.309,147.09,"Hidraulica",37,"Mañana",0.21,446.43,"A00206","Acabado","Auxiliar","B",0.811,"Preventivo",90
"M069",1319.92905909964,2024-08-12,6,3.764,166.32,"Electrica",23,"Noche",0.48,361.11,"A00207","Acabado","Auxiliar","B",0.811,"Preventivo",90
"M070",53.4352039420046,2021-02-23,1,6.519,53.44,"Mecanica",99,"Mañana",0.38,940.23,"A00208","Mecanizado","Auxiliar","A",0.515,"Preventivo",120
"M070",297.500054017641,2021-10-25,2,7.188,244.06,"Electronica",103,"Noche",0.24,2733.11,"A00209","Mecanizado","Auxiliar","A",0.515,"Preventivo",120
"M070",386.829258978833,2022-01-22,3,7.432,89.33,"Electronica",72,"Mañana",0.45,2329.8,"A00210","Mecanizado","Auxiliar","A",0.515,"Preventivo",120
"M070",1001.38346753642,2023-09-29,4,9.116,614.55,"Mecanica",87,"Noche",0.68,2371.64,"A00211","Mecanizado","Auxiliar","A",0.515,"Preventivo",120
"M070",1175.74700830085,2024-03-21,5,9.594,174.36,"Hidraulica",21,"Noche",0.39,2157.13,"A00212","Mecanizado","Auxiliar","A",0.515,"Preventivo",120
"M070",1221.15396909392,2024-05-06,6,9.718,45.41,"Electronica",67,"Tarde",0.37,1175.4,"A00213","Mecanizado","Auxiliar","A",0.515,"Preventivo",120
"M070",1241.28008248424,2024-05-26,7,9.773,20.13,"Hidraulica",87,"Tarde",0.17,1548.5,"A00214","Mecanizado","Auxiliar","A",0.515,"Preventivo",120
"M070",1418.6464834325,2024-11-19,8,10.259,177.37,"Electrica",24,"Mañana",0.4,2337.22,"A00215","Mecanizado","Auxiliar","A",0.515,"Preventivo",120
"M070",1428.28079328919,2024-11-29,9,10.286,9.63,"Electronica",34,"Tarde",1.34,2096.52,"A00216","Mecanizado","Auxiliar","A",0.515,"Preventivo",120
"M071",30.7421281952411,2021-01-31,1,3.534,30.74,"Hidraulica",NA,"Noche",0.68,2048.7,"A00217","Mecanizado","Auxiliar","C",0.882,"Correctivo",NA
"M071",226.961091340752,2021-08-15,2,4.071,196.22,"Electronica",NA,"Noche",0.93,1256.59,"A00218","Mecanizado","Auxiliar","C",0.882,"Correctivo",NA
"M071",231.888144282624,2021-08-20,3,4.085,4.93,"Electrica",NA,"Noche",0.24,352.26,"A00219","Mecanizado","Auxiliar","C",0.882,"Correctivo",NA
"M071",353.630297144875,2021-12-20,4,4.418,121.74,"Mecanica",NA,"Mañana",0.58,1396.92,"A00220","Mecanizado","Auxiliar","C",0.882,"Correctivo",NA
"M071",1013.9215135118,2023-10-11,5,6.227,660.29,"Electronica",NA,"Tarde",0.46,1203.48,"A00221","Mecanizado","Auxiliar","C",0.882,"Correctivo",NA
"M071",1014.73379988596,2023-10-12,6,6.229,0.81,"Electronica",NA,"Noche",0.73,2275.25,"A00222","Mecanizado","Auxiliar","C",0.882,"Correctivo",NA
"M071",1114.59499899065,2024-01-20,7,6.503,99.86,"Electronica",NA,"Mañana",0.66,1158.65,"A00223","Mecanizado","Auxiliar","C",0.882,"Correctivo",NA
"M071",1307.9678561606,2024-07-31,8,7.033,193.37,"Hidraulica",NA,"Tarde",0.8,574.75,"A00224","Mecanizado","Auxiliar","C",0.882,"Correctivo",NA
"M071",1431.93549531768,2024-12-02,9,7.372,123.97,"Hidraulica",NA,"Noche",0.88,1336.1,"A00225","Mecanizado","Auxiliar","C",0.882,"Correctivo",NA
"M071",1458.59470181982,2024-12-29,10,7.445,26.66,"Mecanica",NA,"Noche",0.34,742.05,"A00226","Mecanizado","Auxiliar","C",0.882,"Correctivo",NA
"M072",188.709307935322,2021-07-08,1,5.577,188.71,"Hidraulica",NA,"Mañana",4.75,1760.13,"A00227","Corte","Importante","A",0.344,"Correctivo",NA
"M072",241.524396798806,2021-08-30,2,5.722,52.82,"Electrica",NA,"Tarde",4.34,785.07,"A00228","Corte","Importante","A",0.344,"Correctivo",NA
"M072",365.895318204071,2022-01-01,3,6.063,124.37,"Hidraulica",NA,"Tarde",3.28,902.16,"A00229","Corte","Importante","A",0.344,"Correctivo",NA
"M072",820.895303040743,2023-04-01,4,7.309,455,"Mecanica",NA,"Mañana",4.84,689.2,"A00230","Corte","Importante","A",0.344,"Correctivo",NA
"M072",1111.98651872086,2024-01-17,5,8.107,291.09,"Hidraulica",NA,"Mañana",3.91,1945.43,"A00231","Corte","Importante","A",0.344,"Correctivo",NA
"M072",1279.94140450889,2024-07-03,6,8.567,167.95,"Electrica",NA,"Tarde",2.35,950.72,"A00232","Corte","Importante","A",0.344,"Correctivo",NA
"M073",1401.21814295929,2024-11-02,1,2.705,987.22,"Electronica",87,"Noche",7.5,4442.1,"A00233","Acabado","Critica","C",0.704,"Preventivo",90
"M074",989.651594322175,2023-09-17,1,1.133,413.65,"Electrica",NA,"Noche",0.24,399.76,"A00234","Mecanizado","Auxiliar","B",0.364,"Correctivo",NA
"M075",90.5573017783463,2021-04-01,1,5.029,90.56,"Mecanica",35,"Noche",11.19,1725.45,"A00235","Corte","Critica","B",0.748,"Preventivo",120
"M075",354.051579104271,2021-12-21,2,5.751,263.49,"Electrica",59,"Noche",18.7,2746.26,"A00236","Corte","Critica","B",0.748,"Preventivo",120
"M075",732.336530823959,2023-01-03,3,6.787,378.28,"Mecanica",77,"Noche",12.66,1398.31,"A00237","Corte","Critica","B",0.748,"Preventivo",120
"M075",1251.54072816251,2024-06-05,4,8.21,519.2,"Electrica",116,"Tarde",27.48,1689.16,"A00238","Corte","Critica","B",0.748,"Preventivo",120
"M075",1365.69298279146,2024-09-27,5,8.522,114.15,"Electrica",110,"Noche",16.57,2083.57,"A00239","Corte","Critica","B",0.748,"Preventivo",120
"M076",387.202312404756,2022-01-23,1,5.568,387.2,"Electronica",52,"Tarde",0.32,973.38,"A00240","Acabado","Auxiliar","A",0.771,"Preventivo",60
"M076",796.101806513034,2023-03-08,2,6.688,408.9,"Mecanica",41,"Noche",0.33,254.58,"A00241","Acabado","Auxiliar","A",0.771,"Preventivo",60
"M077",594.80411613686,2022-08-18,1,1.23,448.8,"Mecanica",88,"Mañana",0.37,620.09,"A00242","Acabado","Auxiliar","B",0.608,"Preventivo",90
"M078",1360.77958150744,2024-09-22,1,4.312,1360.78,"Mecanica",NA,"Mañana",0.39,561.56,"A00243","Corte","Auxiliar","B",0.662,"Correctivo",NA
"M080",535.766322562005,2022-06-20,1,8.443,535.77,"Mecanica",21,"Mañana",5.02,1162.81,"A00244","Lijado","Importante","A",0.707,"Preventivo",60
"M081",1172.5733833611,2024-03-18,1,2.862,1044.57,"Hidraulica",NA,"Tarde",0.42,289.65,"A00245","Acabado","Auxiliar","B",0.65,"Correctivo",NA
"M082",306.189931027126,2021-11-03,1,2.085,306.19,"Electronica",NA,"Noche",3.13,734.02,"A00246","Mecanizado","Importante","A",0.732,"Correctivo",NA
"M082",403.848658821313,2022-02-08,2,2.353,97.66,"Electronica",NA,"Noche",2.52,352.79,"A00247","Mecanizado","Importante","A",0.732,"Correctivo",NA
"M082",931.160236760275,2023-07-21,3,3.798,527.31,"Electrica",NA,"Noche",4.3,773.29,"A00248","Mecanizado","Importante","A",0.732,"Correctivo",NA
"M082",1005.89742519823,2023-10-03,4,4.002,74.74,"Electronica",NA,"Mañana",2.67,2534.96,"A00249","Mecanizado","Importante","A",0.732,"Correctivo",NA
"M082",1018.86662665522,2023-10-16,5,4.038,12.97,"Hidraulica",NA,"Noche",2.75,407.55,"A00250","Mecanizado","Importante","A",0.732,"Correctivo",NA
"M083",1059.95730454661,2023-11-26,1,0.86,313.96,"Mecanica",NA,"Noche",0.9,502.53,"A00251","Lijado","Importante","A",0.52,"Correctivo",NA
"M083",1068.98029887723,2023-12-05,2,0.885,9.02,"Mecanica",NA,"Noche",9.12,539.76,"A00252","Lijado","Importante","A",0.52,"Correctivo",NA
"M084",16.8706549589988,2021-01-17,1,6.657,16.87,"Hidraulica",89,"Tarde",4.1,2060.44,"A00253","Acabado","Importante","C",0.811,"Preventivo",90
"M084",450.738933573011,2022-03-27,2,7.846,433.87,"Hidraulica",73,"Mañana",1,2068.39,"A00254","Acabado","Importante","C",0.811,"Preventivo",90
"M084",485.001719158376,2022-05-01,3,7.94,34.26,"Electrica",18,"Mañana",1.1,1919.21,"A00255","Acabado","Importante","C",0.811,"Preventivo",90
"M084",913.458180235,2023-07-03,4,9.114,428.46,"Mecanica",86,"Tarde",3.1,662.21,"A00256","Acabado","Importante","C",0.811,"Preventivo",90
"M084",1002.32220168808,2023-09-30,5,9.357,88.86,"Mecanica",85,"Noche",3.76,1739.45,"A00257","Acabado","Importante","C",0.811,"Preventivo",90
"M084",1181.60603126232,2024-03-27,6,9.848,179.28,"Mecanica",84,"Tarde",4.24,2013.39,"A00258","Acabado","Importante","C",0.811,"Preventivo",90
"M084",1216.1594154269,2024-05-01,7,9.943,34.55,"Electrica",29,"Noche",2.63,1276.38,"A00259","Acabado","Importante","C",0.811,"Preventivo",90
"M084",1231.0932954282,2024-05-16,8,9.984,14.93,"Electronica",44,"Noche",3.4,2086.45,"A00260","Acabado","Importante","C",0.811,"Preventivo",90
"M087",132.766880772077,2021-05-13,1,8.114,132.77,"Electrica",NA,"Noche",0.85,390.89,"A00261","Acabado","Importante","B",0.663,"Correctivo",NA
"M087",1095.88191754255,2024-01-01,2,10.753,963.12,"Mecanica",NA,"Noche",5.39,479.97,"A00262","Acabado","Importante","B",0.663,"Correctivo",NA
"M087",1127.55117630144,2024-02-02,3,10.84,31.67,"Electrica",NA,"Tarde",1.58,458.73,"A00263","Acabado","Importante","B",0.663,"Correctivo",NA
"M088",1423.7512724977,2024-11-24,1,3.424,1249.75,"Mecanica",49,"Tarde",3.66,508.23,"A00264","Lijado","Importante","A",0.385,"Preventivo",60
"M089",467.562467032811,2022-04-13,1,3.506,467.56,"Electronica",NA,"Mañana",1,864.23,"A00265","Mecanizado","Importante","B",0.711,"Correctivo",NA
"M089",1015.08516622754,2023-10-13,2,5.006,547.52,"Hidraulica",NA,"Tarde",4.52,256.6,"A00266","Mecanizado","Importante","B",0.711,"Correctivo",NA
"M089",1047.6249945017,2023-11-14,3,5.095,32.54,"Hidraulica",NA,"Noche",3.81,781.47,"A00267","Mecanizado","Importante","B",0.711,"Correctivo",NA
"M089",1145.42781171133,2024-02-20,4,5.363,97.8,"Electrica",NA,"Noche",1.4,739.75,"A00268","Mecanizado","Importante","B",0.711,"Correctivo",NA
"M090",581.24254991929,2022-08-05,1,1.428,521.24,"Electronica",NA,"Noche",0.97,1454.5,"A00269","Lijado","Auxiliar","A",0.569,"Correctivo",NA
"M090",600.044207176892,2022-08-24,2,1.48,18.8,"Electrica",NA,"Tarde",1.49,316.44,"A00270","Lijado","Auxiliar","A",0.569,"Correctivo",NA
"M090",891.106703930767,2023-06-11,3,2.277,291.06,"Electronica",NA,"Mañana",0.48,574.07,"A00271","Lijado","Auxiliar","A",0.569,"Correctivo",NA
"M090",1290.17070999602,2024-07-14,4,3.37,399.06,"Electronica",NA,"Mañana",0.26,984.51,"A00272","Lijado","Auxiliar","A",0.569,"Correctivo",NA
"M091",476.317057567416,2022-04-22,1,8.691,476.32,"Hidraulica",52,"Mañana",0.81,938.8,"A00273","Mecanizado","Auxiliar","A",0.435,"Preventivo",120
"M091",1076.70196209894,2023-12-13,2,10.336,600.38,"Electrica",52,"Mañana",0.7,889.74,"A00274","Mecanizado","Auxiliar","A",0.435,"Preventivo",120
"M093",158.558278618148,2021-06-08,1,5.889,158.56,"Electrica",79,"Noche",0.47,169.3,"A00275","Mecanizado","Auxiliar","C",0.893,"Preventivo",90
"M093",391.646415951895,2022-01-27,2,6.528,233.09,"Mecanica",42,"Noche",0.52,160.18,"A00276","Mecanizado","Auxiliar","C",0.893,"Preventivo",90
"M093",1366.65500015859,2024-09-28,3,9.199,975.01,"Electrica",27,"Tarde",0.74,308.36,"A00277","Mecanizado","Auxiliar","C",0.893,"Preventivo",90
"M094",343.314378801966,2021-12-10,1,3.48,343.31,"Electrica",70,"Noche",0.13,548.69,"A00278","Acabado","Auxiliar","B",0.73,"Preventivo",120
"M094",989.540168513311,2023-09-17,2,5.251,646.23,"Hidraulica",116,"Noche",0.81,593.65,"A00279","Acabado","Auxiliar","B",0.73,"Preventivo",120
"M095",125.639062287984,2021-05-06,1,6.895,125.64,"Mecanica",NA,"Mañana",26.05,1354.69,"A00280","Lijado","Critica","C",0.774,"Correctivo",NA
"M095",1154.9789773589,2024-02-29,2,9.715,1029.34,"Electrica",NA,"Mañana",7.1,1791.84,"A00281","Lijado","Critica","C",0.774,"Correctivo",NA
"M095",1253.04414354381,2024-06-07,3,9.984,98.07,"Hidraulica",NA,"Mañana",7.33,2305.04,"A00282","Lijado","Critica","C",0.774,"Correctivo",NA
"M096",271.268193758558,2021-09-29,1,7.617,271.27,"Hidraulica",20,"Mañana",0.27,1140.99,"A00283","Mecanizado","Auxiliar","B",0.667,"Preventivo",120
"M096",490.176541148918,2022-05-06,2,8.217,218.91,"Mecanica",119,"Noche",0.55,1544.33,"A00284","Mecanizado","Auxiliar","B",0.667,"Preventivo",120
"M096",759.242461529328,2023-01-30,3,8.954,269.07,"Electronica",28,"Noche",0.3,2004.86,"A00285","Mecanizado","Auxiliar","B",0.667,"Preventivo",120
"M096",925.947552748956,2023-07-15,4,9.411,166.71,"Electronica",74,"Noche",0.53,1939.63,"A00286","Mecanizado","Auxiliar","B",0.667,"Preventivo",120
"M096",953.538919899147,2023-08-12,5,9.486,27.59,"Electrica",102,"Noche",0.1,1984.02,"A00287","Mecanizado","Auxiliar","B",0.667,"Preventivo",120
"M096",1265.37765546818,2024-06-19,6,10.341,311.84,"Mecanica",54,"Tarde",0.48,523.41,"A00288","Mecanizado","Auxiliar","B",0.667,"Preventivo",120
"M097",667.116534739267,2022-10-30,1,1.25,456.12,"Electrica",NA,"Mañana",0.18,357.88,"A00289","Lijado","Auxiliar","C",0.565,"Correctivo",NA
"M098",711.405638794648,2022-12-13,1,1.144,417.41,"Electronica",NA,"Noche",0.37,1390.67,"A00290","Lijado","Auxiliar","B",0.835,"Correctivo",NA
"M098",1442.76443185052,2024-12-13,2,3.147,731.36,"Electrica",NA,"Noche",0.27,1716.46,"A00291","Lijado","Auxiliar","B",0.835,"Correctivo",NA
"M098",1445.69492702745,2024-12-16,3,3.155,2.93,"Electronica",NA,"Tarde",1.11,1283.92,"A00292","Lijado","Auxiliar","B",0.835,"Correctivo",NA
"M099",485.304200859508,2022-05-01,1,3.952,485.3,"Electronica",2,"Noche",0.27,816.46,"A00293","Corte","Auxiliar","B",0.975,"Preventivo",120
"M100",0.458611654350534,2021-01-01,1,2.823,0.46,"Electronica",NA,"Noche",5.94,725.17,"A00294","Lijado","Critica","C",0.871,"Correctivo",NA
"M101",21.2108244837727,2021-01-22,1,7.858,21.21,"Hidraulica",NA,"Tarde",1.77,190.12,"A00295","Lijado","Auxiliar","B",0.747,"Correctivo",NA
"M101",649.010611443548,2022-10-12,2,9.578,627.8,"Hidraulica",NA,"Noche",0.61,256.61,"A00296","Lijado","Auxiliar","B",0.747,"Correctivo",NA
"M101",882.311169239925,2023-06-02,3,10.217,233.3,"Electrica",NA,"Noche",0.36,319.64,"A00297","Lijado","Auxiliar","B",0.747,"Correctivo",NA
"M102",427.074610833311,2022-03-04,1,7.639,427.07,"Electrica",NA,"Tarde",0.49,957.41,"A00298","Corte","Auxiliar","A",0.798,"Correctivo",NA
"M102",490.333564753644,2022-05-06,2,7.812,63.26,"Electronica",NA,"Mañana",0.37,1676.9,"A00299","Corte","Auxiliar","A",0.798,"Correctivo",NA
"M102",699.843594507547,2022-12-01,3,8.386,209.51,"Electrica",NA,"Mañana",0.63,1348.29,"A00300","Corte","Auxiliar","A",0.798,"Correctivo",NA
"M102",728.897214796394,2022-12-30,4,8.465,29.05,"Hidraulica",NA,"Tarde",0.43,1212.28,"A00301","Corte","Auxiliar","A",0.798,"Correctivo",NA
"M102",738.778469179291,2023-01-09,5,8.493,9.88,"Electronica",NA,"Noche",0.23,852.84,"A00302","Corte","Auxiliar","A",0.798,"Correctivo",NA
"M102",1043.97991791554,2023-11-10,6,9.329,305.2,"Hidraulica",NA,"Noche",0.45,1406.22,"A00303","Corte","Auxiliar","A",0.798,"Correctivo",NA
"M102",1185.29611894931,2024-03-31,7,9.716,141.32,"Electronica",NA,"Tarde",0.54,1309.27,"A00304","Corte","Auxiliar","A",0.798,"Correctivo",NA
"M102",1449.41562632006,2024-12-20,8,10.439,264.12,"Hidraulica",NA,"Tarde",0.71,1259.99,"A00305","Corte","Auxiliar","A",0.798,"Correctivo",NA
"M103",55.9730468927883,2021-02-25,1,8.09,55.97,"Mecanica",NA,"Mañana",0.87,496.61,"A00306","Acabado","Auxiliar","A",0.866,"Correctivo",NA
"M103",137.639506059932,2021-05-18,2,8.314,81.67,"Hidraulica",NA,"Noche",0.31,874.47,"A00307","Acabado","Auxiliar","A",0.866,"Correctivo",NA
"M103",146.857657593209,2021-05-27,3,8.339,9.22,"Hidraulica",NA,"Noche",0.11,2630.04,"A00308","Acabado","Auxiliar","A",0.866,"Correctivo",NA
"M103",199.717759059509,2021-07-19,4,8.484,52.86,"Mecanica",NA,"Noche",0.86,922.61,"A00309","Acabado","Auxiliar","A",0.866,"Correctivo",NA
"M103",360.03198173386,2021-12-27,5,8.923,160.31,"Mecanica",NA,"Noche",0.05,1299.07,"A00310","Acabado","Auxiliar","A",0.866,"Correctivo",NA
"M103",431.162352064857,2022-03-08,6,9.118,71.13,"Electrica",NA,"Mañana",0.41,836.25,"A00311","Acabado","Auxiliar","A",0.866,"Correctivo",NA
"M103",489.398739227327,2022-05-05,7,9.278,58.24,"Mecanica",NA,"Tarde",0.53,640.68,"A00312","Acabado","Auxiliar","A",0.866,"Correctivo",NA
"M103",711.34304428054,2022-12-13,8,9.886,221.94,"Mecanica",NA,"Mañana",0.51,1469.88,"A00313","Acabado","Auxiliar","A",0.866,"Correctivo",NA
"M103",717.982380602509,2022-12-19,9,9.904,6.64,"Electrica",NA,"Noche",0.77,1439.6,"A00314","Acabado","Auxiliar","A",0.866,"Correctivo",NA
"M103",797.515605242923,2023-03-09,10,10.122,79.53,"Electronica",NA,"Mañana",0.17,1089.74,"A00315","Acabado","Auxiliar","A",0.866,"Correctivo",NA
"M103",850.885085210903,2023-05-01,11,10.268,53.37,"Hidraulica",NA,"Tarde",1.33,1898.17,"A00316","Acabado","Auxiliar","A",0.866,"Correctivo",NA
"M103",1223.43836269178,2024-05-08,12,11.289,372.55,"Electronica",NA,"Tarde",0.52,500.96,"A00317","Acabado","Auxiliar","A",0.866,"Correctivo",NA
"M103",1235.52545706881,2024-05-20,13,11.322,12.09,"Electronica",NA,"Noche",1.94,1148.28,"A00318","Acabado","Auxiliar","A",0.866,"Correctivo",NA
"M103",1264.0595404359,2024-06-18,14,11.4,28.53,"Mecanica",NA,"Mañana",0.73,375.71,"A00319","Acabado","Auxiliar","A",0.866,"Correctivo",NA
"M103",1348.82094222074,2024-09-10,15,11.632,84.76,"Mecanica",NA,"Tarde",0.31,949.96,"A00320","Acabado","Auxiliar","A",0.866,"Correctivo",NA
"M103",1379.70529746078,2024-10-11,16,11.717,30.88,"Electrica",NA,"Tarde",1.8,1009.96,"A00321","Acabado","Auxiliar","A",0.866,"Correctivo",NA
"M104",1033.50553194014,2023-10-31,1,1.111,405.51,"Hidraulica",NA,"Tarde",0.27,742.25,"A00322","Ensamblaje","Auxiliar","C",0.702,"Correctivo",NA
"M104",1385.28441344923,2024-10-17,2,2.075,351.78,"Mecanica",NA,"Noche",0.15,349.66,"A00323","Ensamblaje","Auxiliar","C",0.702,"Correctivo",NA
"M106",222.358883403242,2021-08-11,1,0.154,56.36,"Mecanica",NA,"Mañana",0.48,832.62,"A00324","Mecanizado","Auxiliar","A",0.771,"Correctivo",NA
"M106",1387.68597041233,2024-10-19,2,3.347,1165.33,"Hidraulica",NA,"Noche",0.07,1021.86,"A00325","Mecanizado","Auxiliar","A",0.771,"Correctivo",NA
"M108",703.482752897311,2022-12-05,1,3.508,703.48,"Hidraulica",NA,"Noche",0.42,633.84,"A00326","Lijado","Auxiliar","A",0.808,"Correctivo",NA
"M108",1150.4742850652,2024-02-25,2,4.733,446.99,"Electrica",NA,"Noche",0.6,504.38,"A00327","Lijado","Auxiliar","A",0.808,"Correctivo",NA
