id_maquina,id_planta,dia,tiempo_anios,tipo,fabricante,plan_mantenimiento,antiguedad_anios,carga,temperatura_observada,vibracion_observada,degradacion,mantenimiento_realizado,dias_desde_mantenimiento,mantenimiento_reciente,tiempo,fallo
M0174,P03,270,0.7397260273972602,Fresadora,B,Correctivo,9.585241283711788,0.665553296844092,34.69829678665862,1.1507874783460854,1.6868329649836387,FALSE,270,0,720,0
M0174,P03,300,0.821917808219178,Fresadora,B,Correctivo,9.585241283711788,0.6299881584300716,34.01223818635893,1.618893158512281,1.176755662921309,FALSE,300,0,720,0
M0174,P03,330,0.9041095890410958,Fresadora,B,Correctivo,9.585241283711788,0.6579584958655804,32.10182810377476,1.5669590678349077,1.0590606474364117,FALSE,330,0,720,0
M0174,P03,360,0.9863013698630136,Fresadora,B,Correctivo,9.585241283711788,0.6177307652093155,38.265641927220166,1.6737048270646213,2.0415376056894265,FALSE,360,0,720,0
M0174,P03,390,1.0684931506849316,Fresadora,B,Correctivo,9.585241283711788,0.7476429677620156,38.00685695060138,2.2331079326441285,2.1442849935053894,FALSE,390,0,720,0
M0174,P03,420,1.1506849315068493,Fresadora,B,Correctivo,9.585241283711788,0.7084700662067871,37.32593187864756,1.7806074271986057,1.6904465845492829,FALSE,420,0,720,0
M0174,P03,450,1.2328767123287672,Fresadora,B,Correctivo,9.585241283711788,0.623286099952709,35.43596466374355,1.2161527730960044,2.202812590389631,FALSE,450,0,720,0
M0174,P03,480,1.3150684931506849,Fresadora,B,Correctivo,9.585241283711788,0.692579868738185,39.46443899693363,1.418182390006203,1.3089664108855907,FALSE,480,0,720,0
M0174,P03,510,1.3972602739726028,Fresadora,B,Correctivo,9.585241283711788,0.6547535749574527,38.68914455175999,1.5653751837337209,1.309207247397139,FALSE,510,0,720,0
M0174,P03,540,1.4794520547945205,Fresadora,B,Correctivo,9.585241283711788,0.5408820380518158,35.93838339245312,1.170699086712706,1.9353516547252354,FALSE,540,0,720,0
M0174,P03,570,1.5616438356164384,Fresadora,B,Correctivo,9.585241283711788,0.5516959157523459,38.77176167977079,1.6660769307191126,1.832008358621747,FALSE,570,0,720,0
M0174,P03,600,1.643835616438356,Fresadora,B,Correctivo,9.585241283711788,0.6681974946130051,33.797354910456384,1.7944453863348069,1.6997430652308698,FALSE,600,0,720,0
M0174,P03,630,1.726027397260274,Fresadora,B,Correctivo,9.585241283711788,0.5870697808886708,33.91343964683567,1.411945402569263,1.4958095045261428,FALSE,630,0,720,0
M0174,P03,660,1.8082191780821917,Fresadora,B,Correctivo,9.585241283711788,0.5875153350957779,31.378571004402737,1.4426915208039193,1.8253274578756493,FALSE,660,0,720,0
M0174,P03,690,1.8904109589041096,Fresadora,B,Correctivo,9.585241283711788,0.5247064047214927,31.535053203508777,1.0812297200291285,1.408484548422875,FALSE,690,0,720,0
M0174,P03,720,1.9726027397260273,Fresadora,B,Correctivo,9.585241283711788,0.6018914770672297,35.163719013675994,1.223786977141878,1.872840926389062,FALSE,720,0,720,0
M0175,P09,0,0,Torno,A,Correctivo,2.941409364772195,0.9288559480766025,36.64832499704614,1.3356899028064368,2.2591205114650994,FALSE,0,0,170.39117355993451,1
M0175,P09,30,0.0821917808219178,Torno,A,Correctivo,2.941409364772195,0.8729454242472954,42.04584860594623,1.3663358584372787,1.5730046150845332,FALSE,30,0,170.39117355993451,1
M0175,P09,60,0.1643835616438356,Torno,A,Correctivo,2.941409364772195,0.9940991261298201,NA,1.9972143393904311,3.405826370581888,FALSE,60,0,170.39117355993451,1
M0175,P09,90,0.2465753424657534,Torno,A,Correctivo,2.941409364772195,1,41.757914208121875,1.925819966708288,3.8788490142474856,FALSE,90,0,170.39117355993451,1
M0175,P09,120,0.3287671232876712,Torno,A,Correctivo,2.941409364772195,1,43.96034100593992,1.7839271363837803,2.4515634399842936,FALSE,120,0,170.39117355993451,1
M0175,P09,150,0.410958904109589,Torno,A,Correctivo,2.941409364772195,0.981292870289868,43.2774717475714,1.8670598543761805,1.7281864192116436,FALSE,150,0,170.39117355993451,1
M0176,P03,0,0,Torno,A,Preventivo,5.903162157902735,0.902652824302617,38.481347522671,4.620377687275484,4.923135801095038,FALSE,0,0,17.126369312668388,1
M0177,P08,0,0,Prensa,C,Correctivo,5.173458427132392,0.6496775431003166,39.82022675312747,0.8323187116131697,1.1785236900556075,FALSE,0,0,379.3216220668447,1
M0177,P08,30,0.0821917808219178,Prensa,C,Correctivo,5.173458427132392,0.64374590650190755,41.97092481793388,0.8726461309948795,1.7798402248485639,FALSE,30,0,379.3216220668447,1
M0177,P08,60,0.1643835616438356,Prensa,C,Correctivo,5.173458427132392,0.6165328443729701,40.858594073924,NA,0.8822474500229063,FALSE,60,0,379.3216220668447,1
M0177,P08,90,0.2465753424657534,Prensa,C,Correctivo,5.173458427132392,0.6593287251859005,45.13207180375143,0.6865369965732926,1.3727225305959894,FALSE,90,0,379.3216220668447,1
M0177,P08,120,0.3287671232876712,Prensa,C,Correctivo,5.173458427132392,0.6540891681460637,43.77541604050567,0.5606382006919882,1.6057781802100912,FALSE,120,0,379.3216220668447,1
M0177,P08,150,0.410958904109589,Prensa,C,Correctivo,5.173458427132392,0.6270236199448851,43.35592593726398,0.8288918066853913,1.6354035200197523,FALSE,150,0,379.3216220668447,1
M0177,P08,180,0.4931506849315068,Prensa,C,Correctivo,5.173458427132392,0.5630198293983076,36.990743835384684,0.48377274522869046,0.6635478645711913,FALSE,180,0,379.3216220668447,1
M0177,P08,210,0.5753424657534246,Prensa,C,Correctivo,5.173458427132392,0.544564067712149,34.33584778185488,0.5009954832962661,1.8147464830173738,FALSE,210,0,379.3216220668447,1
M0177,P08,240,0.6575342465753424,Prensa,C,Correctivo,5.173458427132392,0.6178751244169832,NA,0.7001328653356538,1.508752002327563,FALSE,240,0,379.3216220668447,1
M0177,P08,270,0.7397260273972602,Prensa,C,Correctivo,5.173458427132392,0.5072750324859714,33.11880203945785,0.6058694868232797,1.8409346311010535,FALSE,270,0,379.3216220668447,1
M0177,P08,300,0.821917808219178,Prensa,C,Correctivo,5.173458427132392,0.5335916285000963,35.83694027791732,0.5558410874544241,0.9597941150637748,FALSE,300,0,379.3216220668447,1
M0177,P08,330,0.9041095890410958,Prensa,C,Correctivo,5.173458427132392,0.5942545363233007,35.79760391813221,NA,2.5607851182706227,FALSE,330,0,379.3216220668447,1
M0177,P08,360,0.9863013698630136,Prensa,C,Correctivo,5.173458427132392,0.6232060889599512,37.22164795381314,0.4551665379929949,0.611768475449144,FALSE,360,0,379.3216220668447,1
M0178,P06,0,0,Fresadora,B,Preventivo,12.145781646486034,0.5920533665338363,39.69254273306533,2.5862606581526504,3.888476123779319,FALSE,0,0,21.610975331052696,1
M0179,P09,0,0,Torno,C,Preventivo,20,0.4898560384863893,39.31647353464652,2.977039269266274,1.3245209225227754,FALSE,0,0,505.7581580473558,1
M0179,P09,30,0.0821917808219178,Torno,C,Preventivo,20,0.5096379811597694,40.04151290578958,2.6901578287245616,3.0366997235175974,FALSE,30,0,505.7581580473558,1
M0179,P09,60,0.1643835616438356,Torno,C,Preventivo,20,0.6411431982779605,44.12434790362732,3.769868196110281,3.3060390534424178,FALSE,60,0,505.7581580473558,1
M0179,P09,90,0.2465753424657534,Torno,C,Preventivo,20,0.5689836400163313,40.57536225499025,3.115594823081067,3.5502305543879755,FALSE,90,0,505.7581580473558,1
M0179,P09,120,0.3287671232876712,Torno,C,Preventivo,20,0.6090403112970814,41.48389164531824,2.8058193948133834,4.5898900159737215,FALSE,120,0,505.7581580473558,1
M0179,P09,150,0.410958904109589,Torno,C,Preventivo,20,0.5411857134039572,41.00911852442351,2.1031038017700387,4.330566662143554,FALSE,150,0,505.7581580473558,1
M0179,P09,180,0.4931506849315068,Torno,C,Preventivo,20,0.5349284238721833,39.113474697605476,2.794521455440578,0.7156760849152811,TRUE,0,1,505.7581580473558,1
M0179,P09,210,0.5753424657534246,Torno,C,Preventivo,20,0.4539873553475765,36.30148812175357,4.141827907759879,1.3005102077706678,FALSE,30,1,505.7581580473558,1
M0179,P09,240,0.6575342465753424,Torno,C,Preventivo,20,0.457577414475268,33.21646677305264,2.2050979963721895,1.5438579626039637,FALSE,60,1,505.7581580473558,1
M0179,P09,270,0.7397260273972602,Torno,C,Preventivo,20,0.5371026637360165,37.367834372150604,2.737336497193446,1.841154699213988,FALSE,90,1,505.7581580473558,1
M0179,P09,300,0.821917808219178,Torno,C,Preventivo,20,0.4826910744540216,33.611235406068765,4.854018915895333,2.943816388231266,FALSE,120,0,505.7581580473558,1
M0179,P09,330,0.9041095890410958,Torno,C,Preventivo,20,0.48107006556104326,34.78450397825606,NA,2.6652958667754874,FALSE,150,0,505.7581580473558,1
M0179,P09,360,0.9863013698630136,Torno,C,Preventivo,20,0.5883846852420499,35.90265306628252,5.62641575133141,2.2291195150278145,TRUE,0,1,505.7581580473558,1
M0179,P09,390,1.0684931506849316,Torno,C,Preventivo,20,0.6042949672606793,41.33828038216652,3.3793654053046307,1.0176662173095148,FALSE,30,1,505.7581580473558,1
M0179,P09,420,1.1506849315068493,Torno,C,Preventivo,20,0.6351983714239564,40.321003919474336,3.5964638057190577,1.7742446916956862,FALSE,60,1,505.7581580473558,1
M0179,P09,450,1.2328767123287672,Torno,C,Preventivo,20,0.5272020952485678,37.013495123771236,3.439242894166306,1.945936682778969,FALSE,90,1,505.7581580473558,1
M0179,P09,480,1.3150684931506849,Torno,C,Preventivo,20,0.57503143075152,41.14784914069561,5.000511988414723,2.367097092310416,FALSE,120,0,505.7581580473558,1
M0180,P02,0,0,Fresadora,A,Correctivo,11.283473501762334,0.49814188002382626,34.328483075461655,1.4268894980778157,2.227559118734563,FALSE,0,0,463.57667462492054,1
M0180,P02,30,0.0821917808219178,Fresadora,A,Correctivo,11.283473501762334,0.5806123343495699,39.1766859093894,1.5856088232097425,2.083632050199038,FALSE,30,0,463.57667462492054,1
M0180,P02,60,0.1643835616438356,Fresadora,A,Correctivo,11.283473501762334,0.5247305212274924,37.32131987774491,1.1610847346376172,0.9738978588250661,FALSE,60,0,463.57667462492054,1
M0180,P02,90,0.2465753424657534,Fresadora,A,Correctivo,11.283473501762334,0.6385587970535253,41.95034744152607,1.5760768405844525,2.2142940573581336,FALSE,90,0,463.57667462492054,1
M0180,P02,120,0.3287671232876712,Fresadora,A,Correctivo,11.283473501762334,0.5647686737786498,35.435107615907626,1.3571235478944856,2.417987777208474,FALSE,120,0,463.57667462492054,1
M0180,P02,150,0.410958904109589,Fresadora,A,Correctivo,11.283473501762334,0.6106230639995129,42.201815618766766,1.0988256948567205,2.194905806294659,FALSE,150,0,463.57667462492054,1
M0180,P02,180,0.4931506849315068,Fresadora,A,Correctivo,11.283473501762334,0.5803061978505258,37.55617918300384,1.3039498353417016,2.796921812685004,FALSE,180,0,463.57667462492054,1
M0180,P02,210,0.5753424657534246,Fresadora,A,Correctivo,11.283473501762334,0.515507887156832,33.72188420376405,1.1516327786756357,1.6152755028713457,FALSE,210,0,463.57667462492054,1
M0180,P02,240,0.6575342465753424,Fresadora,A,Correctivo,11.283473501762334,0.5606604100502786,34.672060444231654,1.8188533555538462,2.571239127273142,FALSE,240,0,463.57667462492054,1
M0180,P02,270,0.7397260273972602,Fresadora,A,Correctivo,11.283473501762334,0.5533237226124352,34.29994773289633,1.9123713848889365,1.539183526830431,FALSE,270,0,463.57667462492054,1
M0180,P02,300,0.821917808219178,Fresadora,A,Correctivo,11.283473501762334,0.46595124335514065,35.20155576010965,1.1609978404804953,1.5062898259885995,FALSE,300,0,463.57667462492054,1
M0180,P02,330,0.9041095890410958,Fresadora,A,Correctivo,11.283473501762334,0.4839399586422385,32.15346579021852,1.2676261260217845,1.1619627950596019,FALSE,330,0,463.57667462492054,1
M0180,P02,360,0.9863013698630136,Fresadora,A,Correctivo,11.283473501762334,0.4962347330404937,34.798947106900044,1.816211702569787,0.8595881684903369,FALSE,360,0,463.57667462492054,1
M0180,P02,390,1.0684931506849316,Fresadora,A,Correctivo,11.283473501762334,0.5759337612897679,38.42704779382893,1.1674141117951122,1.29176075411957,FALSE,390,0,463.57667462492054,1
M0180,P02,420,1.1506849315068493,Fresadora,A,Correctivo,11.283473501762334,0.5436692754872582,40.902340074477614,1.2252076749086482,1.4597441121086112,FALSE,420,0,463.57667462492054,1
M0180,P02,450,1.2328767123287672,Fresadora,A,Correctivo,11.283473501762334,0.6281424788422096,41.138983217246334,1.838256803711379,3.0603121372947966,FALSE,450,0,463.57667462492054,1
M0181,P12,0,0,Fresadora,A,Preventivo,4.386841666675912,0.5526171701794655,28.49889383581402,0.7244813741913093,1.2961623551730135,FALSE,0,0,96.48870750882267,1
M0181,P12,30,0.0821917808219178,Fresadora,A,Preventivo,4.386841666675912,0.6794627475123143,34.91945985352073,1.0951116634715712,2.1556999795117124,FALSE,30,0,96.48870750882267,1
M0181,P12,60,0.1643835616438356,Fresadora,A,Preventivo,4.386841666675912,0.8010076134584534,35.625805994049415,1.7492273153769455,2.5878704383466933,FALSE,60,0,96.48870750882267,1
M0181,P12,90,0.2465753424657534,Fresadora,A,Preventivo,4.386841666675912,0.7168553205516157,34.909656493215586,1.268964316818558,1.6116119466208993,FALSE,90,0,96.48870750882267,1
M0182,P05,0,0,Fresadora,B,Preventivo,11.74151213472041,0.49207544513491863,42.03789590998967,1.4393617572274693,2.7649420674783025,FALSE,0,0,49.71591933617586,1
M0182,P05,30,0.0821917808219178,Fresadora,B,Preventivo,11.74151213472041,0.6296388398815431,47.15463205622224,1.9094005192482206,2.186554545707239,FALSE,30,0,49.71591933617586,1
M0183,P07,0,0,Fresadora,A,Correctivo,6.102830142836863,0.7538274302270058,30.800996622365687,1.220365350011989,1.55298741851731,FALSE,0,0,378.7970762551223,1
M0183,P07,30,0.0821917808219178,Fresadora,A,Correctivo,6.102830142836863,0.7688390569540849,34.98373346206606,1.3894001200401844,1.6128923149869654,FALSE,30,0,378.7970762551223,1
M0183,P07,60,0.1643835616438356,Fresadora,A,Correctivo,6.102830142836863,0.7450322297768062,33.06367182062413,NA,1.7761805812262101,FALSE,60,0,378.7970762551223,1
M0183,P07,90,0.2465753424657534,Fresadora,A,Correctivo,6.102830142836863,0.8309464000754863,38.993254668034304,1.386083134407267,2.8088808485354817,FALSE,90,0,378.7970762551223,1
M0183,P07,120,0.3287671232876712,Fresadora,A,Correctivo,6.102830142836863,0.7066101648468383,33.33685725622045,1.3028338166021811,1.2350196264611302,FALSE,120,0,378.7970762551223,1
M0183,P07,150,0.410958904109589,Fresadora,A,Correctivo,6.102830142836863,0.6063242714044891,34.108136752830035,1.0643548613169378,1.6610546814696536,FALSE,150,0,378.7970762551223,1
M0183,P07,180,0.4931506849315068,Fresadora,A,Correctivo,6.102830142836863,0.6933653934231028,32.362332643525065,0.8409790887403908,1.419226827717488,FALSE,180,0,378.7970762551223,1
M0183,P07,210,0.5753424657534246,Fresadora,A,Correctivo,6.102830142836863,0.7014312334459905,29.752915341717937,1.0280566768145278,2.6795596358872524,FALSE,210,0,378.7970762551223,1
M0183,P07,240,0.6575342465753424,Fresadora,A,Correctivo,6.102830142836863,0.6899778295074767,29.56729801934973,1.1030407986219652,1.9956311206477038,FALSE,240,0,378.7970762551223,1
M0183,P07,270,0.7397260273972602,Fresadora,A,Correctivo,6.102830142836863,0.6789400069136756,27.975711593371575,1.7409746888351936,2.202218478471066,FALSE,270,0,378.7970762551223,1
M0183,P07,300,0.821917808219178,Fresadora,A,Correctivo,6.102830142836863,0.5784691576951222,24.03772322959629,0.9729471570286535,2.075640312951891,FALSE,300,0,378.7970762551223,1
M0183,P07,330,0.9041095890410958,Fresadora,A,Correctivo,6.102830142836863,0.6415835161666161,29.826426563540434,1.4496056322392676,2.4087045292324207,FALSE,330,0,378.7970762551223,1
M0183,P07,360,0.9863013698630136,Fresadora,A,Correctivo,6.102830142836863,0.7043567153401638,32.99725108326303,1.4159849052016815,2.409518772741616,FALSE,360,0,378.7970762551223,1
M0184,P07,0,0,Torno,C,Preventivo,5.107029033915563,0.3611030829825792,28.598233626178146,0.31097808031267865,0.8860484149170746,FALSE,0,0,720,0
M0184,P07,30,0.0821917808219178,Torno,C,Preventivo,5.107029033915563,0.5350521740814046,26.751379908858148,0.527911567006075,0.6249273212399226,FALSE,30,0,720,0
M0184,P07,60,0.1643835616438356,Torno,C,Preventivo,5.107029033915563,0.45778591817061365,28.30566645671273,0.3285151136619603,0.6532454256226047,FALSE,60,0,720,0
M0184,P07,90,0.2465753424657534,Torno,C,Preventivo,5.107029033915563,0.4566775628026578,29.809817507918897,0.5011705920114626,0.5651381787074895,FALSE,90,0,720,0
M0184,P07,120,0.3287671232876712,Torno,C,Preventivo,5.107029033915563,0.49801461803351116,31.181602734113284,0.5673202893643632,0.864126769678541,FALSE,120,0,720,0
M0184,P07,150,0.410958904109589,Torno,C,Preventivo,5.107029033915563,0.4671732114312516,29.966646510950785,0.44060779250480703,0.8238887656266242,FALSE,150,0,720,0
M0184,P07,180,0.4931506849315068,Torno,C,Preventivo,5.107029033915563,0.5111923161152251,27.407495331145043,0.4505336377467215,0.6878418008207384,TRUE,0,1,720,0
M0184,P07,210,0.5753424657534246,Torno,C,Preventivo,5.107029033915563,0.5260799486816882,26.363151467641384,0.6342479663419015,0.46403329677566735,FALSE,30,1,720,0
M0184,P07,240,0.6575342465753424,Torno,C,Preventivo,5.107029033915563,0.38306171951284607,20.98607274872157,0.47054335524970253,0.44102342064572153,FALSE,60,1,720,0
M0184,P07,270,0.7397260273972602,Torno,C,Preventivo,5.107029033915563,0.4345245182717499,24.428483676932878,0.5410416770595887,0.5589514367773939,FALSE,90,1,720,0
M0184,P07,300,0.821917808219178,Torno,C,Preventivo,5.107029033915563,0.3473316571267078,18.60163490271988,0.5114124092326202,0.22917334880481116,FALSE,120,0,720,0
M0184,P07,330,0.9041095890410958,Torno,C,Preventivo,5.107029033915563,0.42819765146550304,25.554775285881284,0.5466952485743702,0.5443170454323403,FALSE,150,0,720,0
M0184,P07,360,0.9863013698630136,Torno,C,Preventivo,5.107029033915563,0.4451164366643251,26.606028510080183,NA,0.4626572201646427,TRUE,0,1,720,0
M0184,P07,390,1.0684931506849316,Torno,C,Preventivo,5.107029033915563,0.4714591303983766,29.15420653001645,0.5603343531587803,0.6570552868562791,FALSE,30,1,720,0
M0184,P07,420,1.1506849315068493,Torno,C,Preventivo,5.107029033915563,0.4983984992527644,29.712192554732844,0.6804924647138332,0.4833227363558711,FALSE,60,1,720,0
M0184,P07,450,1.2328767123287672,Torno,C,Preventivo,5.107029033915563,0.50051733441515045,31.907348516917082,0.8477270805774217,1.0032404407778635,FALSE,90,1,720,0
M0184,P07,480,1.3150684931506849,Torno,C,Preventivo,5.107029033915563,0.5109827348140664,32.96740974904611,0.8302000649609153,0.556202422307775,FALSE,120,0,720,0
M0184,P07,510,1.3972602739726028,Torno,C,Preventivo,5.107029033915563,0.4945027084755641,30.025925553038103,0.8098749333974299,0.7539871759428539,FALSE,150,0,720,0
M0184,P07,540,1.4794520547945205,Torno,C,Preventivo,5.107029033915563,0.471523728093446,25.741925523115412,0.9955997589487758,0.7396366804140422,FALSE,180,0,720,0
M0184,P07,570,1.5616438356164384,Torno,C,Preventivo,5.107029033915563,0.34259591067043066,22.781260668861883,0.5744805561912945,0.49432072548421724,FALSE,210,0,720,0
M0184,P07,600,1.643835616438356,Torno,C,Preventivo,5.107029033915563,0.4439032850948306,23.594872977993504,0.9338500535767201,0.5788644717046362,FALSE,240,0,720,0
M0184,P07,630,1.726027397260274,Torno,C,Preventivo,5.107029033915563,0.44557461250020586,26.568987557683197,0.9588073825948515,0.39073782476480484,FALSE,270,0,720,0
M0184,P07,660,1.8082191780821917,Torno,C,Preventivo,5.107029033915563,0.31297540632978404,18.123982874485684,1.0692952266988949,0.3035341890200815,FALSE,300,0,720,0
M0184,P07,690,1.8904109589041096,Torno,C,Preventivo,5.107029033915563,0.411066394912474,24.93429455863618,1.2185719952453948,0.5585147654362562,FALSE,330,0,720,0
M0184,P07,720,1.9726027397260273,Torno,C,Preventivo,5.107029033915563,0.40572281736023286,30.528903459938604,0.8495242154758562,0.4170359193830201,FALSE,360,0,720,0
M0185,P10,0,0,Torno,B,Correctivo,4.28716320403554,0.6432467471609382,34.21386661918673,1.0197381379678676,2.614001018261616,FALSE,0,0,100.79838729195505,1
M0185,P10,30,0.0821917808219178,Torno,B,Correctivo,4.28716320403554,0.6392132956108022,37.60004941861307,1.1267407530886775,1.2091637324145426,FALSE,30,0,100.79838729195505,1
M0185,P10,60,0.1643835616438356,Torno,B,Correctivo,4.28716320403554,0.7221930216270176,40.581703882594724,1.3850917351007823,2.530767554073728,FALSE,60,0,100.79838729195505,1
M0185,P10,90,0.2465753424657534,Torno,B,Correctivo,4.28716320403554,0.6752569518980165,38.99041133803062,1.4290483318537006,1.4648166195210017,FALSE,90,0,100.79838729195505,1
M0186,P02,0,0,Fresadora,A,Correctivo,19.70853785241852,0.9067850244360578,44.880904952700085,1.8945321997820108,1.1644833669096055,FALSE,0,0,89.04850320013242,1
M0186,P02,30,0.0821917808219178,Fresadora,A,Correctivo,19.70853785241852,1,49.514559861138615,2.2419464000570275,1.970264579392573,FALSE,30,0,89.04850320013242,1
M0186,P02,60,0.1643835616438356,Fresadora,A,Correctivo,19.70853785241852,1,50.02166098952078,2.267876298828752,1.6392867876306907,FALSE,60,0,89.04850320013242,1
M0187,P07,0,0,Prensa,A,Correctivo,13.232032716411227,0.5575404010038113,30.8387949280182,0.7983618596594104,2.636646224322646,FALSE,0,0,98.65672309033475,1
M0187,P07,30,0.0821917808219178,Prensa,A,Correctivo,13.232032716411227,0.5988021253079191,35.068182555745615,1.4733085636505554,3.187095967685695,FALSE,30,0,98.65672309033475,1
M0187,P07,60,0.1643835616438356,Prensa,A,Correctivo,13.232032716411227,0.6924437804740342,32.71455493160055,2.6224510908277345,1.2266533893837108,FALSE,60,0,98.65672309033475,1
M0187,P07,90,0.2465753424657534,Prensa,A,Correctivo,13.232032716411227,0.6919647570302159,36.13062894286699,2.2674864164573076,2.2989083977343956,FALSE,90,0,98.65672309033475,1
M0188,P08,0,0,Prensa,A,Preventivo,4.629571664542112,0.8965390773256195,40.095275889519435,0.9936031129549178,1.580107738832506,FALSE,0,0,317.49397962488507,1
M0188,P08,30,0.0821917808219178,Prensa,A,Preventivo,4.629571664542112,0.8913310013291671,42.296596778475674,1.323973857649696,1.886482174282425,FALSE,30,0,317.49397962488507,1
M0188,P08,60,0.1643835616438356,Prensa,A,Preventivo,4.629571664542112,0.9723490615532387,43.37557624022475,1.3381054324842776,3.5053962309318107,FALSE,60,0,317.49397962488507,1
M0188,P08,90,0.2465753424657534,Prensa,A,Preventivo,4.629571664542112,0.9655137825638991,46.24453732492781,1.49805017043505,3.353118345390866,FALSE,90,0,317.49397962488507,1
M0188,P08,120,0.3287671232876712,Prensa,A,Preventivo,4.629571664542112,0.9161104335796832,44.43537372478723,1.213678836964235,2.9355327467426675,FALSE,120,0,317.49397962488507,1
M0188,P08,150,0.410958904109589,Prensa,A,Preventivo,4.629571664542112,0.9207992658316995,43.93368888965265,1.097246975141137,2.3207288346889485,FALSE,150,0,317.49397962488507,1
M0188,P08,180,0.4931506849315068,Prensa,A,Preventivo,4.629571664542112,0.8841745982184687,46.54718890604705,1.1262571266329457,1.0987841471329831,TRUE,0,1,317.49397962488507,1
M0188,P08,210,0.5753424657534246,Prensa,A,Preventivo,4.629571664542112,0.8873342545491574,41.51616081904021,1.2357355118610491,1.8674390242595287,FALSE,30,1,317.49397962488507,1
M0188,P08,240,0.6575342465753424,Prensa,A,Preventivo,4.629571664542112,0.8929659530913885,39.48444348946438,1.060662173900829,1.3680360607229507,FALSE,60,1,317.49397962488507,1
M0188,P08,270,0.7397260273972602,Prensa,A,Preventivo,4.629571664542112,0.848964272653242,38.946329099766594,1.187552488384918,2.6912246293723427,FALSE,90,1,317.49397962488507,1
M0188,P08,300,0.821917808219178,Prensa,A,Preventivo,4.629571664542112,0.8374387301064111,40.91841111049858,1.3551321018367335,0.7114122300447249,FALSE,120,0,317.49397962488507,1
M0189,P12,0,0,Fresadora,A,Preventivo,2.990479126668499,0.7427301228727305,32.66777878189935,0.6926411187813984,1.3458856879040664,FALSE,0,0,481.7314625738672,1
M0189,P12,30,0.0821917808219178,Fresadora,A,Preventivo,2.990479126668499,0.7333873387930532,33.24577462905277,1.212005431060521,2.144692399335099,FALSE,30,0,481.7314625738672,1
M0189,P12,60,0.1643835616438356,Fresadora,A,Preventivo,2.990479126668499,0.8276637374672918,37.2607043571469,1.4971477343658048,1.8528815429143537,FALSE,60,0,481.7314625738672,1
M0189,P12,90,0.2465753424657534,Fresadora,A,Preventivo,2.990479126668499,0.8376672177752202,38.911664437487076,1.3354380525891152,2.4822820120546596,FALSE,90,0,481.7314625738672,1
M0189,P12,120,0.3287671232876712,Fresadora,A,Preventivo,2.990479126668499,0.8746208901793324,34.53090854376272,1.445349562379203,2.2573952595811804,FALSE,120,0,481.7314625738672,1
M0189,P12,150,0.410958904109589,Fresadora,A,Preventivo,2.990479126668499,0.7017079749627224,33.726230191797065,1.1934559199924875,2.890549532852758,FALSE,150,0,481.7314625738672,1
M0189,P12,180,0.4931506849315068,Fresadora,A,Preventivo,2.990479126668499,0.70921876143643,30.67765070669898,0.7697384228451334,0.8251400150566099,TRUE,0,1,481.7314625738672,1
M0189,P12,210,0.5753424657534246,Fresadora,A,Preventivo,2.990479126668499,0.6965163426502967,32.25166824135081,1.5355853357811038,1.0551239352491686,FALSE,30,1,481.7314625738672,1
M0189,P12,240,0.6575342465753424,Fresadora,A,Preventivo,2.990479126668499,0.8084679275360488,30.975253364174485,NA,1.5424147256721714,FALSE,60,1,481.7314625738672,1
M0189,P12,270,0.7397260273972602,Fresadora,A,Preventivo,2.990479126668499,0.7230904071491547,28.01953566072599,1.3720585228029327,1.3639464189575223,FALSE,90,1,481.7314625738672,1
M0189,P12,300,0.821917808219178,Fresadora,A,Preventivo,2.990479126668499,0.673807426936284,29.224728221855678,1.5439206759281232,1.5438023355813888,FALSE,120,0,481.7314625738672,1
M0189,P12,330,0.9041095890410958,Fresadora,A,Preventivo,2.990479126668499,0.8002388972133644,31.865737222239066,2.030669950514564,1.1502535034072063,FALSE,150,0,481.7314625738672,1
M0189,P12,360,0.9863013698630136,Fresadora,A,Preventivo,2.990479126668499,0.7994996081180658,31.15984221300765,2.0926705627129296,1.1131551654464764,TRUE,0,1,481.7314625738672,1
M0189,P12,390,1.0684931506849316,Fresadora,A,Preventivo,2.990479126668499,0.8639524731813526,37.1944493283449,1.76892620785322,1.519651776524351,FALSE,30,1,481.7314625738672,1
M0189,P12,420,1.1506849315068493,Fresadora,A,Preventivo,2.990479126668499,0.7979208856816252,35.40059555425961,2.168789543824981,2.8377765574842897,FALSE,60,1,481.7314625738672,1
M0189,P12,450,1.2328767123287672,Fresadora,A,Preventivo,2.990479126668499,0.9049270683796903,39.526586173850056,2.8447511203885876,2.0218762463984543,FALSE,90,1,481.7314625738672,1
M0189,P12,480,1.3150684931506849,Fresadora,A,Preventivo,2.990479126668499,0.7962123340805802,35.89600605872767,2.026757391843827,1.4305730261380085,FALSE,120,0,481.7314625738672,1
M0190,P08,0,0,Torno,A,Preventivo,7.79851058542986,0.7762645242383693,40.2576037153999,0.8819251656767944,1.6344894974001152,FALSE,0,0,92.64591808189103,1
M0190,P08,30,0.0821917808219178,Torno,A,Preventivo,7.79851058542986,0.9559595200372242,48.28491082572468,1.1940497026315229,1.5293917424503687,FALSE,30,0,92.64591808189103,1
M0190,P08,60,0.1643835616438356,Torno,A,Preventivo,7.79851058542986,0.8460099278654709,45.09574415012765,1.1378941922621946,1.5370643357764033,FALSE,60,0,92.64591808189103,1
