"id_poliza","k","t_k","coste_k","anio"
1329,1,3.133,5390.23,4
1330,1,0.6888,6711.98,1
1330,2,1.4459,8360.91,2
1332,1,2.7434,1993.31,3
1336,1,0.3269,1162.24,1
1336,2,1.9356,791.89,2
1337,1,2.621,1283.05,3
1339,1,0.2366,572.85,1
1339,2,4.059,757.18,5
1342,1,2.4382,2110.98,3
1342,2,5.8571,2059.41,6
1345,1,0.3944,2588.13,1
1345,2,1.4176,4406.61,2
1345,3,4.4731,2777.35,5
1345,4,7.6506,12748.8,8
1346,1,1.7157,625.13,2
1347,1,3.5921,935.16,4
1347,2,4.5861,2576.13,5
1347,3,6.4874,2627.43,7
1353,1,5.986,1687.44,6
1357,1,0.7908,4964.25,1
1360,1,0.9617,861.65,1
1362,1,1.3464,636.07,2
1365,1,0.6867,466.97,1
1371,1,1.4107,4399.77,2
1373,1,3.0045,368.39,4
1376,1,1.6009,1284.83,2
1380,1,0.2056,7353.13,1
1380,2,0.7167,2123.93,1
1380,3,0.7587,4944.54,1
1380,4,1.723,1164.54,2
1380,5,1.9903,2084.42,2
1380,6,3.3652,257.02,4
1382,1,0.9908,2556.35,1
1383,1,3.4629,3512.27,4
1386,1,1.177,1294.06,2
1386,2,1.5157,397.3,2
1386,3,3.4224,2457.91,4
1386,4,3.6509,836.8,4
1386,5,3.9588,1273.01,4
1386,6,4.4673,1285.61,5
1386,7,6.4515,2812.46,7
1386,8,6.9039,1677.18,7
1386,9,9.0105,3519.79,10
1388,1,1.1971,2473.11,2
1388,2,3.5688,4405.56,4
1389,1,3.2918,2082.87,4
1390,1,0.6232,355.55,1
1390,2,2.2725,2527.86,3
1390,3,4.9193,947.13,5
1394,1,4.2409,3138.74,5
1395,1,1.173,459.83,2
1395,2,2.0491,3659.27,3
1396,1,4.0419,1492.85,5
1403,1,0.9876,851.83,1
1403,2,1.1199,2707.1,2
1405,1,1.7491,680.3,2
1405,2,5.4661,662.97,6
1406,1,0.6807,5093.64,1
1408,1,1.2844,2273.51,2
1410,1,5.0003,645.82,6
1412,1,0.8603,1567,1
1414,1,2.2502,3935.36,3
1415,1,0.8626,706.17,1
1419,1,1.3564,6928.87,2
1422,1,3.0668,10115,4
1424,1,1.3124,2587.87,2
1425,1,1.1168,1676.19,2
1425,2,2.1619,1107.31,3
1425,3,2.2511,4836.56,3
1425,4,3.0261,9744.92,4
1425,5,3.0639,804.36,4
1425,6,3.3902,1579.71,4
1425,7,4.1848,3307.28,5
1425,8,4.2975,4930.19,5
1425,9,4.4941,1075.3,5
1425,10,4.9936,1766.59,5
1427,1,3.3557,808.34,4
1428,1,2.1057,874.56,3
1432,1,1.8414,2206.15,2
1432,2,8.5142,843.32,9
1433,1,1.4003,3120.71,2
1433,2,1.672,983.37,2
1433,3,4.683,1250.25,5
1434,1,1.8124,2552.81,2
1439,1,4.5066,3117.41,5
1439,2,4.907,2832.82,5
1443,1,1.8818,4815.31,2
1445,1,1.4157,893.06,2
1447,1,3.429,1375.89,4
1450,1,2.3385,336.28,3
1451,1,1.8639,1514.67,2
1456,1,1.5237,2296.82,2
1459,1,1.0256,1965.72,2
1461,1,0.1835,4651.84,1
1464,1,4.2175,2162.85,5
1467,1,1.5417,2868.2,2
1468,1,2.1358,746.12,3
1474,1,2.2995,2163.29,3
1474,2,6.8792,6435.47,7
1475,1,2.073,1681.59,3
1479,1,1.1099,1550.77,2
1482,1,1.8833,2626.24,2
1489,1,5.0479,1214.49,6
1490,1,2.9221,4327.73,3
1493,1,7.5952,3273.78,8
1496,1,1.4707,2641.14,2
1496,2,1.8699,4549.37,2
1507,1,4.1009,4925.64,5
1507,2,5.2373,2748.84,6
1511,1,1.0139,4155.26,2
1514,1,1.9005,520.52,2
1515,1,3.4721,5578.53,4
1516,1,0.1013,10631.48,1
1516,2,2.9847,13623.49,3
1516,3,6.034,3851.53,7
1516,4,6.9857,2740.65,7
1517,1,2.4703,7375.79,3
1521,1,3.9784,1799.54,4
1521,2,4.0319,1208.48,5
1521,3,4.3246,5051.02,5
1521,4,4.4424,1966.89,5
1521,5,5.028,1320.16,6
1525,1,2.168,8166.4,3
1530,1,1.7719,1351.68,2
1534,1,1.73,2313.23,2
1540,1,2.8287,5645.95,3
1542,1,0.9985,4146.92,1
1547,1,2.5362,3162.71,3
1547,2,3.2129,1666.09,4
1549,1,1.7907,3677.12,2
1549,2,4.8108,3688.06,5
1549,3,8.3999,484.93,9
1551,1,3.0576,1275.28,4
1552,1,7.4727,76.35,8
1557,1,1.2814,3599.88,2
1569,1,1.376,2182.74,2
1573,1,3.026,3171.39,4
1575,1,1.7943,2710.56,2
1575,2,1.8186,1997.58,2
1579,1,4.6364,800.85,5
1579,2,5.6421,2430.97,6
1579,3,6.1308,3478.86,7
1579,4,8.2959,2830.49,9
1583,1,4.2191,3512.77,5
1583,2,5.3087,9459.69,6
1587,1,3.4555,1380.45,4
1589,1,2.3484,635.96,3
1590,1,6.3393,898.17,7
1590,2,6.461,663.87,7
1591,1,4.7105,4565.07,5
1594,1,0.5132,512.87,1
1594,2,1.1026,14952.39,2
1594,3,1.2688,5147.89,2
1594,4,6.1722,2140.1,7
1594,5,6.3029,16259.72,7
1594,6,6.3711,3297.81,7
1594,7,7.5938,8805.71,8
1600,1,1.1313,4148.39,2
1600,2,2.502,3355.79,3
1602,1,1.9501,935.9,2
1603,1,3.8247,2239.87,4
1608,1,0.8827,1083.84,1
1608,2,2.2631,5885.11,3
1608,3,3.7216,1111.12,4
1608,4,5.6711,3002.63,6
1611,1,2.7284,4588.38,3
1616,1,1.7912,1431.35,2
1617,1,1.0748,859.96,2
1617,2,3.4516,2222.74,4
1623,1,1.4582,1369.95,2
1623,2,3.1567,704.4,4
1623,3,4.4765,7972.66,5
1625,1,2.7519,2308.04,3
1625,2,3.3685,2676.93,4
1625,3,3.918,3233.02,4
1633,1,2.3548,1681.16,3
1639,1,1.9331,1862.9,2
1641,1,2.1577,889.95,3
1641,2,3.419,1288.7,4
1644,1,0.8402,1872.82,1
1648,1,3.5529,1918.48,4
1650,1,0.8948,1414.66,1
1653,1,2.2761,4819.16,3
1670,1,3.1839,1678.53,4
1671,1,0.4847,1431.33,1
1671,2,2.0142,844.08,3
1671,3,2.5534,2660.77,3
1672,1,1.5718,2731.23,2
1672,2,2.1824,3336.62,3
1673,1,5.4601,4574.12,6
1675,1,1.1403,1471.68,2
1679,1,1.9539,2675.89,2
1681,1,2.4005,6333.59,3
1681,2,2.4232,1383.16,3
1681,3,3.216,5756.06,4
1681,4,4.9531,3009.45,5
1681,5,5.0625,1538.86,6
1681,6,5.5421,6145.65,6
1681,7,7.3925,8296.81,8
1684,1,3.0308,653.56,4
1684,2,3.1298,1978.77,4
1686,1,2.2612,2803.75,3
1686,2,3.2794,5347.55,4
1688,1,1.8484,4464.92,2
1693,1,0.9826,1687.88,1
1695,1,2.9572,7416.06,3
1700,1,0.6163,288.05,1
1700,2,1.1912,1836.91,2
1701,1,2.0322,747.5,3
1702,1,3.7731,2575.99,4
1713,1,0.6178,78.14,1
1718,1,4.603,2144.26,5
1720,1,1.7321,1508.19,2
1720,2,1.8383,2117.7,2
1720,3,2.5874,8932.56,3
1720,4,3.4818,4218.45,4
1720,5,7.0268,1788.83,8
1722,1,5.8721,1353.37,6
1723,1,3.171,404.52,4
1723,2,4.5741,3353.85,5
1723,3,4.6207,2492.93,5
1725,1,8.9808,1220.07,9
1729,1,4.9796,665.41,5
1730,1,0.5247,3166.44,1
1730,2,8.1149,3467.53,9
1730,3,8.5577,1458.79,9
1732,1,3.0441,3463.88,4
1733,1,2.6129,2429.09,3
1733,2,5.5412,816.26,6
1738,1,1.4856,3035.66,2
1742,1,1.3028,1074.55,2
1772,1,1.7111,1177.27,2
1772,2,3.1348,2711.66,4
1778,1,1.6714,590.43,2
1781,1,0.7904,1569.38,1
1781,2,3.499,3875.17,4
1782,1,0.5161,2503.51,1
1783,1,8.193,3339.51,9
1789,1,4.6732,5526.16,5
1789,2,5.3154,3947.12,6
1789,3,7.3812,1955.1,8
1789,4,7.8232,1697.29,8
1789,5,8.1486,985.09,9
1789,6,8.5293,1802.58,9
1793,1,1.2125,2355.81,2
1795,1,1.2089,2970.96,2
1798,1,6.9011,5626.19,7
1798,2,7.3179,6250.97,8
1803,1,0.669,219.06,1
1803,2,1.2205,2253.78,2
1804,1,1.3396,1394.78,2
1804,2,5.4427,4140.87,6
1813,1,3.6725,4354.7,4
1813,2,4.4356,7476.41,5
1816,1,2.3762,224.68,3
1818,1,0.7401,3325.22,1
1818,2,2.0995,3706.86,3
1818,3,2.8195,1514.8,3
1818,4,3.9873,1088.65,4
1818,5,5.9944,461.75,6
1820,1,2.1681,1098.65,3
1823,1,1.5512,3925.53,2
1825,1,2.8199,3785.43,3
1827,1,4.5749,7864.19,5
1827,2,5.5008,1644.28,6
1827,3,6.8516,7885.96,7
1829,1,1.1514,328.61,2
1832,1,0.6939,411.57,1
1835,1,2.1694,1141.15,3
1838,1,3.3896,4650.3,4
1838,2,4.3364,1034.37,5
1838,3,5.3231,2630.81,6
1839,1,3.7881,194.5,4
1839,2,8.2083,2894.36,9
1843,1,2.4431,1615.5,3
1843,2,3.1253,3540.25,4
1845,1,0.6073,3750.89,1
1845,2,4.7966,5513.49,5
1845,3,6.1721,1053.64,7
1855,1,2.3658,2177.4,3
1859,1,0.7786,327.09,1
1860,1,0.4533,3018.54,1
1862,1,3.3764,4257.84,4
1864,1,3.287,2444.73,4
1865,1,1.0569,4806.55,2
1873,1,0.7299,2176.64,1
1875,1,3.5292,453.18,4
1881,1,5.4786,983.58,6
1883,1,0.0327,1346.18,1
1883,2,3.8358,5695.01,4
1886,1,2.5557,541.27,3
1889,1,0.6044,5016.64,1
1889,2,1.207,2901.09,2
1891,1,0.715,2482.18,1
1894,1,3.1379,374.49,4
1897,1,2.3148,2958.35,3
1898,1,1.5362,1633.15,2
1901,1,3.1914,3381.39,4
1901,2,6.901,4374.1,7
1903,1,2.0661,2660.15,3
1903,2,3.4398,428.48,4
1903,3,5.9819,918.45,6
1908,1,7.4985,1255.86,8
1911,1,2.6621,2307.13,3
1912,1,2.0836,2928.91,3
1912,2,3.3581,3926.14,4
1912,3,6.6999,4760.87,7
1920,1,1.8159,426.98,2
1921,1,5.1947,3477.46,6
1921,2,5.8507,1446.86,6
1936,1,2.3968,4070.09,3
1938,1,0.1374,8318.51,1
1938,2,1.0155,4220.42,2
1941,1,2.6971,1924.52,3
1941,2,3.3266,3012.88,4
1942,1,1.0504,126.3,2
1943,1,2.5152,512.61,3
1947,1,4.7437,1237.96,5
1948,1,2.6409,3206.15,3
1955,1,2.4742,682.34,3
1956,1,0.899,2574.26,1
1956,2,2.2988,509.8,3
1958,1,4.3206,2229.79,5
1958,2,4.4987,4155.45,5
1958,3,8.259,3169.06,9
1963,1,1.9556,1110.61,2
1964,1,5.9225,1926.57,6
1966,1,1.6391,810.7,2
1967,1,1.4677,1203.04,2
1967,2,2.3245,3405.97,3
1967,3,5.1768,1674.61,6
1967,4,5.4861,749.69,6
1968,1,2.1204,1188.18,3
1969,1,4.5225,484.37,5
1972,1,3.195,1623.23,4
1972,2,3.3768,1117.87,4
1972,3,5.6623,4891.14,6
1974,1,1.2642,1170.3,2
1974,2,2.5183,2428.57,3
1975,1,1.595,531.35,2
1978,1,3.4847,1671.29,4
1978,2,4.8184,2471.35,5
1978,3,5.4583,542.23,6
1978,4,7.0609,4646.59,8
1980,1,2.5073,4108.13,3
1980,2,2.9689,1584.71,3
1980,3,5.0988,2287.52,6
1982,1,0.308,2067.66,1
1984,1,3.4574,5696.21,4
1984,2,3.7294,6609.93,4
1984,3,4.3741,3718.51,5
1984,4,4.7273,539.89,5
1985,1,0.3572,822.56,1
1986,1,3.7657,651.14,4
1987,1,1.6248,2461.79,2
1992,1,1.1331,949.63,2
1992,2,2.1106,4022.1,3
1996,1,2.2846,4541.26,3
1996,2,4.2525,425.2,5
1996,3,4.8194,1914.69,5
2005,1,6.947,923.15,7
2005,2,7.3595,1268.93,8
2006,1,1.3549,4587.25,2
2007,1,4.1408,2332.46,5
2013,1,3.8707,6189.34,4
2013,2,5.4153,721.21,6
2013,3,8.2979,648.06,9
2014,1,2.0057,2013.29,3
2016,1,0.1404,7538.8,1
2017,1,2.7741,985.88,3
2018,1,3.1386,1575.98,4
2018,2,3.8599,795.27,4
2020,1,2.2064,721.04,3
2021,1,0.5008,3480.17,1
2023,1,3.772,1973.01,4
2030,1,5.5587,2531.97,6
2032,1,3.7226,3836.45,4
2032,2,3.8241,2311.14,4
2032,3,5.0812,1223.3,6
2033,1,3.2607,6304.89,4
2036,1,1.9995,2863.81,2
2041,1,1.1313,1849.03,2
2045,1,3.9091,1738.26,4
2047,1,2.3253,1894.68,3
2049,1,3.4651,1337.96,4
2054,1,2.0233,717.22,3
2056,1,2.6289,1231.28,3
2057,1,4.683,2059.78,5
2059,1,1.2291,2191.85,2
2059,2,1.7599,1285.79,2
2059,3,2.2684,1095.45,3
2059,4,2.4998,1330,3
2059,5,3.2765,3024.51,4
2059,6,5.0438,918.58,6
2059,7,5.4729,2351.58,6
2059,8,5.5813,560.12,6
2059,9,6.1039,1840.81,7
2059,10,8.6455,2229.18,9
2060,1,2.0627,1738.31,3
2062,1,1.3792,895.73,2
2064,1,3.3611,2433.19,4
2064,2,6.9522,1591.12,7
2064,3,7.9052,6671.32,8
2064,4,9.5765,1248.75,10
2066,1,3.2649,841.81,4
2066,2,4.8056,194,5
2066,3,6.6796,469.11,7
2070,1,0.0586,4003.75,1
2070,2,0.2561,2178.61,1
2070,3,2.2584,410.81,3
2070,4,2.7697,1028.13,3
2070,5,2.8622,2008.21,3
2070,6,3.6361,3464.22,4
2070,7,5.5669,3449.94,6
2070,8,5.8782,698.55,6
2070,9,9.0891,1334.21,10
2070,10,9.2421,1834.93,10
2076,1,1.9974,2930.74,2
2077,1,3.0759,5204.56,4
2077,2,4.0677,1829.77,5
2077,3,4.5847,2268.38,5
2082,1,4.494,2110.69,5
2083,1,0.1546,1531.67,1
2086,1,1.3545,518.84,2
2087,1,1.7391,1952.31,2
2087,2,2.1078,3536.82,3
2088,1,3.7429,1389.6,4
2093,1,3.7508,3304.28,4
2094,1,2.3163,1964.02,3
2097,1,2.4578,635.81,3
2097,2,3.9887,2223.34,4
2097,3,4.5521,2245.57,5
2098,1,0.5574,844.9,1
2099,1,0.1163,1452.71,1
2099,2,0.2957,4181.21,1
2099,3,1.1453,925.5,2
2101,1,2.8859,4749.61,3
2101,2,2.9136,1465.27,3
2103,1,5.9299,2320.16,6
2104,1,3.9492,4829.52,4
2104,2,4.0887,1381.55,5
2106,1,3.2242,1669,4
2106,2,3.5129,3805.89,4
2106,3,3.9263,2017.18,4
2106,4,4.3599,4382.62,5
2107,1,1.3339,2035.27,2
2107,2,2.9332,1863.81,3
2107,3,3.958,4301.4,4
2107,4,4.8737,3913.77,5
2107,5,6.6809,1093.18,7
2107,6,7.6155,3760.19,8
2107,7,7.6943,2347.83,8
2107,8,7.8476,1327.16,8
2108,1,1.1685,765.34,2
2108,2,2.1177,1739.03,3
2108,3,2.4708,1877.16,3
2108,4,3.9896,6641.88,4
2108,5,4.1238,1684.52,5
2108,6,4.3867,3652.79,5
2108,7,5.0574,343.91,6
2108,8,5.3057,740.42,6
2110,1,0.4186,1682.72,1
2111,1,1.8671,1904.64,2
2120,1,5.3626,925.53,6
2120,2,5.6891,1198.28,6
2128,1,4.1357,911.93,5
2128,2,4.2139,3766.63,5
2128,3,5.8435,1791.76,6
2128,4,6.3621,1966.7,7
2132,1,0.5321,2723.47,1
2133,1,0.265,3878.78,1
2133,2,2.254,10990.64,3
2134,1,1.31,2819.07,2
2134,2,6.0057,6345.62,7
2136,1,3.1318,1351.68,4
2144,1,1.368,607.36,2
2147,1,0.7821,5122.63,1
2148,1,0.9468,3731.98,1
2148,2,1.7214,1073.87,2
2148,3,3.6813,3556.43,4
2151,1,1.9141,6729.22,2
2153,1,0.0562,4479.22,1
2154,1,6.6073,2185.04,7
2155,1,6.2286,1870.41,7
2155,2,6.8631,1528.68,7
2159,1,2.6773,6614.78,3
2160,1,1.2923,4365.33,2
2160,2,1.7539,8819.12,2
2161,1,2.1832,711.59,3
2163,1,1.6279,762.12,2
2163,2,2.5126,4042.89,3
2163,3,9.6782,887.08,10
2165,1,5.9678,891.88,6
2165,2,6.9282,1320.29,7
2165,3,8.1357,4111.44,9
2167,1,3.5783,1506.26,4
2168,1,3.6591,752.37,4
2170,1,3.027,5290.28,4
2170,2,3.6044,2578.9,4
2170,3,4.1294,447.28,5
2170,4,4.3619,2521.44,5
2170,5,4.9607,2915.54,5
2170,6,6.0952,3108.13,7
2172,1,0.3978,2700.14,1
2172,2,1.3672,4317.43,2
2172,3,1.7426,4225.04,2
2177,1,2.2718,8694.24,3
2181,1,1.2174,5646.97,2
2181,2,4.796,2415.45,5
2181,3,4.9967,1778.56,5
2182,1,0.7531,1235.56,1
2182,2,0.8871,2641.19,1
2184,1,2.7785,1322.04,3
2187,1,4.8865,1936.51,5
2188,1,0.3952,3306.96,1
2188,2,3.7945,4680.44,4
2190,1,2.9781,407.14,3
2192,1,2.7253,2395.45,3
2192,2,3.1325,2084.04,4
2192,3,4.0826,513.15,5
2199,1,4.1937,3857.75,5
2202,1,1.9534,565.78,2
2203,1,2.4196,5823.44,3
2203,2,3.109,1456.53,4
2203,3,3.4823,3196.47,4
2213,1,3.1929,1561.14,4
2213,2,3.6916,385.23,4
2217,1,0.709,4225,1
2218,1,1.9399,307.51,2
2218,2,3.0014,2334.69,4
2218,3,4.4448,620.54,5
2218,4,4.5465,564.77,5
2219,1,1.8879,3328.64,2
2219,2,1.9526,3877.79,2
2219,3,3.1317,2907.24,4
2219,4,3.3849,876.9,4
2220,1,1.7282,2456.05,2
2232,1,3.0426,1741.74,4
2232,2,3.3766,413.31,4
2232,3,5.312,309.09,6
2235,1,5.1641,4572.59,6
2235,2,6.1102,3423.79,7
2236,1,0.9627,3043.01,1
2236,2,1.6073,3077.43,2
2236,3,2.273,2307.11,3
2236,4,2.839,1524.97,3
2236,5,3.0721,8329.34,4
2236,6,3.3493,1104.61,4
2236,7,4.2719,4951.77,5
2236,8,4.6434,2923,5
2236,9,5.442,43,6
2236,10,7.9228,1525.35,8
2239,1,5.5145,2681.24,6
2243,1,0.0882,322.41,1
2244,1,2.4668,2337.85,3
2244,2,3.8182,4936.05,4
2246,1,0.001,536.49,1
2246,2,1.8338,5892.43,2
2246,3,2.602,1843.77,3
2246,4,4.6836,2010.44,5
2246,5,5.1718,882.51,6
2246,6,7.2785,1632.56,8
2246,7,8.0292,1656.08,9
2248,1,2.0896,1073.29,3
2252,1,1.145,712.26,2
2252,2,3.9351,995.8,4
2252,3,6.0705,1146.19,7
2252,4,7.7169,7357.88,8
2255,1,3.9188,7374.18,4
2256,1,2.1666,2539.74,3
2256,2,2.8616,884.4,3
2256,3,4.7561,2102.9,5
2263,1,0.2312,4791.82,1
2263,2,0.7007,3348.96,1
2263,3,0.8494,1067.6,1
2264,1,3.3068,1530.47,4
2268,1,1.5011,1144.9,2
2268,2,2.7064,754.28,3
2270,1,1.843,748.52,2
2276,1,0.6306,3161.39,1
2276,2,2.2244,2116.19,3
2276,3,2.8938,1378.74,3
2276,4,2.9613,266.02,3
2276,5,3.7463,1663.03,4
2276,6,3.7986,1157.02,4
2276,7,5.8417,2057.11,6
2276,8,6.0316,1711.36,7
2279,1,2.3526,2573.2,3
2280,1,1.0462,3568.68,2
2284,1,0.0387,3413.86,1
2284,2,1.5276,5890.8,2
2287,1,1.2845,1103.51,2
2289,1,5.4984,4942.24,6
2293,1,4.0746,4124.11,5
2294,1,1.8877,699.91,2
2294,2,2.7514,1178.85,3
2295,1,0.2936,5314.33,1
2295,2,0.4801,4244.51,1
2296,1,1.1893,1954.24,2
2296,2,2.5936,1164.12,3
2307,1,0.5597,1553.31,1
2307,2,6.1782,1200.55,7
2308,1,5.6891,3669.31,6
2311,1,4.5934,2423.84,5
2311,2,5.2168,813.9,6
2311,3,5.9729,378.56,6
2311,4,6.3253,3155.02,7
2311,5,6.631,3667.62,7
2311,6,6.8847,2355.1,7
2313,1,0.5888,698.19,1
2315,1,5.0402,2249.25,6
2315,2,7.3245,2668.92,8
2317,1,0.0603,817.47,1
2317,2,0.3589,812.95,1
2317,3,0.8203,1308.29,1
2317,4,1.6923,4553.89,2
2319,1,0.9311,6410.49,1
2320,1,0.4517,3879.52,1
2320,2,2.4898,1264.8,3
2321,1,0.9071,3007.77,1
2321,2,4.7456,2360.56,5
2321,3,5.1402,1093.08,6
2323,1,5.1143,1232.47,6
2329,1,1.2159,691.45,2
2330,1,1.9707,1956.43,2
2331,1,6.4556,1622.64,7
2333,1,0.2264,3021.07,1
2346,1,2.3833,2285.68,3
2348,1,0.0336,1098.4,1
2348,2,1.3497,2469.4,2
2351,1,3.9372,2429.57,4
2353,1,4.1984,1669.79,5
2355,1,3.0545,1540.42,4
2355,2,3.8795,617.09,4
2355,3,5.9271,1270.51,6
2358,1,1.497,610.63,2
2359,1,0.005,808.25,1
2359,2,0.2986,1789.87,1
2360,1,3.9409,4066.27,4
2362,1,3.0011,1208.47,4
2367,1,1.1405,1601.02,2
2367,2,1.2342,1059.21,2
2367,3,1.8821,710.16,2
2367,4,3.221,593.88,4
2368,1,4.1707,6882.65,5
2368,2,4.7378,3474.75,5
2372,1,2.8378,2548.91,3
2372,2,3.2328,2752.9,4
2374,1,1.26,396.33,2
2374,2,4.1665,4736.55,5
2374,3,5.4982,681.64,6
2374,4,5.6212,6222.28,6
2374,5,6.305,950.5,7
2377,1,1.2883,1184.16,2
2381,1,2.5847,469.68,3
2383,1,2.2702,5461.7,3
2383,2,9.0119,1576.52,10
2390,1,0.9283,1864.61,1
2401,1,2.3146,2347.16,3
2401,2,5.4265,4069.78,6
2401,3,7.0647,1954.22,8
2401,4,8.4672,1993.7,9
2401,5,8.8467,929.77,9
2401,6,8.8634,3125.22,9
2401,7,9.0536,2133.45,10
2402,1,0.1481,2232.6,1
2403,1,3.1676,1489.03,4
2406,1,0.3498,2397.6,1
2406,2,5.1717,2109.52,6
2411,1,5.5524,3331.33,6
2411,2,7.1297,914.07,8
2413,1,3.2013,771.9,4
2414,1,5.7143,211.84,6
2414,2,7.7586,1188.5,8
2415,1,1.6417,636.95,2
2419,1,7.6406,2440.28,8
2419,2,8.1462,2262.01,9
2420,1,6.6899,2128.18,7
2421,1,5.686,1243.77,6
2422,1,0.8485,967.24,1
2427,1,3.2095,175.36,4
2428,1,0.9148,5663.64,1
2428,2,2.3944,2132.29,3
2429,1,2.5819,3003.37,3
2430,1,0.2574,981.61,1
2431,1,1.0573,1703.03,2
2435,1,5.1265,2257.28,6
2437,1,0.9448,2829.07,1
2437,2,2.948,5903.95,3
2440,1,1.3457,1584.37,2
2440,2,1.3473,2293.17,2
2442,1,0.6196,4363.48,1
2442,2,3.4002,3302.46,4
2442,3,4.0484,4765.16,5
2443,1,2.1291,3324.33,3
2444,1,1.3871,759.32,2
2444,2,4.3362,2329.9,5
2445,1,2.9105,363.42,3
2446,1,4.059,3588.27,5
2446,2,5.4671,1323.62,6
2449,1,1.1954,2861.06,2
2451,1,4.895,1696.91,5
2452,1,1.052,4413.14,2
2456,1,2.7628,1073.59,3
2456,2,4.2649,748.84,5
2456,3,8.5479,1283.07,9
2461,1,0.5635,1439.01,1
2463,1,0.2014,2054.63,1
2463,2,4.7011,1692.85,5
2466,1,1.9956,745.51,2
2466,2,2.9946,2150.05,3
2467,1,3.0919,3323.17,4
2469,1,3.4277,2228.46,4
2470,1,6.1034,4071.93,7
2471,1,6.2284,1660.61,7
2472,1,7.3355,1604.36,8
2473,1,2.4998,1351,3
2474,1,1.95,2076.19,2
2474,2,4.2096,1023.31,5
2475,1,2.6363,3827.38,3
2482,1,2.3153,2227.01,3
2485,1,5.2208,835.27,6
2485,2,8.239,1099.59,9
2486,1,0.8802,3198.17,1
2489,1,2.3574,2796.8,3
2490,1,1.6335,4408.44,2
2490,2,3.3546,3751.1,4
2491,1,1.5705,248.25,2
2493,1,6.9387,1334.75,7
2494,1,3.4383,2082.53,4
2505,1,0.2587,2509.6,1
2510,1,7.2519,4941.17,8
2510,2,8.195,854.52,9
2513,1,3.5157,2131.18,4
2513,2,3.6898,3078.38,4
2513,3,5.1326,1173.28,6
2518,1,0.8912,1838.84,1
2520,1,7.7477,2773.93,8
2525,1,3.3767,1173.6,4
2526,1,1.5135,3611.14,2
2526,2,1.8805,1691.62,2
2526,3,2.5498,3937.14,3
2527,1,1.1644,2735.07,2
2527,2,4.2413,945.49,5
2530,1,2.1835,2778.57,3
2530,2,4.7904,2051.4,5
2530,3,5.645,502.97,6
2530,4,6.6352,454.8,7
2534,1,0.9122,2249.19,1
2535,1,0.9269,1604.87,1
2537,1,0.7115,5433.73,1
2537,2,4.2969,1275.04,5
2537,3,6.0703,2063.98,7
2537,4,6.5162,2339.07,7
2538,1,0.6383,4580.17,1
2539,1,0.7123,1416.94,1
2540,1,2.0954,507.16,3
2542,1,2.2037,7448.97,3
2551,1,3.2671,4514.75,4
2551,2,7.1184,2621.72,8
2552,1,3.9506,1252.2,4
2558,1,3.3031,1560.96,4
2562,1,6.3493,1147.55,7
2563,1,2.7787,3830.63,3
2564,1,3.0302,4227.75,4
2564,2,6.257,1023.98,7
2565,1,2.7767,2719.49,3
2571,1,0.8087,3515.22,1
2572,1,1.9161,2692.81,2
2572,2,4.7664,1608.94,5
2572,3,5.8543,1314.95,6
2574,1,0.963,733.51,1
2574,2,1.5144,1354.5,2
2575,1,0.7841,3684.76,1
2575,2,3.0354,7748.53,4
2575,3,3.9652,3084.24,4
2576,1,0.8923,1330.77,1
2576,2,1.8769,3556.55,2
2577,1,3.1717,3004.2,4
2580,1,2.6927,3071.66,3
2582,1,0.4544,904.38,1
2584,1,0.4279,4391.1,1
2584,2,2.0797,4422.43,3
2584,3,2.5225,3444.68,3
2585,1,0.3993,1606.1,1
2586,1,8.1274,2708.09,9
2588,1,7.2314,1886.83,8
2592,1,1.2577,6458.27,2
2593,1,1.2281,4624.12,2
2595,1,0.2267,1607.09,1
2595,2,1.2369,1167.51,2
2596,1,4.339,1546.27,5
2596,2,6.3451,1425.66,7
2598,1,0.6873,2544.95,1
2599,1,1.5663,3134.53,2
2601,1,2.3255,3051.45,3
2605,1,2.4946,2266.46,3
2606,1,1.4076,6779.11,2
2606,2,2.1099,1557.29,3
2606,3,2.3977,2693.77,3
2606,4,2.5473,3032.62,3
2606,5,2.7295,2813.35,3
2606,6,3.8748,5507.22,4
2609,1,0.3449,2492.24,1
2615,1,0.7129,1072.99,1
2615,2,1.4507,4080.71,2
2615,3,1.8669,8395.92,2
2621,1,1.8584,3114.26,2
2621,2,2.7617,3473.88,3
2621,3,3.0573,574.38,4
2623,1,1.2043,1500.36,2
2624,1,4.5374,6286.27,5
2624,2,5.6275,933.24,6
2624,3,6.795,3169.56,7
2629,1,3.3216,1187.7,4
2630,1,1.8758,2672.72,2
2631,1,0.56,956.07,1
2632,1,1.9036,4522.06,2
2633,1,1.5821,2374.32,2
2638,1,0.1543,2058.74,1
2640,1,2.2125,167.28,3
2640,2,7.6525,974.21,8
2643,1,2.0957,1880.58,3
2643,2,2.5248,3461.21,3
2643,3,3.6658,1640.98,4
2647,1,6.4797,1921.92,7
2658,1,0.2653,7492.73,1
2658,2,1.6961,2966.72,2
2661,1,4.4929,2006.98,5
2661,2,8.4915,1535.29,9
2661,3,8.6721,988.47,9
2664,1,0.3723,2094.66,1
2671,1,1.1664,678.36,2
2672,1,4.5979,4199.39,5
2672,2,5.4357,9195.38,6
2674,1,6.7139,6756.99,7
2674,2,6.9173,3373.89,7
