"id_poliza","anio","tstart","tstop","expo_anual","n_partes_anual","edad_t","antig_veh_t","en_riesgo"
887,6,5,5.444,0.444,1,76,10,1
888,1,0,1,1,0,18,14,1
888,2,1,2,1,0,19,15,1
888,3,2,3,1,0,20,16,1
888,4,3,3.4,0.4,0,21,17,1
889,1,0,1,1,1,44,5,1
889,2,1,2,1,0,45,6,1
889,3,2,3,1,0,46,7,1
889,4,3,4,1,0,47,8,1
889,5,4,5,1,0,48,9,1
889,6,5,6,1,0,49,10,1
889,7,6,6.943,0.943,0,50,11,1
890,1,0,1,1,0,72,5,1
890,2,1,2,1,0,73,6,1
890,3,2,3,1,0,74,7,1
890,4,3,4,1,1,75,8,1
890,5,4,5,1,0,76,9,1
890,6,5,6,1,0,77,10,1
890,7,6,6.585,0.585,0,78,11,1
891,1,0,1,1,0,48,14,1
891,2,1,1.816,0.816,1,49,15,1
892,1,0,1,1,0,31,9,1
892,2,1,2,1,0,32,10,1
892,3,2,3,1,0,33,11,1
892,4,3,4,1,0,34,12,1
892,5,4,5,1,0,35,13,1
892,6,5,5.043,0.043,0,36,14,1
893,1,0,1,1,0,63,1,1
893,2,1,2,1,0,64,2,1
893,3,2,3,1,0,65,3,1
893,4,3,4,1,0,66,4,1
893,5,4,5,1,0,67,5,1
893,6,5,6,1,0,68,6,1
893,7,6,7,1,1,69,7,1
893,8,7,8,1,0,70,8,1
893,9,8,8.834,0.834,0,71,9,1
894,1,0,0.914,0.914,1,31,10,1
895,1,0,0.661,0.661,0,18,12,1
896,1,0,1,1,0,18,8,1
896,2,1,2,1,0,19,9,1
896,3,2,3,1,0,20,10,1
896,4,3,4,1,0,21,11,1
896,5,4,5,1,0,22,12,1
896,6,5,5.665,0.665,0,23,13,1
897,1,0,1,1,0,68,2,1
897,2,1,2,1,0,69,3,1
897,3,2,3,1,0,70,4,1
897,4,3,4,1,0,71,5,1
897,5,4,5,1,0,72,6,1
897,6,5,6,1,0,73,7,1
897,7,6,7,1,0,74,8,1
897,8,7,8,1,0,75,9,1
897,9,8,9,1,0,76,10,1
897,10,9,9.37,0.37,0,77,11,1
898,1,0,0.485,0.485,0,39,6,1
899,1,0,1,1,0,53,9,1
899,2,1,1.578,0.578,0,54,10,1
900,1,0,0.899,0.899,0,36,0,1
901,1,0,1,1,0,64,11,1
901,2,1,2,1,0,65,12,1
901,3,2,3,1,0,66,13,1
901,4,3,4,1,0,67,14,1
901,5,4,5,1,0,68,15,1
901,6,5,5.014,0.014,0,69,16,1
902,1,0,1,1,0,29,5,1
902,2,1,2,1,1,30,6,1
902,3,2,3,1,0,31,7,1
902,4,3,4,1,0,32,8,1
902,5,4,5,1,0,33,9,1
902,6,5,6,1,1,34,10,1
902,7,6,7,1,0,35,11,1
902,8,7,7.695,0.695,0,36,12,1
903,1,0,1,1,0,67,11,1
903,2,1,2,1,0,68,12,1
903,3,2,2.379,0.379,0,69,13,1
904,1,0,1,1,0,34,8,1
904,2,1,1.744,0.744,0,35,9,1
905,1,0,1,1,0,69,12,1
905,2,1,2,1,0,70,13,1
905,3,2,3,1,0,71,14,1
905,4,3,4,1,0,72,15,1
905,5,4,5,1,0,73,16,1
905,6,5,6,1,0,74,17,1
905,7,6,7,1,0,75,18,1
905,8,7,7.286,0.286,0,76,19,1
906,1,0,1,1,0,65,10,1
906,2,1,2,1,0,66,11,1
906,3,2,3,1,0,67,12,1
906,4,3,4,1,0,68,13,1
906,5,4,5,1,0,69,14,1
906,6,5,6,1,0,70,15,1
906,7,6,6.78,0.78,0,71,16,1
907,1,0,1,1,0,35,2,1
907,2,1,2,1,0,36,3,1
907,3,2,3,1,1,37,4,1
907,4,3,4,1,0,38,5,1
907,5,4,5,1,0,39,6,1
907,6,5,6,1,0,40,7,1
907,7,6,7,1,0,41,8,1
907,8,7,8,1,0,42,9,1
907,9,8,9,1,1,43,10,1
907,10,9,9.344,0.344,0,44,11,1
908,1,0,1,1,1,27,15,1
908,2,1,2,1,2,28,16,1
908,3,2,3,1,2,29,17,1
908,4,3,4,1,2,30,18,1
908,5,4,5,1,0,31,19,1
908,6,5,6,1,0,32,20,1
908,7,6,7,1,1,33,21,1
908,8,7,8,1,3,34,22,1
908,9,8,8.577,0.577,0,35,23,1
909,1,0,1,1,0,63,8,1
909,2,1,2,1,0,64,9,1
909,3,2,3,1,1,65,10,1
909,4,3,4,1,0,66,11,1
909,5,4,5,1,0,67,12,1
909,6,5,6,1,0,68,13,1
909,7,6,6.806,0.806,0,69,14,1
910,1,0,1,1,2,41,0,1
910,2,1,1.557,0.557,0,42,1,1
911,1,0,1,1,0,39,5,1
911,2,1,2,1,0,40,6,1
911,3,2,3,1,0,41,7,1
911,4,3,4,1,0,42,8,1
911,5,4,5,1,1,43,9,1
911,6,5,6,1,0,44,10,1
911,7,6,6.774,0.774,0,45,11,1
912,1,0,0.993,0.993,0,33,2,1
913,1,0,1,1,0,63,11,1
913,2,1,2,1,0,64,12,1
913,3,2,3,1,0,65,13,1
913,4,3,4,1,0,66,14,1
913,5,4,4.774,0.774,0,67,15,1
914,1,0,1,1,0,55,6,1
914,2,1,2,1,0,56,7,1
914,3,2,3,1,0,57,8,1
914,4,3,4,1,0,58,9,1
914,5,4,5,1,0,59,10,1
914,6,5,6,1,0,60,11,1
914,7,6,7,1,0,61,12,1
914,8,7,8,1,1,62,13,1
914,9,8,9,1,0,63,14,1
914,10,9,9.747,0.747,1,64,15,1
915,1,0,1,1,0,58,4,1
915,2,1,2,1,0,59,5,1
915,3,2,3,1,0,60,6,1
915,4,3,4,1,0,61,7,1
915,5,4,5,1,0,62,8,1
915,6,5,5.219,0.219,0,63,9,1
916,1,0,1,1,0,45,8,1
916,2,1,2,1,0,46,9,1
916,3,2,3,1,0,47,10,1
916,4,3,4,1,0,48,11,1
916,5,4,5,1,0,49,12,1
916,6,5,6,1,0,50,13,1
916,7,6,7,1,0,51,14,1
916,8,7,7.92,0.92,0,52,15,1
917,1,0,1,1,0,44,24,1
917,2,1,2,1,0,45,25,1
917,3,2,3,1,0,46,26,1
917,4,3,3.724,0.724,0,47,27,1
918,1,0,1,1,0,64,6,1
918,2,1,2,1,0,65,7,1
918,3,2,3,1,0,66,8,1
918,4,3,4,1,0,67,9,1
918,5,4,5,1,0,68,10,1
918,6,5,5.789,0.789,0,69,11,1
919,1,0,0.722,0.722,0,73,15,1
920,1,0,1,1,0,45,10,1
920,2,1,2,1,0,46,11,1
920,3,2,3,1,0,47,12,1
920,4,3,4,1,0,48,13,1
920,5,4,5,1,1,49,14,1
920,6,5,6,1,0,50,15,1
920,7,6,6.977,0.977,0,51,16,1
921,1,0,1,1,0,51,13,1
921,2,1,2,1,0,52,14,1
921,3,2,2.415,0.415,0,53,15,1
922,1,0,1,1,0,20,16,1
922,2,1,2,1,0,21,17,1
922,3,2,3,1,0,22,18,1
922,4,3,3.667,0.667,0,23,19,1
923,1,0,1,1,0,34,14,1
923,2,1,2,1,0,35,15,1
923,3,2,3,1,0,36,16,1
923,4,3,4,1,0,37,17,1
923,5,4,4.791,0.791,0,38,18,1
924,1,0,1,1,0,53,17,1
924,2,1,2,1,0,54,18,1
924,3,2,2.972,0.972,0,55,19,1
925,1,0,1,1,0,53,16,1
925,2,1,2,1,0,54,17,1
925,3,2,2.106,0.106,0,55,18,1
926,1,0,1,1,0,34,14,1
926,2,1,2,1,0,35,15,1
926,3,2,3,1,0,36,16,1
926,4,3,4,1,0,37,17,1
926,5,4,5,1,0,38,18,1
926,6,5,6,1,0,39,19,1
926,7,6,7,1,0,40,20,1
926,8,7,8,1,1,41,21,1
926,9,8,9,1,0,42,22,1
926,10,9,9.958,0.958,0,43,23,1
927,1,0,1,1,0,66,6,1
927,2,1,2,1,0,67,7,1
927,3,2,3,1,0,68,8,1
927,4,3,4,1,0,69,9,1
927,5,4,5,1,0,70,10,1
927,6,5,6,1,0,71,11,1
927,7,6,7,1,0,72,12,1
927,8,7,7.173,0.173,0,73,13,1
928,1,0,1,1,0,45,5,1
928,2,1,2,1,0,46,6,1
928,3,2,2.519,0.519,0,47,7,1
929,1,0,1,1,0,57,0,1
929,2,1,2,1,0,58,1,1
929,3,2,2.183,0.183,0,59,2,1
930,1,0,1,1,0,77,16,1
930,2,1,1.09,0.09,0,78,17,1
931,1,0,1,1,1,28,14,1
931,2,1,2,1,1,29,15,1
931,3,2,3,1,0,30,16,1
931,4,3,4,1,0,31,17,1
931,5,4,5,1,0,32,18,1
931,6,5,5.009,0.009,0,33,19,1
932,1,0,1,1,0,32,8,1
932,2,1,2,1,0,33,9,1
932,3,2,3,1,0,34,10,1
932,4,3,4,1,0,35,11,1
932,5,4,5,1,0,36,12,1
932,6,5,6,1,0,37,13,1
932,7,6,6.653,0.653,0,38,14,1
933,1,0,1,1,0,47,13,1
933,2,1,2,1,0,48,14,1
933,3,2,3,1,0,49,15,1
933,4,3,3.578,0.578,0,50,16,1
934,1,0,1,1,0,39,4,1
934,2,1,2,1,0,40,5,1
934,3,2,3,1,0,41,6,1
934,4,3,4,1,0,42,7,1
934,5,4,5,1,0,43,8,1
934,6,5,5.776,0.776,0,44,9,1
935,1,0,1,1,0,39,17,1
935,2,1,2,1,0,40,18,1
935,3,2,3,1,0,41,19,1
935,4,3,4,1,0,42,20,1
935,5,4,5,1,0,43,21,1
935,6,5,5.968,0.968,0,44,22,1
936,1,0,1,1,0,19,10,1
936,2,1,2,1,0,20,11,1
936,3,2,2.134,0.134,0,21,12,1
937,1,0,1,1,0,39,0,1
937,2,1,2,1,0,40,1,1
937,3,2,3,1,0,41,2,1
937,4,3,4,1,0,42,3,1
937,5,4,5,1,0,43,4,1
937,6,5,6,1,0,44,5,1
937,7,6,7,1,0,45,6,1
937,8,7,8,1,0,46,7,1
937,9,8,9,1,0,47,8,1
937,10,9,9.992,0.992,0,48,9,1
938,1,0,1,1,0,34,5,1
938,2,1,2,1,1,35,6,1
938,3,2,3,1,1,36,7,1
938,4,3,4,1,1,37,8,1
938,5,4,5,1,0,38,9,1
938,6,5,5.546,0.546,0,39,10,1
939,1,0,1,1,0,51,9,1
939,2,1,2,1,0,52,10,1
939,3,2,2.193,0.193,0,53,11,1
940,1,0,1,1,0,50,8,1
940,2,1,1.875,0.875,0,51,9,1
941,1,0,1,1,0,57,3,1
941,2,1,1.449,0.449,0,58,4,1
942,1,0,1,1,1,18,6,1
942,2,1,2,1,2,19,7,1
942,3,2,3,1,0,20,8,1
942,4,3,3.935,0.935,0,21,9,1
943,1,0,1,1,0,66,12,1
943,2,1,2,1,0,67,13,1
943,3,2,3,1,0,68,14,1
943,4,3,4,1,2,69,15,1
943,5,4,5,1,2,70,16,1
943,6,5,6,1,0,71,17,1
943,7,6,7,1,0,72,18,1
943,8,7,7.127,0.127,0,73,19,1
944,1,0,1,1,0,56,6,1
944,2,1,2,1,0,57,7,1
944,3,2,2.789,0.789,0,58,8,1
945,1,0,1,1,1,52,14,1
945,2,1,2,1,1,53,15,1
945,3,2,3,1,1,54,16,1
945,4,3,4,1,0,55,17,1
945,5,4,4.667,0.667,0,56,18,1
946,1,0,1,1,0,77,14,1
946,2,1,2,1,0,78,15,1
946,3,2,3,1,0,79,16,1
946,4,3,4,1,0,80,17,1
946,5,4,5,1,0,81,18,1
946,6,5,5.363,0.363,0,82,19,1
947,1,0,1,1,0,55,10,1
947,2,1,2,1,0,56,11,1
947,3,2,2.662,0.662,0,57,12,1
948,1,0,1,1,0,52,10,1
948,2,1,2,1,0,53,11,1
948,3,2,3,1,0,54,12,1
948,4,3,4,1,0,55,13,1
948,5,4,4.271,0.271,0,56,14,1
949,1,0,1,1,0,18,13,1
949,2,1,1.483,0.483,0,19,14,1
950,1,0,1,1,0,32,15,1
950,2,1,2,1,0,33,16,1
950,3,2,3,1,0,34,17,1
950,4,3,4,1,0,35,18,1
950,5,4,5,1,0,36,19,1
950,6,5,6,1,0,37,20,1
950,7,6,7,1,0,38,21,1
950,8,7,7.755,0.755,0,39,22,1
951,1,0,1,1,0,57,5,1
951,2,1,1.583,0.583,0,58,6,1
952,1,0,1,1,0,58,4,1
952,2,1,2,1,0,59,5,1
952,3,2,3,1,0,60,6,1
952,4,3,4,1,0,61,7,1
952,5,4,5,1,0,62,8,1
952,6,5,6,1,0,63,9,1
952,7,6,6.571,0.571,0,64,10,1
953,1,0,1,1,0,47,1,1
953,2,1,2,1,0,48,2,1
953,3,2,2.097,0.097,0,49,3,1
954,1,0,1,1,0,37,15,1
954,2,1,2,1,0,38,16,1
954,3,2,3,1,0,39,17,1
954,4,3,4,1,0,40,18,1
954,5,4,4.065,0.065,0,41,19,1
955,1,0,1,1,0,36,4,1
955,2,1,2,1,0,37,5,1
955,3,2,3,1,0,38,6,1
955,4,3,3.032,0.032,0,39,7,1
956,1,0,1,1,0,57,5,1
956,2,1,2,1,0,58,6,1
956,3,2,3,1,0,59,7,1
956,4,3,4,1,0,60,8,1
956,5,4,5,1,0,61,9,1
956,6,5,6,1,0,62,10,1
956,7,6,7,1,0,63,11,1
956,8,7,7.707,0.707,0,64,12,1
957,1,0,1,1,0,56,7,1
957,2,1,2,1,0,57,8,1
957,3,2,3,1,0,58,9,1
957,4,3,4,1,2,59,10,1
957,5,4,4.815,0.815,0,60,11,1
958,1,0,1,1,0,37,8,1
958,2,1,1.262,0.262,0,38,9,1
959,1,0,1,1,0,46,3,1
959,2,1,1.11,0.11,0,47,4,1
960,1,0,1,1,0,27,1,1
960,2,1,2,1,0,28,2,1
960,3,2,3,1,0,29,3,1
960,4,3,4,1,0,30,4,1
960,5,4,5,1,1,31,5,1
960,6,5,6,1,0,32,6,1
960,7,6,6.363,0.363,1,33,7,1
961,1,0,1,1,0,55,5,1
961,2,1,1.963,0.963,0,56,6,1
962,1,0,1,1,0,43,6,1
962,2,1,2,1,0,44,7,1
962,3,2,3,1,0,45,8,1
962,4,3,4,1,0,46,9,1
962,5,4,4.993,0.993,0,47,10,1
963,1,0,0.826,0.826,0,54,10,1
964,1,0,1,1,0,56,10,1
964,2,1,2,1,0,57,11,1
964,3,2,2.157,0.157,0,58,12,1
965,1,0,1,1,0,57,8,1
965,2,1,2,1,0,58,9,1
965,3,2,2.304,0.304,0,59,10,1
966,1,0,1,1,0,60,3,1
966,2,1,2,1,0,61,4,1
966,3,2,3,1,0,62,5,1
966,4,3,4,1,0,63,6,1
966,5,4,4.628,0.628,0,64,7,1
967,1,0,1,1,0,19,19,1
967,2,1,2,1,0,20,20,1
967,3,2,3,1,0,21,21,1
967,4,3,3.283,0.283,0,22,22,1
968,1,0,1,1,0,39,14,1
968,2,1,2,1,0,40,15,1
968,3,2,3,1,0,41,16,1
968,4,3,4,1,0,42,17,1
968,5,4,5,1,0,43,18,1
968,6,5,5.439,0.439,0,44,19,1
969,1,0,1,1,0,31,17,1
969,2,1,1.721,0.721,0,32,18,1
970,1,0,1,1,0,52,9,1
970,2,1,2,1,0,53,10,1
970,3,2,2.251,0.251,0,54,11,1
971,1,0,1,1,0,37,12,1
971,2,1,2,1,0,38,13,1
971,3,2,3,1,1,39,14,1
971,4,3,4,1,0,40,15,1
971,5,4,5,1,0,41,16,1
971,6,5,6,1,1,42,17,1
971,7,6,7,1,0,43,18,1
971,8,7,8,1,0,44,19,1
971,9,8,8.236,0.236,0,45,20,1
972,1,0,1,1,0,37,2,1
972,2,1,2,1,0,38,3,1
972,3,2,3,1,0,39,4,1
972,4,3,4,1,0,40,5,1
972,5,4,4.614,0.614,0,41,6,1
973,1,0,1,1,0,38,12,1
973,2,1,2,1,0,39,13,1
973,3,2,3,1,0,40,14,1
973,4,3,3.389,0.389,0,41,15,1
974,1,0,1,1,1,46,0,1
974,2,1,2,1,0,47,1,1
974,3,2,3,1,0,48,2,1
974,4,3,3.121,0.121,0,49,3,1
975,1,0,1,1,0,36,8,1
975,2,1,2,1,0,37,9,1
975,3,2,3,1,0,38,10,1
975,4,3,4,1,0,39,11,1
975,5,4,5,1,0,40,12,1
975,6,5,6,1,0,41,13,1
975,7,6,6.167,0.167,0,42,14,1
976,1,0,1,1,0,47,7,1
976,2,1,1.77,0.77,0,48,8,1
977,1,0,1,1,0,66,11,1
977,2,1,2,1,0,67,12,1
977,3,2,3,1,0,68,13,1
977,4,3,3.51,0.51,0,69,14,1
978,1,0,1,1,0,36,7,1
978,2,1,2,1,1,37,8,1
978,3,2,2.558,0.558,0,38,9,1
979,1,0,1,1,0,44,10,1
979,2,1,2,1,0,45,11,1
979,3,2,3,1,0,46,12,1
979,4,3,4,1,0,47,13,1
979,5,4,5,1,0,48,14,1
979,6,5,5.078,0.078,0,49,15,1
980,1,0,1,1,0,48,7,1
980,2,1,2,1,0,49,8,1
980,3,2,3,1,0,50,9,1
980,4,3,4,1,0,51,10,1
980,5,4,5,1,0,52,11,1
980,6,5,6,1,0,53,12,1
980,7,6,6.104,0.104,0,54,13,1
981,1,0,1,1,0,43,12,1
981,2,1,2,1,0,44,13,1
981,3,2,3,1,0,45,14,1
981,4,3,4,1,0,46,15,1
981,5,4,5,1,0,47,16,1
981,6,5,6,1,0,48,17,1
981,7,6,7,1,0,49,18,1
981,8,7,7.034,0.034,0,50,19,1
982,1,0,1,1,0,55,10,1
982,2,1,2,1,0,56,11,1
982,3,2,3,1,0,57,12,1
982,4,3,4,1,0,58,13,1
982,5,4,5,1,0,59,14,1
982,6,5,6,1,0,60,15,1
982,7,6,6.268,0.268,0,61,16,1
983,1,0,1,1,0,31,5,1
983,2,1,2,1,0,32,6,1
983,3,2,2.46,0.46,0,33,7,1
984,1,0,1,1,0,52,11,1
984,2,1,2,1,0,53,12,1
984,3,2,3,1,0,54,13,1
984,4,3,4,1,0,55,14,1
984,5,4,4.227,0.227,0,56,15,1
985,1,0,1,1,0,43,13,1
985,2,1,2,1,0,44,14,1
985,3,2,3,1,0,45,15,1
985,4,3,4,1,0,46,16,1
985,5,4,5,1,0,47,17,1
985,6,5,5.998,0.998,0,48,18,1
986,1,0,1,1,0,60,3,1
986,2,1,2,1,0,61,4,1
986,3,2,3,1,1,62,5,1
986,4,3,4,1,0,63,6,1
986,5,4,4.911,0.911,0,64,7,1
987,1,0,1,1,0,58,0,1
987,2,1,2,1,0,59,1,1
987,3,2,3,1,0,60,2,1
987,4,3,4,1,0,61,3,1
987,5,4,5,1,0,62,4,1
987,6,5,6,1,0,63,5,1
987,7,6,6.318,0.318,0,64,6,1
988,1,0,1,1,1,32,10,1
988,2,1,2,1,0,33,11,1
988,3,2,2.406,0.406,0,34,12,1
989,1,0,1,1,0,44,16,1
989,2,1,2,1,0,45,17,1
989,3,2,3,1,0,46,18,1
989,4,3,4,1,0,47,19,1
989,5,4,5,1,1,48,20,1
989,6,5,6,1,0,49,21,1
989,7,6,6.944,0.944,0,50,22,1
990,1,0,1,1,0,29,8,1
990,2,1,2,1,0,30,9,1
990,3,2,3,1,0,31,10,1
990,4,3,4,1,1,32,11,1
990,5,4,5,1,0,33,12,1
990,6,5,6,1,0,34,13,1
990,7,6,7,1,0,35,14,1
990,8,7,7.245,0.245,0,36,15,1
991,1,0,1,1,0,64,5,1
991,2,1,2,1,0,65,6,1
991,3,2,3,1,0,66,7,1
991,4,3,4,1,0,67,8,1
991,5,4,5,1,0,68,9,1
991,6,5,6,1,0,69,10,1
991,7,6,7,1,0,70,11,1
991,8,7,8,1,0,71,12,1
991,9,8,9,1,0,72,13,1
991,10,9,9.995,0.995,0,73,14,1
992,1,0,1,1,0,58,1,1
992,2,1,2,1,0,59,2,1
992,3,2,2.127,0.127,0,60,3,1
993,1,0,1,1,0,68,10,1
993,2,1,1.504,0.504,0,69,11,1
994,1,0,1,1,0,19,4,1
994,2,1,2,1,0,20,5,1
994,3,2,2.741,0.741,0,21,6,1
995,1,0,1,1,0,20,4,1
995,2,1,2,1,0,21,5,1
995,3,2,3,1,0,22,6,1
995,4,3,4,1,0,23,7,1
995,5,4,5,1,0,24,8,1
995,6,5,6,1,0,25,9,1
995,7,6,6.152,0.152,0,26,10,1
996,1,0,1,1,0,63,16,1
996,2,1,2,1,0,64,17,1
996,3,2,2.57,0.57,0,65,18,1
997,1,0,1,1,0,18,5,1
997,2,1,1.45,0.45,0,19,6,1
998,1,0,1,1,0,32,4,1
998,2,1,2,1,0,33,5,1
998,3,2,3,1,0,34,6,1
998,4,3,4,1,0,35,7,1
998,5,4,5,1,0,36,8,1
998,6,5,6,1,0,37,9,1
998,7,6,7,1,1,38,10,1
998,8,7,7.68,0.68,0,39,11,1
999,1,0,1,1,0,45,10,1
999,2,1,2,1,1,46,11,1
999,3,2,3,1,0,47,12,1
999,4,3,4,1,1,48,13,1
999,5,4,5,1,0,49,14,1
999,6,5,6,1,0,50,15,1
999,7,6,6.104,0.104,0,51,16,1
1000,1,0,1,1,0,40,13,1
1000,2,1,2,1,0,41,14,1
1000,3,2,2.904,0.904,0,42,15,1
1001,1,0,1,1,0,37,6,1
1001,2,1,1.465,0.465,0,38,7,1
1002,1,0,1,1,0,63,5,1
1002,2,1,2,1,0,64,6,1
1002,3,2,2.238,0.238,0,65,7,1
1003,1,0,0.722,0.722,0,67,10,1
1004,1,0,1,1,0,39,17,1
1004,2,1,2,1,1,40,18,1
1004,3,2,3,1,0,41,19,1
1004,4,3,3.263,0.263,0,42,20,1
1005,1,0,1,1,0,34,7,1
1005,2,1,2,1,1,35,8,1
1005,3,2,3,1,0,36,9,1
1005,4,3,4,1,0,37,10,1
1005,5,4,5,1,0,38,11,1
1005,6,5,6,1,0,39,12,1
1005,7,6,6.197,0.197,0,40,13,1
1006,1,0,1,1,0,31,1,1
1006,2,1,2,1,0,32,2,1
1006,3,2,3,1,0,33,3,1
1006,4,3,4,1,0,34,4,1
1006,5,4,5,1,0,35,5,1
1006,6,5,6,1,0,36,6,1
1006,7,6,7,1,0,37,7,1
1006,8,7,8,1,0,38,8,1
1006,9,8,8.196,0.196,0,39,9,1
1007,1,0,1,1,0,42,4,1
1007,2,1,2,1,0,43,5,1
1007,3,2,3,1,0,44,6,1
1007,4,3,4,1,0,45,7,1
1007,5,4,5,1,0,46,8,1
1007,6,5,5.322,0.322,0,47,9,1
1008,1,0,1,1,0,24,9,1
1008,2,1,2,1,0,25,10,1
1008,3,2,3,1,0,26,11,1
1008,4,3,4,1,0,27,12,1
1008,5,4,5,1,0,28,13,1
1008,6,5,5.097,0.097,0,29,14,1
1009,1,0,1,1,0,65,11,1
1009,2,1,2,1,0,66,12,1
1009,3,2,3,1,0,67,13,1
1009,4,3,3.264,0.264,0,68,14,1
1010,1,0,1,1,0,53,0,1
1010,2,1,2,1,0,54,1,1
1010,3,2,3,1,0,55,2,1
1010,4,3,4,1,0,56,3,1
1010,5,4,5,1,0,57,4,1
1010,6,5,6,1,0,58,5,1
1010,7,6,7,1,0,59,6,1
1010,8,7,8,1,0,60,7,1
1010,9,8,9,1,0,61,8,1
1010,10,9,9.196,0.196,0,62,9,1
1011,1,0,1,1,0,63,2,1
1011,2,1,2,1,1,64,3,1
1011,3,2,3,1,0,65,4,1
1011,4,3,3.11,0.11,0,66,5,1
1012,1,0,0.635,0.635,0,47,8,1
1013,1,0,1,1,0,47,4,1
1013,2,1,2,1,0,48,5,1
1013,3,2,3,1,0,49,6,1
1013,4,3,4,1,0,50,7,1
1013,5,4,4.913,0.913,0,51,8,1
1014,1,0,1,1,0,59,6,1
1014,2,1,1.639,0.639,0,60,7,1
1015,1,0,1,1,0,44,12,1
1015,2,1,2,1,0,45,13,1
1015,3,2,3,1,0,46,14,1
1015,4,3,4,1,0,47,15,1
1015,5,4,4.492,0.492,0,48,16,1
1016,1,0,1,1,0,66,15,1
1016,2,1,2,1,0,67,16,1
1016,3,2,2.624,0.624,0,68,17,1
1017,1,0,1,1,0,48,8,1
1017,2,1,2,1,0,49,9,1
1017,3,2,3,1,1,50,10,1
1017,4,3,4,1,0,51,11,1
1017,5,4,4.56,0.56,0,52,12,1
1018,1,0,1,1,0,41,4,1
1018,2,1,2,1,0,42,5,1
1018,3,2,3,1,0,43,6,1
1018,4,3,4,1,0,44,7,1
1018,5,4,5,1,0,45,8,1
1018,6,5,5.276,0.276,0,46,9,1
1019,1,0,1,1,0,37,2,1
1019,2,1,2,1,0,38,3,1
1019,3,2,2.63,0.63,0,39,4,1
1020,1,0,1,1,0,45,5,1
1020,2,1,2,1,0,46,6,1
1020,3,2,3,1,0,47,7,1
1020,4,3,4,1,1,48,8,1
1020,5,4,5,1,0,49,9,1
1020,6,5,6,1,0,50,10,1
1020,7,6,6.55,0.55,0,51,11,1
1021,1,0,1,1,0,23,2,1
1021,2,1,2,1,0,24,3,1
1021,3,2,2.572,0.572,2,25,4,1
1022,1,0,1,1,0,51,9,1
1022,2,1,1.583,0.583,0,52,10,1
1023,1,0,1,1,0,49,17,1
1023,2,1,2,1,0,50,18,1
1023,3,2,3,1,0,51,19,1
1023,4,3,4,1,0,52,20,1
1023,5,4,5,1,0,53,21,1
1023,6,5,6,1,0,54,22,1
1023,7,6,6.741,0.741,0,55,23,1
1024,1,0,0.109,0.109,0,33,7,1
1025,1,0,1,1,0,57,4,1
1025,2,1,2,1,0,58,5,1
1025,3,2,3,1,0,59,6,1
1025,4,3,4,1,0,60,7,1
1025,5,4,4.76,0.76,0,61,8,1
1026,1,0,1,1,0,71,7,1
1026,2,1,2,1,0,72,8,1
1026,3,2,3,1,0,73,9,1
1026,4,3,4,1,0,74,10,1
1026,5,4,4.282,0.282,0,75,11,1
1027,1,0,1,1,1,39,13,1
1027,2,1,2,1,0,40,14,1
1027,3,2,3,1,0,41,15,1
1027,4,3,3.396,0.396,0,42,16,1
1028,1,0,1,1,0,34,0,1
1028,2,1,2,1,0,35,1,1
1028,3,2,2.423,0.423,0,36,2,1
1029,1,0,0.761,0.761,0,44,6,1
1030,1,0,1,1,0,50,7,1
1030,2,1,1.739,0.739,0,51,8,1
1031,1,0,1,1,0,49,13,1
1031,2,1,2,1,0,50,14,1
1031,3,2,3,1,0,51,15,1
1031,4,3,4,1,1,52,16,1
1031,5,4,4.154,0.154,0,53,17,1
1032,1,0,1,1,0,50,11,1
1032,2,1,1.953,0.953,0,51,12,1
1033,1,0,1,1,0,61,17,1
1033,2,1,2,1,0,62,18,1
1033,3,2,3,1,0,63,19,1
1033,4,3,3.339,0.339,0,64,20,1
1034,1,0,1,1,0,70,12,1
1034,2,1,2,1,0,71,13,1
1034,3,2,3,1,0,72,14,1
1034,4,3,4,1,1,73,15,1
1034,5,4,5,1,0,74,16,1
1034,6,5,6,1,0,75,17,1
1034,7,6,7,1,0,76,18,1
1034,8,7,7.933,0.933,0,77,19,1
1035,1,0,1,1,0,57,13,1
1035,2,1,2,1,0,58,14,1
1035,3,2,3,1,0,59,15,1
1035,4,3,4,1,0,60,16,1
1035,5,4,4.859,0.859,0,61,17,1
1036,1,0,1,1,0,40,6,1
1036,2,1,2,1,0,41,7,1
1036,3,2,3,1,0,42,8,1
1036,4,3,4,1,0,43,9,1
1036,5,4,5,1,0,44,10,1
1036,6,5,6,1,0,45,11,1
1036,7,6,7,1,0,46,12,1
1036,8,7,8,1,0,47,13,1
1036,9,8,9,1,0,48,14,1
1036,10,9,9.536,0.536,0,49,15,1
1037,1,0,1,1,0,62,1,1
1037,2,1,2,1,1,63,2,1
1037,3,2,3,1,0,64,3,1
1037,4,3,4,1,0,65,4,1
1037,5,4,4.623,0.623,0,66,5,1
1038,1,0,1,1,0,55,11,1
1038,2,1,2,1,0,56,12,1
1038,3,2,2.876,0.876,0,57,13,1
1039,1,0,1,1,0,18,5,1
1039,2,1,2,1,0,19,6,1
1039,3,2,3,1,1,20,7,1
1039,4,3,4,1,2,21,8,1
1039,5,4,4.996,0.996,1,22,9,1
1040,1,0,1,1,0,41,1,1
1040,2,1,2,1,0,42,2,1
